Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
51071,"Stage 1 water conservation in Kyle, Texas",06/18/2020,06/16/2020, ,"Stage 1 water conservation rules took effect on June 16 in Kyle.Hays Free Press (Texas), June 17, 2020","Relief, Response & Restrictions, Water Supply & Quality","Kyle, TX",
50897,"Water conservation restrictions in Wimberley, Texas",04/07/2020,04/06/2020, ,"Wimberley residents were under conservation restrictions as much of south Texas endured abnormally dry or drought conditions.Hill Country Alliance (Austin, Texas), April 6, 2020","Relief, Response & Restrictions, Water Supply & Quality","Wimberley, TX",
50852,Deep South Texas communities on water watch list,03/12/2020,03/09/2020, ,"Nearly three dozen communities in Deep South Texas were listed as “watch,” meaning that they have at least a 180-day supply, but need monitoring, according to the Texas Department of Environmental Quality.  On the watch list were 8 communities in Cameron County, two towns in Willacy County and 13 water suppliers in Hidalgo County.Harlingen Valley Morning Star (Texas), March 9, 2020","Relief, Response & Restrictions, Water Supply & Quality","Cameron County, TX, Los Fresnos, TX, Olmito, TX, Primera, TX, Rancho Viejo, TX, Rio Hondo, TX, Hidalgo County, TX, Alamo, TX, Donna, TX, Edcouch, TX, Edinburg, TX, Elsa, TX, McAllen, TX, Mission, TX, Pharr, TX, Willacy County, TX, Lyford, TX, Raymondville, TX",
48347,"Water shortage in Belton, Texas",08/20/2019,08/19/2019, ,"Belton residents were asked to voluntarily conserve water and limit non-essential water use as the community faced a mild water shortage.  The city was in Stage 1 Drought Conditions due to unusually high water use.KXXV-TV ABC 25 Waco (Texas), Aug. 19, 2019","Relief, Response & Restrictions, Water Supply & Quality","Belton, TX",
48290,"Fewer mosquitoes around Corpus Christi, Texas",07/31/2019,07/29/2019, ,"The dry conditions in the Corpus Christi area has meant fewer mosquitoes.  For the year, the precipitation deficit for the city was about 5 inches.  KIII-TV3 South Texas (Corpus Christi, Texas), July 29, 2019",Plants & Wildlife,"Kleberg County, TX, Nueces County, TX, Corpus Christi, TX, San Patricio County, TX",
48293,"Conservation requested in Katy, Texas",08/01/2019,07/24/2019, ,"Katy residents were asked to conserve water while repairs were underway on a water plant, but an extremely dry month of July and heat meant more water conservation was needed.  Stage II water restrictions took effect on July 24 with the request for limited lawn watering and reduced household use.  Since June 25, the city received just 0.92 inches of rain.Houston Chronicle (Texas), July 26, 2019","Relief, Response & Restrictions, Water Supply & Quality","Fort Bend County, TX, Katy, TX",
48005,"Treated sewage water made potable in El Paso, Texas",12/06/2018,12/05/2018, ,"The El Paso water system was turning to treated sewage water for a renewable water source as climate change was expected to reduce the flow of the Rio Grande River as there was less snowmelt from northern New Mexico and southern Colorado.  The city also has a desalination plant to treat brackish water from an aquifer. WQAD-TV 8 (Davenport/Rock Island/Moline) (Iowa), Dec. 5, 2018","Relief, Response & Restrictions, Water Supply & Quality","El Paso County, TX, El Paso, TX",
46811,"Drought among factors harming trees in Houston, Texas",09/06/2018,09/06/2018, ,"Houston area trees were dropping leaves early and began showing signs of stress in July.  Some trees looked alive, but had dead root systems, with experts referring to such trees as zombie trees.  Extreme weather, including Hurricane Harvey, hard winter freezes and the recent heat and drought have been too much for the trees.Fort Worth Star-Telegram (Texas), Sept. 6, 2018",Plants & Wildlife,"Harris County, TX, Houston, TX",
46730,"Water restrictions in Austin, Texas",08/24/2018,08/23/2018, ,"Stage 1 water restrictions took effect in Austin as the combined levels of Lakes Travis and Buchanan fell below 1.4 million acre-feet, triggering the restrictions.  Outdoor watering was permitted only on certain days.Austin American-Statesman (Texas), Aug. 23, 2018","Relief, Response & Restrictions, Water Supply & Quality","Austin, TX",
45669,"Water restrictions in Buda, Texas",08/15/2018,08/13/2018,09/26/2018,"The city of Buda returned to stage 1 drought restrictions on Sept. 26.Austin American-Statesman (Texas), Sept. 26, 2018Water restrictions in Buda went to stage 2 water restrictions as drought persisted. Austin American-Statesman (Texas), Aug. 10, 2018","Relief, Response & Restrictions, Water Supply & Quality","Buda, TX",
45640,"Voluntary water restrictions near Waco, Texas",08/13/2018,08/09/2018, ,"Recent rain did not improve water supplies in Waco where 50 million gallons on average were used daily this summer.  Voluntary water restrictions were taking effect in other Central Texas cities like Robinson. kwkt (Woodway, Texas), Aug. 9, 2018","Relief, Response & Restrictions, Water Supply & Quality","Robinson, TX, Waco, TX",
45615,"Water bill high for farmer in Austin, Texas",08/10/2018,08/08/2018, ,"Despite having a rainwater catchment system, an Austin farmer reported paying $500 to $700 for his monthly water bill.  KTAB TV 32 & KRBC TV 9 (Abilene, Texas), Aug. 8, 2018","Agriculture, Water Supply & Quality","Travis County, TX, Austin, TX",
45635,"Grass project delayed at athletic complex in Temple, Texas",08/13/2018,08/07/2018, ,"Grass will not be put down at baseball and softball fields at a new athletic complex in Temple because the mandatory water restrictions would not have allowed adequate watering to get the grass established.  The present plan was to put down the grass in April 2019 so the fields would be ready in the fall of 2019.KWES-TV NewsWest 9 (Texas), Aug. 7, 2018","Plants & Wildlife, Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Temple, TX",
45660,Increased business for foundation repair companies in Dallas-Fort Worth,08/14/2018,08/07/2018, ,"Drought brought in “astronomical business” for a foundation company in Dallas, stated the operation’s owner and president.  The company doubled its numbers and hired two new crews to keep up with service requests.  Dallas Morning News (Texas), Aug. 7, 2018","Business & Industry, Society & Public Health","Dallas County, TX, Dallas, TX, Tarrant County, TX, Fort Worth, TX",
45542,"Water conservation in Georgetown, Texas",08/03/2018,08/02/2018, ,"Phase 1 of Georgetown’s drought contingency plan took effect, due to drought, heat, excessive water consumption and disregard of previous water use recommendations. Austin American-Statesman (Texas), Aug. 2, 2018","Relief, Response & Restrictions, Water Supply & Quality","Georgetown, TX",
45538,"Drought damaged home foundations in Arlington, Texas",08/03/2018,08/02/2018, ,"Extreme heat and drought were taking a toll on home foundations, with an Arlington repair company taking twice the usual number of calls for service. KXAS-TV NBC 5 Dallas - Fort Worth (Texas), Aug. 2, 2018","Business & Industry, Society & Public Health","Tarrant County, TX, Arlington, TX",
45539,Trees dropping leaves in East Texas,08/03/2018,08/01/2018, ,"Numerous trees in East Texas were dropping their leaves early, an occurrence that Texas AgriLife Extension agents blamed on drought.  KCBD-TV NBC 11 Lubbock (Lubbock, Texas), Aug. 1, 2018",Plants & Wildlife,"Angelina County, TX, Lufkin, TX",
46791,"More water main breaks in Friendswood, Texas",08/31/2018,08/01/2018,08/29/2018,"Heat and drought have caused a dramatic increase in water main breaks in Friendswood, just south of Houston.  The community has had 31 breaks in August, compared to just 11 breaks last summer and 16 breaks the summer before that.  KTRK-TV ABC 13 Houston (Texas), Aug. 29, 2018","Society & Public Health, Water Supply & Quality","Friendswood, TX",
45543,"Level one drought restrictions in San Angelo, Texas",08/03/2018,08/01/2018, ,"Level one drought restrictions began in San Angelo on Aug. 1, permitting outdoor watering once weekly.  The restrictions were implemented because the water supply had fallen below the 24-month mark.Concho Valley Homepage (Texas), July 31, 2018","Relief, Response & Restrictions, Water Supply & Quality","San Angelo, TX",
45534,"Forage, livestock water sources affected in Franklin and Hopkins counties in Texas",08/03/2018,06/28/2018,08/01/2018,"The drought has impacted us by not having enough rain to water our fields.  Therefore, we have no grass and very little hay.  We are only able to bale maybe a 1/3 of our usual cutting of hay and one of our ponds has turned green, killing the fish and no good for the cows. We have put the cows on city water.  We are having to feed some hay, cubes and cotton seed hulls. We have missed the rain when just down the road they got 1/2 inch.  It has affected the cows that are nursing; the other cows are eating good quality hay and our pocketbook.From Hopkins County, Texas, on  August 1, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Franklin County, TX, Hopkins County, TX, Sulphur Bluff, TX",
45102,"Wood, charcoal grilling prohibited in Cedar Park during burn ban in Williamson County, Texas",06/28/2018,06/27/2018, ,"All wood and charcoal burning grills in Cedar Park’s city parks were closed while the Williamson County burn ban remained in effect.  Grasses in the area were going dormant as hot, dry weather persisted. Austin American-Statesman (Texas), June 27, 2018","Fire, Plants & Wildlife, Relief, Response & Restrictions","Williamson County, TX, Cedar Park, TX",
45105,"Stage 1 drought watch for users of Possum Kingdom Lake, other area lakes in northern Texas",06/28/2018,06/26/2018, ,"A stage 1 drought watch was declared for customers of Brazos River Authority accessing water from lakes Possum Kingdom, Granbury and Whitney.  The drought watch was due to drier than normal conditions and has triggered the BRA’s drought contingency plan.  The goal was to lower water use voluntarily by five percent. Mineral Wells Index (Texas), June 26, 2018","Relief, Response & Restrictions, Water Supply & Quality","Granbury, TX, Johnson County, TX, Palo Pinto County, TX, Parker County, TX, Somervell County, TX, Stephens County, TX",
44945,"Stage 2 drought restrictions in San Marcos, Texas",09/16/2018,06/17/2018,09/16/2018,"The city of San Marcos returned to stage 1 water restrictions on Sept. 16 after rain fell over the Edwards Aquifer recharge zone.  Austin American-Statesman (Texas), Sept. 13, 2018Stage 2 drought restrictions will take effect in San Marcos on June 17 as the Edwards Aquifer continues to fall rapidly at a rate of one to two feet per day.  Stage 3 restrictions could be just weeks away.San Marcos Daily Record (Texas), June 13, 2018","Relief, Response & Restrictions, Water Supply & Quality","San Marcos, TX",
44957,"Low stock tanks, little forage production noted in Llano County, Texas",06/18/2018,06/12/2018,06/14/2018,"Photo taken June 11, 2018, in southwestern Llano County, Texas, shows low stock tank and very little forage production during the 2018 spring growing season.From Mason, Texas, on June 12, 2018Via Survey123, the submitter of this report also noted the following impacts at this location:How dry or wet is it? Severely Dry.Agricultural Impacts: Reduced yield; reduced pasture, forage; livestock;    decreased stock weights; selling livestockEnvironmental Impacts: Wildlife disease or mortality; wildlife foraging near people; less water; fish kills; more dust; new plants, trees sufferWater-related Impacts: Increased groundwater use; low rivers, ponds, springsRecreation & Tourism Impacts: Horses feel heat stressPublic and Community Health Impacts: Air quality, dust; stress; changes in outdoor activitiesFire-related Impacts: More fire risk; burn bans","Agriculture, Fire, Plants & Wildlife, Society & Public Health, Tourism & Recreation, Water Supply & Quality","Llano County, TX, Mason, TX",
44928,"Drought impacts noted in Bandera, Texas",06/14/2018,06/07/2018,06/11/2018,"Via Survey123, the following impacts were reported for Bandera, Texas:How dry or wet is it?Moderately DryReporting on drought whether it is dry or wetAgricultureAgricultural Impacts    Reduced yield    Livestock    Decreased stock weightsEnvironmental Impacts    Less water    More dustWater-related Impacts    Increased groundwater use    Increased landscape watering    Mandatory conservationPublic and Community Health Impacts    Air quality, dust    Changes in domestic water use    Changes in outdoor activitiesFire-related Impacts    More fire risk    Burn bans","Agriculture, Fire, Plants & Wildlife, Society & Public Health, Water Supply & Quality","Bandera, TX",
46731,"Water restrictions in Victoria, Texas",08/24/2018,05/29/2018,10/11/2018,"All drought contingency restrictions ended in Victoria on Oct. 11 because water levels and flow rates on the Guadalupe River were above normal for the last 14 days.  Victoria Advocate (Texas), Oct. 11, 2018Victoria entered stage 1 of its drought plan on May 29 as the flow of the Guadalupe River slowed.  On Aug. 24, the city began stage 2 of its drought contingency plan with the goal of curbing water use by 5 percent.  During stage 2, outdoor water use is prohibited during certain times of day.  Victoria Advocate (Texas), Aug. 23, 2018","Relief, Response & Restrictions, Water Supply & Quality","Victoria, TX",
44799,Water restrictions for San Antonio Water System in Texas,10/01/2018,05/22/2018,10/01/2018,"Drought restrictions that took effect in May in San Antonio ended on Oct. 1 after the region received historic rainfall in September.  KSAT-TV ABC 12 San Antonio (Texas), Oct. 1, 2018The San Antonio Water System moved to stage 2 water restrictions on June 11 after the 10-day average of the Edwards Aquifer fell to 650 feet. KSAT-TV ABC 12 San Antonio (Texas), June 11, 2018The Edwards Aquifer Authority announced Stage 1 pumping restrictions after the 10-day average level of an index well fell below the minimum 660 feet trigger.  Some cities in South Texas began restricting water use with permit holders in Bexar, Atascosa, Caldwell, Comal, Guadalupe, Hays and Medina counties being told to limit their pumping. Fort Worth Star-Telegram (Texas), May 22, 2018","Relief, Response & Restrictions, Water Supply & Quality","Atascosa County, TX, Bexar County, TX, San Antonio, TX, Caldwell County, TX, Comal County, TX, Guadalupe County, TX, Hays County, TX, Medina County, TX",
44800,"Outdoor watering restricted in San Antonio, San Marcos, Texas",05/22/2018,05/22/2018, ,"The San Antonio Water System permitted outdoor watering between 7 p.m. and 11 a.m. one day weekly, depending on one’s street address.  Similar restrictions will take effect in San Marcos on May 27. Fort Worth Star-Telegram (Texas), May 22, 2018","Relief, Response & Restrictions, Water Supply & Quality","San Antonio, TX, San Marcos, TX",
47922,"Water restrictions in New Braunfels, Texas",10/11/2018,05/18/2018,10/10/2018,"New Braunfels' water restrictions ended on Oct. 10 after several days of rain.  Community Impact - Austin (Texas), Oct. 10, 2018Stage 1 water restrictions took effect in New Braunfels after the water level of the Edwards Aquifer fell below 660 feet.  “Due to insufficient rains and rising temperatures as well as an increased demand on the water supply, the levels of the Edwards aquifer began falling at a rate of 1/2 foot to 1 foot per day,” said Ian Taylor, CEO for New Braunfels Utilities. “The aquifer has been at or below 660 feet for 24 hours, which triggers stage 1 watering restrictions for NBU customers and New Braunfels.”Community Impact - Austin (Texas), May 18, 2018","Relief, Response & Restrictions, Water Supply & Quality","New Braunfels, TX",
44719,"Drought affecting duck pond in Midland, Texas",05/10/2018,05/08/2018, ,"The duck pond at Wadley Barron Park in Midland was low as drought affected the area.  City crews intendedto restore the pond and clean the area while the water is low and refill the pond with water flushed from fire hydrants.  The project should be finished within 30 days. KWES-TV NewsWest 9 (Odessa, Texas), May 8, 2018","Plants & Wildlife, Society & Public Health, Water Supply & Quality","Midland, TX",
44430,"Mandatory water restrictions in Canyon, Texas",03/13/2018,03/12/2018, ,"The city of Canyon entered Stage 2 of its drought contingency plan as one of its elevated water tanks remained unusable and the region continued to dry out.  Watering restrictions were mandatory and followed a schedule determined by one’s address. Amarillo Globe-News (Texas), March 12, 2018","Relief, Response & Restrictions, Water Supply & Quality","Canyon, TX",
44274,"Producer not able to run stocker calves on wheat in Knox County, Texas",02/24/2018,02/23/2018,02/23/2018,"Drought is hard on everyone but it is double hard with low prices to boot. We normally run on our wheat 600 to 700 stocker calves but this year we have 0.  People who get a check each week or every other week cannot understand no paycheck. It almost makes me wish I had gone into a different field lol. Pray for our young farmers; a lot of them are going out of business in our area.From Knox County, Texas, on February 23, 2018","Agriculture, Society & Public Health","Knox County, TX, Knox City, TX",
44026,"Prescribed burn in city limits in Amarillo, Texas",01/25/2018,01/24/2018, ,"The Amarillo Fire Department performed a controlled burn on about 200 acres of land partly within the city limits and on land in Randall County, due to the dry vegetation and elevated fire danger.  A prescribed burn within the city limits has not taken place since the 1960s.  No rain has fallen at Rick Husband Amarillo International Airport since Oct. 13 for a record dry spell of 104 days. Amarillo Globe-News (Texas), Jan. 24, 2018","Fire, Relief, Response & Restrictions","Potter County, TX, Amarillo, TX, Randall County, TX",
44210,"Producer hauling water, feeding more hay in Brown and Fisher counties in Texas",02/19/2018,11/11/2017,02/17/2018,"I started to notice the dry conditions in November 2017, lack of rain and no winter grass for grazing. I started having to feed more feed and twice the amount of hay to cover the loss of winter grass that I normally have.  And with the dry conditions I'm losing water rapidly in my tanks and ponds, for which I have a great concern. Between December and February is my calving season, which the dry conditions have affected greatly, causing me to have to feed more hay, mineral and feed. On several places I have had to haul water to holding tanks to keep fresh water for the cattle. This has impacted my operation and has doubled my operating cost. I have a great concern for my operation in the upcoming months not seeing any rain, winter grass for grazing and the water levels in all the tanks decreasing daily. I have no accumulation of rain for December or January.From Brown County, Texas, on February 17, 2018","Agriculture, Water Supply & Quality","Brown County, TX, Brownwood, TX, Fisher County, TX",
44543,"Livestock, wildlife affected by drought in Edwards County, Texas",03/31/2018,10/01/2017,03/31/2018,"The drought has affected us in the following ways:-livestock grazing reduced ~60%-have to supplement feed extra into spring season rather than just during winter-stock water ponds are drying up-reduced income for my family as a result of raising fewer livestock-wildlife population (i.e., deer) has decreased-reduced income for my family as a result of fewer deer to harvest for hunters.From Edwards County, Texas, on March 31, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Edwards County, TX, Rocksprings, TX",
41423,"Stage 1 drought restrictions in San Marcos, Texas",09/22/2017,09/24/2017, ,"Stage 1 drought restrictions took effect on Sept. 24 because the Edwards Aquifer fell below 660 feet. TWC News - Austin TX (Texas), Sept. 21, 2017","Relief, Response & Restrictions, Water Supply & Quality","San Marcos, TX",
41038,"Voluntary water restrictions in Bastrop, Texas",08/03/2017,08/21/2017, ,"The city of Bastrop adopted voluntary water restrictions on July 21 as dry conditions continued.  Austin American-Statesman (Texas), Aug. 1, 2017","Relief, Response & Restrictions, Water Supply & Quality","Bastrop, TX",
41515,"Stage 1 drought restrictions in Blanco, Texas",10/04/2017,08/14/2017,09/20/2017,"The City of Blanco remained in stage 1 drought restrictions, despite the 2+ inches received from Hurricane Harvey.  The Canyon Lake Water Service Company adopted the restrictions, which took effect on Aug. 14.  Landscape watering is permitted twice weekly.  Blancocountynews (Texas), Sept. 20, 2017","Relief, Response & Restrictions, Water Supply & Quality","Blanco, TX",
41036,"Stage 2 water restrictions in Kyle, Texas",08/03/2017,08/14/2017,11/27/2018,"The City of Kyle went from Stage 2 water conservation to Stage 1 as drought conditions eased.  Kyle entered Stage 2 in June 2017.KLBJ-AM News Radio 590 Austin (Texas), Nov. 27, 2018On Aug. 14, Stage 2 water restrictions took effect in Kyle due to ongoing drought and rising water consumption.  Average water demand in July was 3.6 million gallons of water daily.  Austin American-Statesman (Texas), Aug. 2, 2017","Relief, Response & Restrictions, Water Supply & Quality","Kyle, TX",
41086,"Grass dormant in Hollywood Park, Texas",08/10/2017,08/06/2017,08/06/2017,Cracks in ground; grass is brown.CoCoRaHS Report from Station #Hollywood Park 0.7 NW on 8/6/2017,Plants & Wildlife,"Hollywood Park, TX",
41056,"Stage 2 water restrictions in Kyle, Texas",08/14/2017,08/02/2017,08/14/2017,"Stage 2 water restrictions took effect in Kyle due to ongoing drought and rising water consumption. Community Impact - Austin (Texas), Aug. 2, 2017","Relief, Response & Restrictions, Water Supply & Quality","Kyle, TX",
41016,"Ponds low, flowers stressed in Goliad County, Texas",08/01/2017,07/29/2017,07/29/2017,Grass all very dry and crackles under feet except in the creek drainage which is currently w/o water. Cracks up to one inch in places. Virtually no flowers. Two ponds down to less than one foot of water and the other at 3 feet of depth.CoCoRaHS Report from Station #Goliad 8.7 NNW on 7/29/2017,"Agriculture, Plants & Wildlife, Water Supply & Quality","Goliad County, TX, Weesatche, TX",
