Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
25073,"North Texas ranchers looking out of state for hay, selling livestock",08/24/2011,08/24/2011, ,"Cattle in North Texas were given hay and supplements since rangeland and pastures were in very poor condition.  Feed dealers sought assistance from AgriLife Extension offices to find hay and had to look as far as Alabama for it.  Many producers were selling some or all of their herds since it was just too expensive to keep the cattle.  Surface water supplies were desperately low or dry.  Some soybeans had been harvested recently, but most were cut for hay.  Cotton, late-planted sorghum and peanuts were suffering.  There were reports of skunks and armadillos burrowing under homes in search of moisture and a reprieve from the heat.  Austin American-Statesman (Texas), Aug. 24, 2011","Agriculture, Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality","Bowie County, TX, Camp County, TX, Cass County, TX, Collin County, TX, Cooke County, TX, Dallas County, TX, Delta County, TX, Denton County, TX, Fannin County, TX, Franklin County, TX, Grayson County, TX, Hopkins County, TX, Hunt County, TX, Kaufman County, TX, Lamar County, TX, Morris County, TX, Rains County, TX, Red River County, TX, Rockwall County, TX, Tarrant County, TX, Titus County, TX, Van Zandt County, TX",
25077,Cotton matured early on South Plains of Texas,08/24/2011,08/24/2011, ,"Hot, dry conditions on the South Plains led cotton to mature about 30 days early, allowing farmers to stop irrigating.  The absence of soil moisture probably means that farmers won’t plant small grain crops this fall unless precipitation arrives.  Herds were sold or taken to feeding lots since pastures and rangeland were dry.  Austin American-Statesman (Texas), Aug. 24, 2011","Agriculture, Plants & Wildlife","Bailey County, TX, Borden County, TX, Castro County, TX, Cochran County, TX, Crosby County, TX, Dawson County, TX, Floyd County, TX, Gaines County, TX, Garza County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Lynn County, TX, Mitchell County, TX, Parmer County, TX, Scurry County, TX, Swisher County, TX, Terry County, TX, Yoakum County, TX",
25071,Many cattle being sold in the Coastal Bend of Texas,08/24/2011,08/24/2011, ,"Many beef cattle producers in the Coastal Bend were forced to liquidate their herds rather than keep them during drought.  The cattle that remained needed feed and hay as there was no pasture.  Surface water supplies were depleted, requiring ranchers to pump or transport water for livestock.  Livestock producers were bringing in hay from out of state.  Many trees across the region had gone dormant or were dying.  Austin American-Statesman (Texas), Aug. 24, 2011","Agriculture, Plants & Wildlife, Water Supply & Quality","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
25075,Cotton crop failed on the Rolling Plains of Texas,08/24/2011,08/24/2011, ,"Most counties on the Rolling Plains have not received measurable precipitation in almost one year.  Most of the cotton crop failed and has been assessed for insurance purposes.  The irrigated cotton showed severe signs of drought stress.  The demand for hay was so high that it was sold even before the hay was baled.  Some hay growers had stopped irrigating the hay to instead water their cotton.  Ranchers sold more cattle, while ranchers who held onto their cattle wondered how they could maintain them through the winter.   The window for haying Conservation Program Acres will close on August 31, but grazing may continue through October 31.  Fish kills occurred at Lake Kemp as the water level dipped ever lower.  Austin American-Statesman (Texas), Aug. 24, 2011",Agriculture,"Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
25076,Cattle sales continued in South Texas,08/24/2011,08/24/2011, ,"Rangeland and pasture conditions in South Texas ranged from poor to very poor.  Surface water supplies were low.  Cattle prices were slipping since many livestock producers had sold some or all of their herds.  Cattle body condition scores were falling, but supplemental feeding kept the animals in fair condition.  Some livestock producers purchased hay from Nebraska for their livestock.  Austin American-Statesman (Texas), Aug. 24, 2011","Agriculture, Plants & Wildlife, Water Supply & Quality","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
25072,Many livestock being sold in East Texas,08/24/2011,08/24/2011, ,"Many beef cattle producers in East Texas were forced to sell some or all of their herds rather than keep them during drought.  Surface water supplies were depleted, requiring ranchers to transport water for livestock.  Livestock producers were bringing in hay from out of state.  Many trees across the region were dying.  Pastures were brown.  Austin American-Statesman (Texas), Aug. 24, 2011","Agriculture, Plants & Wildlife, Water Supply & Quality","Anderson County, TX, Angelina County, TX, Cherokee County, TX, Gregg County, TX, Harrison County, TX, Henderson County, TX, Houston County, TX, Jasper County, TX, Marion County, TX, Nacogdoches County, TX, Newton County, TX, Panola County, TX, Polk County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, Shelby County, TX, Smith County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Wood County, TX",
25084,Grape production down in the Hill Country of Texas,08/25/2011,08/23/2011, ,"Wine grape growers in Hill Country could not irrigate enough to avoid a roughly 50 percent reduction in yield on about 500 acres of vineyards, according to a Texas AgriLife Extension Service viticulture adviser to the Gulf Coast region.  Overall, he estimated that the yield was down by 20 to 30 percent.  More rain was needed to improve the outlook for next year’s crop.  Houston Chronicle (Texas), Aug. 23, 2011",Agriculture,"Bell County, TX, Blanco County, TX, Burnet County, TX, Comal County, TX, Coryell County, TX, Crockett County, TX, Edwards County, TX, Gillespie County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Real County, TX, San Saba County, TX, Schleicher County, TX, Sutton County, TX, Travis County, TX, Val Verde County, TX, Williamson County, TX",
25064,"Some alfalfa growers stopped irrigating because they could not irrigate enough in Wilbarger County, Texas",08/24/2011,08/23/2011, ,"Some area alfalfa farmers stopped irrigating because they could not irrigate enough to compensate for the toll that the drought and heat took on the crops, according to a management economist and extension professor with Texas AgriLife Research and Extension Center at Vernon.  Some area wells were low or had gone dry.  Cotton bore just one or two bolls per plant, making it not worthwhile to harvest.  It was also too dry to plant a winter wheat crop, making three consecutive crop losses for area farmers if no rain falls to allow them to plant.  Wichita Falls Times Record News (Texas), Aug. 23, 2011",Agriculture,"Wilbarger County, TX",
25083,"Drought, other factors limited peach crop in Hill Country of Texas",08/25/2011,08/23/2011, ,"Drought, a late freeze in February and an April frost contributed to the smaller number of peaches produced in the Hill Country, with drought being less of a factor than the cold weather.  An AgriLife Extension Service fruit specialist in Fredericksburg stated that poor weather lowered the peach crop by about 60 percent.  Some fruit stands already closed, due to the small crop.  A grower posted a notice on the Hill Country Fruit Council website that no peaches were available this year.  A peach grower west of Stonewall stated that he harvested just one-third the number of peaches that he did in 2010, but that he was happy simply to have a crop and barely break even.  The peaches were smaller than usual, due to the drought, but were sweeter than usual.  Houston Chronicle (Texas), Aug. 23, 2011",Agriculture,"Bell County, TX, Blanco County, TX, Burnet County, TX, Comal County, TX, Coryell County, TX, Crockett County, TX, Edwards County, TX, Gillespie County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Real County, TX, San Saba County, TX, Schleicher County, TX, Sutton County, TX, Travis County, TX, Val Verde County, TX, Williamson County, TX",
28107,"Pines, red oaks dying in Montgomery County, Texas",02/07/2013,08/19/2011,08/19/2012,"We had a lot of Red Oaks in our area die.  About half of the pines have also died.  I am seeing a lot of new oaks and pines sprouting but it will take a long time to replace what has died.  On 5 acres, I lost at least 20 trees.CoCoRaHS Report from Station #Conroe 8.9 WSW on 8/19/2012",Plants & Wildlife,"Montgomery County, TX",
25041,250 counties in Texas have bans on outdoor burning,08/22/2011,08/19/2011,09/29/2011,"There are 250 counties out of the 254 counties in Texas with burn bans in effect.  Only Jefferson, Orange, Willacy and Zapata do not have restrictions on outdoor burning.  The previous record number of counties with bans on outdoor burning occurred in 2006 when 221 counties had bans.  Texas exceeded that record in June 2011.  Baytown Sun (Texas), Aug. 19, 2011, Dallas Morning News (Texas), Sept. 12, 2011, and 12 News KBMT (Beaumont, Texas), Sept. 29, 2011","Fire, Relief, Response & Restrictions","Anderson County, TX, Andrews County, TX, Angelina County, TX, Aransas County, TX, Archer County, TX, Armstrong County, TX, Atascosa County, TX, Austin County, TX, Bailey County, TX, Bandera County, TX, Bastrop County, TX, Baylor County, TX, Bee County, TX, Bell County, TX, Bexar County, TX, Blanco County, TX, Borden County, TX, Bosque County, TX, Bowie County, TX, Brazoria County, TX, Brazos County, TX, Brewster County, TX, Briscoe County, TX, Brooks County, TX, Brown County, TX, Burleson County, TX, Burnet County, TX, Caldwell County, TX, Calhoun County, TX, Callahan County, TX, Cameron County, TX, Camp County, TX, Carson County, TX, Cass County, TX, Castro County, TX, Chambers County, TX, Cherokee County, TX, Childress County, TX, Clay County, TX, Cochran County, TX, Coke County, TX, Coleman County, TX, Collin County, TX, Collingsworth County, TX, Colorado County, TX, Comal County, TX, Comanche County, TX, Concho County, TX, Cooke County, TX, Coryell County, TX, Cottle County, TX, Crane County, TX, Crockett County, TX, Crosby County, TX, Culberson County, TX, Dallam County, TX, Dallas County, TX, Dawson County, TX, Deaf Smith County, TX, Delta County, TX, Denton County, TX, DeWitt County, TX, Dickens County, TX, Dimmit County, TX, Donley County, TX, Duval County, TX, Eastland County, TX, Ector County, TX, Edwards County, TX, El Paso County, TX, Ellis County, TX, Erath County, TX, Falls County, TX, Fannin County, TX, Fayette County, TX, Fisher County, TX, Floyd County, TX, Foard County, TX, Fort Bend County, TX, Franklin County, TX, Freestone County, TX, Frio County, TX, Gaines County, TX, Galveston County, TX, Garza County, TX, Gillespie County, TX, Glasscock County, TX, Goliad County, TX, Gonzales County, TX, Gray County, TX, Grayson County, TX, Gregg County, TX, Grimes County, TX, Guadalupe County, TX, Hale County, TX, Hall County, TX, Hamilton County, TX, Hansford County, TX, Hardeman County, TX, Hardin County, TX, Harris County, TX, Harrison County, TX, Hartley County, TX, Haskell County, TX, Hays County, TX, Hemphill County, TX, Henderson County, TX, Hidalgo County, TX, Hill County, TX, Hockley County, TX, Hood County, TX, Hopkins County, TX, Houston County, TX, Howard County, TX, Hudspeth County, TX, Hunt County, TX, Hutchinson County, TX, Irion County, TX, Jack County, TX, Jackson County, TX, Jasper County, TX, Jeff Davis County, TX, Jim Hogg County, TX, Jim Wells County, TX, Johnson County, TX, Jones County, TX, Karnes County, TX, Kaufman County, TX, Kendall County, TX, Kenedy County, TX, Kent County, TX, Kerr County, TX, Kimble County, TX, King County, TX, Kinney County, TX, Kleberg County, TX, Knox County, TX, La Salle County, TX, Lamar County, TX, Lamb County, TX, Lampasas County, TX, Lavaca County, TX, Lee County, TX, Leon County, TX, Liberty County, TX, Limestone County, TX, Lipscomb County, TX, Live Oak County, TX, Llano County, TX, Loving County, TX, Lubbock County, TX, Lynn County, TX, Madison County, TX, Marion County, TX, Martin County, TX, Mason County, TX, Matagorda County, TX, Maverick County, TX, McCulloch County, TX, McLennan County, TX, McMullen County, TX, Medina County, TX, Menard County, TX, Midland County, TX, Milam County, TX, Mills County, TX, Mitchell County, TX, Montague County, TX, Montgomery County, TX, Moore County, TX, Morris County, TX, Motley County, TX, Nacogdoches County, TX, Navarro County, TX, Newton County, TX, Nolan County, TX, Nueces County, TX, Ochiltree County, TX, Oldham County, TX, Palo Pinto County, TX, Panola County, TX, Parker County, TX, Parmer County, TX, Pecos County, TX, Polk County, TX, Potter County, TX, Presidio County, TX, Rains County, TX, Randall County, TX, Reagan County, TX, Real County, TX, Red River County, TX, Reeves County, TX, Refugio County, TX, Roberts County, TX, Robertson County, TX, Rockwall County, TX, Runnels County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, San Jacinto County, TX, San Patricio County, TX, San Saba County, TX, Schleicher County, TX, Scurry County, TX, Shackelford County, TX, Shelby County, TX, Sherman County, TX, Smith County, TX, Somervell County, TX, Starr County, TX, Stephens County, TX, Sterling County, TX, Stonewall County, TX, Sutton County, TX, Swisher County, TX, Tarrant County, TX, Taylor County, TX, Terrell County, TX, Terry County, TX, Throckmorton County, TX, Titus County, TX, Tom Green County, TX, Travis County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Upton County, TX, Uvalde County, TX, Val Verde County, TX, Van Zandt County, TX, Victoria County, TX, Walker County, TX, Waller County, TX, Ward County, TX, Washington County, TX, Webb County, TX, Wharton County, TX, Wheeler County, TX, Wichita County, TX, Wilbarger County, TX, Williamson County, TX, Wilson County, TX, Winkler County, TX, Wise County, TX, Wood County, TX, Yoakum County, TX, Young County, TX, Zavala County, TX",
25136,"Water releases from Lake Conroe to replenish Lake Houston to allow proper operation of water treatment plants for Houston, Texas",09/01/2011,08/16/2011, ,"Water has been released from Lake Conroe to replenish Lake Houston since August 16.  The releases began with 50 million gallons on August 16 and rose to 150 million gallons by August 18 to keep the level of Lake Houston high enough to allow proper operation of the intake pumps for the water treatment plant.  Lake Conroe was constructed in 1973 to serve as a back-up supply for Houston’s water treatment plants on Lake Houston.  Houston Chronicle (Texas), Aug. 26, 2011","Relief, Response & Restrictions, Water Supply & Quality","Harris County, TX, Montgomery County, TX",
25007,The Electric Reliability Council of Texas arranged for backup power supplies,08/17/2011,08/16/2011, ,"The Electric Reliability Council of Texas asked two electricity providers to reactivate two natural gas units each to make sure that the state has sufficient electricity and can avoid more rotating power outages.  NRG Energy and Garland Power and Light are prepared to provide a total of 400 megawatts if and when needed through October 2011.  There is concern that there may be inadequate supplies of cooling water for power plants if drought and heat persist.  These reactivated units will only be used to prevent power outages and will not be used when there is an adequate power supply.  Pearland Journal (Texas), Aug. 16, 2011",Energy,"Texas, Denton County, TX, Ellis County, TX, Freestone County, TX, Henderson County, TX, Jack County, TX, Johnson County, TX, Navarro County, TX, Parker County, TX, Tarrant County, TX, Wise County, TX",
25058,"Weatherford, Texas farmer has reduced yield, high electric bill from extensive irrigation",08/23/2011,08/16/2011, ,"The electric bill of an organic farmer near Weatherford rose from $250 to $1,100 as drought forced her to irrigate around the clock with well water until the well became nearly depleted.  The heat led her to harvest her produce during the night, but her crops weren’t producing as much as usual, leading to a drastic cut in her income.  Fort Worth Star-Telegram (Texas), Aug. 16, 2011","Agriculture, Water Supply & Quality","Parker County, TX",
25042,Wildlife move from the high Chisos Mountains in Big Bend National Park in Texas,08/22/2011,08/12/2011, ,"Black bears in Big Bend National Park were no longer found high in the Chisos Mountains as drought dried up streams and vegetation, but have come down to lodges and campgrounds for food and water.  Their lean appearance revealed that they were not finding enough food.  The high mountains offered no running streams like usual.  Oak trees had wilted leaves or no leaves; dry orange and brown leaves lay on the ground; and there were no acorns, pine nuts and madrone berries that bears normally enjoy.  Many birds that are usually found in the high mountains, such as blue-throated hummingbirds, Colima warblers and band-tailed pigeons, were absent.  Houston Chronicle (Texas), Aug. 12, 2011","Plants & Wildlife, Water Supply & Quality","Presidio County, TX",
24993,"One hundred acre reservoir dwindled to just 4 acres in Harris County, Texas",08/16/2011,08/11/2011, ,"A rancher in southwestern Harris County observed that his 100-acre reservoir has dwindled to just four acres in the drought.  The pastures were dried up; weeds weren’t growing.  Beaumont Enterprise (Texas), Aug. 11, 2011","Plants & Wildlife, Water Supply & Quality","Harris County, TX, Hockley, TX",
24991,Lack of water forced a rancher in Harris and Liberty counties in Texas to sell half of his herd,08/16/2011,08/11/2011, ,"A rancher and hay farmer with 1,500 acres in Harris and Liberty counties attempted to have his well deepened to provide water for his cattle.  Sadly, the well driller had such a backlog of service requests that he could not help the rancher before he was forced to sell half of his herd.  Beaumont Enterprise (Texas), Aug. 11, 2011","Agriculture, Water Supply & Quality","Harris County, TX, Liberty County, TX",
25012,Graveyard for freed slaves revealed by low level of Richland Chambers Reservoir in Texas,08/17/2011,08/04/2011, ,"The level of the Richland Chambers Reservoir fell low enough to expose human remains from a graveyard for freed slaves that dates back more than one hundred years.  Water erosion unearthed the graves, then drought depleted the reservoir and revealed the bones.  The remains were first seen in 2009 during a dry spell, but were hidden again quickly as the water level rose.  WBAP-AM 820 Arlington (TX), Aug. 4, 2011",Society & Public Health,"Navarro County, TX",
14927,"Resident dissatisfied with access to Lake Conroe, Texas",08/05/2011,08/03/2011, ,"A resident who lives on the shore of Lake Conroe complained about the low water level and appearance of the shoreline.  Whereas he previously had shoreline, there was a lot of vegetation.  He cannot launch his jet ski or boat and was resigned to not being able to use the lake the rest of the summer.  He also noted that there were many barely submerged obstacles out in the water, making navigating the lake dangerous.  Fewer people seemed to be using Lake Conroe this summer, probably due to the low level of the lake, according to a Texas Parks and Wildlife game warden.  Houston Chronicle (Texas), Aug. 3, 2011","Plants & Wildlife, Tourism & Recreation, Water Supply & Quality","Montgomery County, TX",
14925,Just one public boat ramp useable on Lake Travis in Texas,08/05/2011,08/03/2011, ,"The water level of Lake Travis was receding, leaving just one public boat ramp useable.  Business at the marinas has fallen with the water level.  Austin American-Statesman (Texas), Aug. 3, 2011","Business & Industry, Tourism & Recreation","Travis County, TX",
14926,"Boat ramps were closed due to low water level in Lake Houston, Texas",08/05/2011,08/03/2011, ,"Boat ramps in Duesen Park were no longer useable because the water level of Lake Houston was too low.  Houston Chronicle (Texas), Aug. 4, 2011","Tourism & Recreation, Water Supply & Quality","Harris County, TX",
25002,"Rancher in Sutton County, Texas sold most of his cattle",08/17/2011,08/03/2011, ,"A rancher in Sutton County sold 80 of his cattle and kept just six cow-calf pairs as drought has devastated pasture and water supplies.  Given that the rancher was 74 years old, he thought that at some point he might decide to sell the last of his herd and quit ranching.  Galveston County Daily News (Texas), Aug. 3, 2011",Agriculture,"Sutton County, TX",
25005,"Farmer in Lamb County, Texas unable to irrigate enough",08/17/2011,08/03/2011, ,"A farmer in Lamb County has spent much more on irrigation than he did in all of 2010 and has less cotton to harvest.  He resorted to reducing his cotton acreage because he can’t adequately irrigate it all since it’s so dry.  The intense reliance on irrigation has lowered the water table in the area.  The general manager of a Co-op Gin in Amherst stated that it would be fortunate if farmers could bring in 16,000 bales to the gin this year, which is 37 percent of last year’s crop.  KCBD-TV NBC 11 Lubbock (Texas), Aug. 3, 2011","Agriculture, Water Supply & Quality","Lamb County, TX, Amherst, TX",
14911,Part from space shuttle Columbia found in drought-stricken Lake Nacogdoches in eastern Texas,08/02/2011,08/02/2011, ,"A spherical object 4 feet in diameter was exposed by the receding waters of Lake Nacogdoches and was found to be from the space shuttle Columbia, which broke apart before it could land in February 2003.  Shreveport Times (La.), August 2, 2011","Society & Public Health, Water Supply & Quality","Nacogdoches County, TX",
28516,"Topsoil blowing, cattle being sold in pairs in Jim Wells County, Texas",05/24/2013,08/02/2011,05/13/2013,"Corn is tassling at 2' to 3' high.  Showers have brought up the seeds that had not sprouted in the same fields and that corn is 2-3"" tall in the same fields.  Topsoil is blowing with each gust of wind - cattle are being sold by pairs due to no feed and high hay prices.CoCoRaHS Report from Station #Orange Grove 3.3 NW on 5/13/2013",Agriculture,"Jim Wells County, TX",
14909,O. C. Fisher Reservoir in West Texas turned red,08/02/2011,08/02/2011, ,"The O. C. Fisher Reservoir in San Angelo State Park was almost dry and colored a deep red from the prevalence of Chromatiaceae bacteria, which flourish in oxygen-depleted water.  The fish have all died, although just last summer the reservoir was a choice fishing destination for anglers wanting to catch catfish, bass, sunfish and more.  Some people were alarmed at the color of the water and viewed it as proof that the Apocalypse was approaching.  CBS, August 2, 2011","Plants & Wildlife, Water Supply & Quality","Tom Green County, TX",
25262,"Drought conditions fuel 425-acre fire in Smith County, Texas",09/09/2011,08/01/2011,08/21/2011,"Selling livestock, stock ponds almost completly dry. I am a volunteer firefighter with troup fire and we did have a 425ac fire this week due to drought conditions and the fuel it has provided. Trees easily snap with very little wind or just fall completely on their own. Top layer of soil not very stable with hard ground under top layer of soil. No hay is being produced as fields have all stopped growing and dried up.","Agriculture, Fire, Water Supply & Quality","Smith County, TX, Tyler, TX",
25845,Nearly two dozen graves were found in a dry portion of the Navarro County reservoir in Texas,11/22/2011,08/01/2011, ,"Nearly two dozen graves were found in a dry portion of the Navarro County reservoir over the summer as the lids of some coffins were apparent just beneath the soil.  An excavation is planned to relocate the coffins from land that once belonged to a slave owner to a cemetery.  The falling water levels of many Texas lakes have exposed a number of artifacts.  Beaumont Enterprise (Texas), Nov. 20, 2011","Society & Public Health, Water Supply & Quality","Navarro County, TX",
14917,"Increasing number of boaters running aground on Lake Houston, Texas",08/04/2011,08/01/2011, ,"As the water level in Lake Houston recedes, a sergeant with the police boat patrol said that more people needed to be rescued after running aground on sandbars.  More obstacles that were previously underwater are exposed, such as an old railroad bed.  Houston Chronicle (Texas), August 1, 2011","Tourism & Recreation, Water Supply & Quality","Harris County, TX",
25237,Oil producers look for water sources in Oklahoma,09/08/2011,08/01/2011,09/05/2011,Some Oklahoma oil producers have had to find alternate sources of water for their operations.,Energy,"Adair County, OK, Alfalfa County, OK, Atoka County, OK, Beaver County, OK, Beckham County, OK, Blaine County, OK, Bryan County, OK, Caddo County, OK, Canadian County, OK, Carter County, OK, Cherokee County, OK, Choctaw County, OK, Cimarron County, OK, Cleveland County, OK, Coal County, OK, Comanche County, OK, Cotton County, OK, Craig County, OK, Creek County, OK, Custer County, OK, Delaware County, OK, Dewey County, OK, Ellis County, OK, Garfield County, OK, Garvin County, OK, Grady County, OK, Grant County, OK, Greer County, OK, Harmon County, OK, Harper County, OK, Haskell County, OK, Hughes County, OK, Jackson County, OK, Jefferson County, OK, Johnston County, OK, Kay County, OK, Kingfisher County, OK, Kiowa County, OK, Latimer County, OK, Le Flore County, OK, Lincoln County, OK, Logan County, OK, Love County, OK, Major County, OK, Marshall County, OK, Mayes County, OK, McClain County, OK, McCurtain County, OK, McIntosh County, OK, Murray County, OK, Muskogee County, OK, Noble County, OK, Nowata County, OK, Okfuskee County, OK, Oklahoma County, OK, Okmulgee County, OK, Osage County, OK, Ottawa County, OK, Pawnee County, OK, Payne County, OK, Pittsburg County, OK, Pontotoc County, OK, Pottawatomie County, OK, Pushmataha County, OK, Roger Mills County, OK, Rogers County, OK, Seminole County, OK, Sequoyah County, OK, Stephens County, OK, Texas County, OK, Tillman County, OK, Tulsa County, OK, Wagoner County, OK, Washington County, OK, Washita County, OK, Woods County, OK, Woodward County, OK, Anderson County, TX, Andrews County, TX, Angelina County, TX, Aransas County, TX, Archer County, TX, Armstrong County, TX, Atascosa County, TX, Austin County, TX, Bailey County, TX, Bandera County, TX, Bastrop County, TX, Baylor County, TX, Bee County, TX, Bell County, TX, Bexar County, TX, Blanco County, TX, Borden County, TX, Bosque County, TX, Bowie County, TX, Brazoria County, TX, Brazos County, TX, Brewster County, TX, Briscoe County, TX, Brooks County, TX, Brown County, TX, Burleson County, TX, Burnet County, TX, Caldwell County, TX, Calhoun County, TX, Callahan County, TX, Cameron County, TX, Camp County, TX, Carson County, TX, Cass County, TX, Castro County, TX, Chambers County, TX, Cherokee County, TX, Childress County, TX, Clay County, TX, Cochran County, TX, Coke County, TX, Coleman County, TX, Collin County, TX, Collingsworth County, TX, Colorado County, TX, Comal County, TX, Comanche County, TX, Concho County, TX, Cooke County, TX, Coryell County, TX, Cottle County, TX, Crane County, TX, Crockett County, TX, Crosby County, TX, Culberson County, TX, Dallam County, TX, Dallas County, TX, Dawson County, TX, Deaf Smith County, TX, Delta County, TX, Denton County, TX, DeWitt County, TX, Dickens County, TX, Dimmit County, TX, Donley County, TX, Duval County, TX, Eastland County, TX, Ector County, TX, Edwards County, TX, El Paso County, TX, Ellis County, TX, Erath County, TX, Falls County, TX, Fannin County, TX, Fayette County, TX, Fisher County, TX, Floyd County, TX, Foard County, TX, Fort Bend County, TX, Franklin County, TX, Freestone County, TX, Frio County, TX, Gaines County, TX, Galveston County, TX, Garza County, TX, Gillespie County, TX, Glasscock County, TX, Goliad County, TX, Gonzales County, TX, Gray County, TX, Grayson County, TX, Gregg County, TX, Grimes County, TX, Guadalupe County, TX, Hale County, TX, Hall County, TX, Hamilton County, TX, Hansford County, TX, Hardeman County, TX, Hardin County, TX, Harris County, TX, Harrison County, TX, Hartley County, TX, Haskell County, TX, Hays County, TX, Hemphill County, TX, Henderson County, TX, Hidalgo County, TX, Hill County, TX, Hockley County, TX, Hood County, TX, Hopkins County, TX, Houston County, TX, Howard County, TX, Hudspeth County, TX, Hunt County, TX, Hutchinson County, TX, Irion County, TX, Jack County, TX, Jackson County, TX, Jasper County, TX, Jeff Davis County, TX, Jefferson County, TX, Jim Hogg County, TX, Jim Wells County, TX, Johnson County, TX, Jones County, TX, Karnes County, TX, Kaufman County, TX, Kendall County, TX, Kenedy County, TX, Kent County, TX, Kerr County, TX, Kimble County, TX, King County, TX, Kinney County, TX, Kleberg County, TX, Knox County, TX, La Salle County, TX, Lamar County, TX, Lamb County, TX, Lampasas County, TX, Lavaca County, TX, Lee County, TX, Leon County, TX, Liberty County, TX, Limestone County, TX, Lipscomb County, TX, Live Oak County, TX, Llano County, TX, Loving County, TX, Lubbock County, TX, Lynn County, TX, Madison County, TX, Marion County, TX, Martin County, TX, Mason County, TX, Matagorda County, TX, Maverick County, TX, McCulloch County, TX, McLennan County, TX, McMullen County, TX, Medina County, TX, Menard County, TX, Midland County, TX, Milam County, TX, Mills County, TX, Mitchell County, TX, Montague County, TX, Montgomery County, TX, Moore County, TX, Morris County, TX, Motley County, TX, Nacogdoches County, TX, Navarro County, TX, Newton County, TX, Nolan County, TX, Nueces County, TX, Ochiltree County, TX, Oldham County, TX, Orange County, TX, Palo Pinto County, TX, Panola County, TX, Parker County, TX, Parmer County, TX, Pecos County, TX, Polk County, TX, Potter County, TX, Presidio County, TX, Rains County, TX, Randall County, TX, Reagan County, TX, Real County, TX, Red River County, TX, Reeves County, TX, Refugio County, TX, Roberts County, TX, Robertson County, TX, Rockwall County, TX, Runnels County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, San Jacinto County, TX, San Patricio County, TX, San Saba County, TX, Schleicher County, TX, Scurry County, TX, Shackelford County, TX, Shelby County, TX, Sherman County, TX, Smith County, TX, Somervell County, TX, Starr County, TX, Stephens County, TX, Sterling County, TX, Stonewall County, TX, Sutton County, TX, Swisher County, TX, Tarrant County, TX, Taylor County, TX, Terrell County, TX, Terry County, TX, Throckmorton County, TX, Titus County, TX, Tom Green County, TX, Travis County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Upton County, TX, Uvalde County, TX, Val Verde County, TX, Van Zandt County, TX, Victoria County, TX, Walker County, TX, Waller County, TX, Ward County, TX, Washington County, TX, Webb County, TX, Wharton County, TX, Wheeler County, TX, Wichita County, TX, Wilbarger County, TX, Willacy County, TX, Williamson County, TX, Wilson County, TX, Winkler County, TX, Wise County, TX, Wood County, TX, Yoakum County, TX, Young County, TX, Zapata County, TX, Zavala County, TX",
