Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
45193,Texas beef producers ought to be prepared in case drought persists,07/11/2018,07/08/2018, ,"Texas beef producers ought to plan to downsize their herds if drought continued, according to Dr. Jason Banta, AgriLife Extension beef cattle specialist.  The shortage of forage and hay will be problematic, meaning that producers might save money by whittling the herd down.  Producers must be careful not to overgraze pastures.  Cool temperatures were also part of the problem.  Winter lasted longer than usual, with a cool spring making the hay crop smaller than normal.  The second cutting was similarly below normal in quantity and quality, due to drought.  Bryan-College Station Eagle (Texas), July 8, 2018","Agriculture, Plants & Wildlife","Texas, Anderson County, TX, Andrews County, TX, Angelina County, TX, Aransas County, TX, Archer County, TX, Armstrong County, TX, Atascosa County, TX, Austin County, TX, Bailey County, TX, Bandera County, TX, Bastrop County, TX, Baylor County, TX, Bee County, TX, Bell County, TX, Bexar County, TX, Blanco County, TX, Borden County, TX, Bosque County, TX, Bowie County, TX, Brazoria County, TX, Brazos County, TX, Brewster County, TX, Briscoe County, TX, Brooks County, TX, Brown County, TX, Burleson County, TX, Burnet County, TX, Caldwell County, TX, Calhoun County, TX, Callahan County, TX, Cameron County, TX, Camp County, TX, Carson County, TX, Cass County, TX, Castro County, TX, Chambers County, TX, Cherokee County, TX, Childress County, TX, Clay County, TX, Cochran County, TX, Coke County, TX, Coleman County, TX, Collin County, TX, Collingsworth County, TX, Colorado County, TX, Comal County, TX, Comanche County, TX, Concho County, TX, Cooke County, TX, Coryell County, TX, Cottle County, TX, Crane County, TX, Crockett County, TX, Crosby County, TX, Culberson County, TX, Dallam County, TX, Dallas County, TX, Dawson County, TX, Deaf Smith County, TX, Delta County, TX, Denton County, TX, DeWitt County, TX, Dickens County, TX, Dimmit County, TX, Donley County, TX, Duval County, TX, Eastland County, TX, Ector County, TX, Edwards County, TX, El Paso County, TX, Ellis County, TX, Erath County, TX, Falls County, TX, Fannin County, TX, Fayette County, TX, Fisher County, TX, Floyd County, TX, Foard County, TX, Fort Bend County, TX, Franklin County, TX, Freestone County, TX, Frio County, TX, Gaines County, TX, Galveston County, TX, Garza County, TX, Gillespie County, TX, Glasscock County, TX, Goliad County, TX, Gonzales County, TX, Gray County, TX, Grayson County, TX, Gregg County, TX, Grimes County, TX, Guadalupe County, TX, Hale County, TX, Hall County, TX, Hamilton County, TX, Hansford County, TX, Hardeman County, TX, Hardin County, TX, Harris County, TX, Harrison County, TX, Hartley County, TX, Haskell County, TX, Hays County, TX, Hemphill County, TX, Henderson County, TX, Hidalgo County, TX, Hill County, TX, Hockley County, TX, Hood County, TX, Hopkins County, TX, Houston County, TX, Howard County, TX, Hudspeth County, TX, Hunt County, TX, Hutchinson County, TX, Irion County, TX, Jack County, TX, Jackson County, TX, Jasper County, TX, Jeff Davis County, TX, Jefferson County, TX, Jim Hogg County, TX, Jim Wells County, TX, Johnson County, TX, Jones County, TX, Karnes County, TX, Kaufman County, TX, Kendall County, TX, Kenedy County, TX, Kent County, TX, Kerr County, TX, Kimble County, TX, King County, TX, Kinney County, TX, Kleberg County, TX, Knox County, TX, La Salle County, TX, Lamar County, TX, Lamb County, TX, Lampasas County, TX, Lavaca County, TX, Lee County, TX, Leon County, TX, Liberty County, TX, Limestone County, TX, Lipscomb County, TX, Live Oak County, TX, Llano County, TX, Loving County, TX, Lubbock County, TX, Lynn County, TX, Madison County, TX, Marion County, TX, Martin County, TX, Mason County, TX, Matagorda County, TX, Maverick County, TX, McCulloch County, TX, McLennan County, TX, McMullen County, TX, Medina County, TX, Menard County, TX, Midland County, TX, Milam County, TX, Mills County, TX, Mitchell County, TX, Montague County, TX, Montgomery County, TX, Moore County, TX, Morris County, TX, Motley County, TX, Nacogdoches County, TX, Navarro County, TX, Newton County, TX, Nolan County, TX, Nueces County, TX, Ochiltree County, TX, Oldham County, TX, Orange County, TX, Palo Pinto County, TX, Panola County, TX, Parker County, TX, Parmer County, TX, Pecos County, TX, Polk County, TX, Potter County, TX, Presidio County, TX, Rains County, TX, Randall County, TX, Reagan County, TX, Real County, TX, Red River County, TX, Reeves County, TX, Refugio County, TX, Roberts County, TX, Robertson County, TX, Rockwall County, TX, Runnels County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, San Jacinto County, TX, San Patricio County, TX, San Saba County, TX, Schleicher County, TX, Scurry County, TX, Shackelford County, TX, Shelby County, TX, Sherman County, TX, Smith County, TX, Somervell County, TX, Starr County, TX, Stephens County, TX, Sterling County, TX, Stonewall County, TX, Sutton County, TX, Swisher County, TX, Tarrant County, TX, Taylor County, TX, Terrell County, TX, Terry County, TX, Throckmorton County, TX, Titus County, TX, Tom Green County, TX, Travis County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Upton County, TX, Uvalde County, TX, Val Verde County, TX, Van Zandt County, TX, Victoria County, TX, Walker County, TX, Waller County, TX, Ward County, TX, Washington County, TX, Webb County, TX, Wharton County, TX, Wheeler County, TX, Wichita County, TX, Wilbarger County, TX, Willacy County, TX, Williamson County, TX, Wilson County, TX, Winkler County, TX, Wise County, TX, Wood County, TX, Yoakum County, TX, Young County, TX, Zapata County, TX, Zavala County, TX",
45129,Drought affecting crops and livestock in parts of Texas,07/05/2018,07/03/2018, ,"Texas A&M extension agents report that in central Texas, pastures and crops are showing signs of drought stress. Some producers have begun feeding hay and protein. Most corn is being chopped for silage. In the Rolling Plains, cotton fields have dried out, and recently emerged cotton plants are stressed. Hay fields are producing less than usual. In the eastern part of the state, crop growth has slowed throughout the area. In the south plains, at least half of the dryland cotton acres did not come up, and farmers are making replant decisions about whether to plant cotton, fallow, or sorghum. In the panhandle, weeds are a problem throughout the district, and pastures and rangelands are in fair to poor condition. In the north, pastures are showing drought stress, and hay yields are about half of last year’s yield. In west central Texas, dryland grain sorghum and cotton are affected. In southwest Texas, water availability is a problem and supplemental feeding is continuing for livestock and wildlife. In southern Texas, stock tank water levels have declined in dry areas, and producers with livestock on native rangeland and pastures report supplemental feeding activity. Some producers are selling off livestock to relieve grazing pressure on native rangeland and pastures.Bryan-College Station Eagle (TX), July 3, 2018","Agriculture, Water Supply & Quality",Texas,
45661,Fire activity in Texas,08/14/2018,01/01/2018,08/12/2018,"Texas appeared to be on track to see the most wildfires since 2011, according to Texas A&M Forest Service records.  Through Aug. 9, there were 893 wildfires in the state.Austin American-Statesman (Texas), Aug. 12, 2018Since the start of 2018, Texas has endured more than 870 wildfires that charred nearly 370,000 acres as drought increased fire activity in the state.  The public was asked to be cautious to avoid inadvertently sparking a fire.WBAP-AM 820 Arlington (Texas), Aug. 6, 2018","Fire, Relief, Response & Restrictions",Texas,
32096,"More than 200 wildfires in Texas, plenty of fuel",08/21/2015,08/12/2015,08/18/2015,"Two hundred twenty-two fires burned in Texas during the past week, consuming 30,585 acres, according to the Texas A&M Forest Service.   Spring rains in Texas promoted the growth of grasses that have become “fine fuels” with the dryness of summer months and have increased the fire danger.  Fewer cattle to graze down grasses because producers have not yet rebuilt their herds after drought also lent to the increased fuel for fires.Bryan-College Station Eagle (Texas), Aug. 19, 2015","Agriculture, Fire, Plants & Wildlife",Texas,
31547,Texas senior water rights holders not required to sacrifice during droughts,05/04/2015,04/02/2015, ,"In a monumental victory for senior water rights holders in Texas, the state cannot take water from senior water rights holders and give it to cities or power generators during drought, even if the water is needed for public health, safety and welfare.  Junior water rights holders, however, are not protected from such curtailments.  The 13th Court of Appeals upheld a lower court’s ruling on the matter.The Texas Tribune (Austin), April 2, 2015","Relief, Response & Restrictions, Water Supply & Quality",Texas,
31375,Brisket prices rising in Texas,02/25/2015,02/23/2015, ,"Years of rising beef prices have restaurant owners adjusting menu prices to cover the increase.  At Bert’s Bar-B-Q in Austin, the cost of brisket rose from $12 to $13 a pound to $17.  The owner expects beef prices to continue going up.TWC News - Austin TX, Feb. 23, 2015","Agriculture, Business & Industry","Texas, Austin, TX",
31234,Times still tough for Texas ranchers,12/23/2014,12/20/2014, ,"Years long drought continued to hurt Texas ranchers who have looked at inventive ways to supplement their income.  Some have opened up their pastures to hunting and others have sold water to oil companies and desert plants and mistletoe to nurseries.  Sometimes ranchers take a full-time job to bring in a little extra money.Salina Journal & Salina.com (Kan.), Dec. 20, 2014","Agriculture, Society & Public Health",Texas,
31153,"Mineral Wells, Texas, scores of other communities within 3 months of running out of water",12/05/2014,12/02/2014,12/07/2014,"The Palo Pinto Municipal Water District No. 1 plans to construct a $6 million reverse osmosis plant and secure water rights for the next three years from a rights holder on the Brazos River.  Lake Palo Pinto, owned by the PPMWD, is the main water source for Mineral Wells and held just 10 percent of capacity.  The lake is expected to be dry in the spring of 2015 without additional inflows.  A couple of nearby towns in Palo Pinto County, Gordon and Mingus, may be out of water by mid-February, and are working with officials in Strawn to connect to well water in rural areas to the south.Fort Worth Star-Telegram (Texas), Dec. 7, 2014Mineral Wells' only water supply, Lake Palo Pinto, is at 10 percent of capacity.  Town officials are scrambling to find an alternate water source.  Mineral Wells is one of fifty-eight cities in Texas that also have an estimated 180 days’ worth of water left.WFAA-TV ABC 8 Dallas - Fort Worth (Texas), Dec. 2, 2014","Relief, Response & Restrictions, Water Supply & Quality","Texas, Gordon, TX, Graford, TX, Mineral Wells, TX, Mingus, TX, Palo Pinto, TX, Millsap, TX",
31161,Fifty-eight cities in Texas have 180 days' worth of water remaining,12/09/2014,12/02/2014, ,"Fifty-eight cities in Texas have an estimated 180 days’ worth of water left.WFAA-TV ABC 8 Dallas - Fort Worth (Texas), Dec. 2, 2014",Water Supply & Quality,Texas,
30996,Water supplies low in Northwest Texas,10/27/2014,10/27/2014, ,"Nearly four years of drought have taken a harsh toll on Northwest Texas water supplies.  Residents of Rule in Haskell County are asked to use no more than 5,000 gallons of water per month.  Wichita Falls remained in a Stage 5 drought catastrophe.  Officials in Mineral Wells banned outdoor watering in September.  In Texas, 792 water systems had mandatory water restrictions in effect, including 322 that depend on surface water, according to the Texas Commission on Environmental Quality.Fort Worth Star-Telegram (Texas), Oct. 27, 2014","Relief, Response & Restrictions, Water Supply & Quality",Texas,
30839,Dryland grain sorghum in the Texas Panhandle did not look good,09/11/2014,09/09/2014, ,"Dryland grain sorghum in the Texas Panhandle did not look good as the region continued to experience hot, dry weather.  Some of the grain sorghum was in such poor condition that it may not make a crop.Odessa American (Texas), Sept. 9, 2014",Agriculture,"Texas, Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
30448,More than 30 small Texas water suppliers could be out of drinking water within 45 to 90 days,05/23/2014,05/21/2014, ,"More than 30 small Texas water suppliers could be out of drinking water within 45 to 90 days, according to the Texas Commission on Environmental Quality, which assures the public that water will be brought in if faucets go dry.  There are 11 water suppliers, providing water to about 8,600 businesses and residential connections that have less than 45 days’ worth of water.  Twenty-one other suppliers have less than 90 days’ worth left.Voluntary water restrictions were in effect in 387 water systems, while mandatory water restrictions governed water use in 778 water systems.Galveston County Daily News (Texas), May 21, 2014","Relief, Response & Restrictions, Water Supply & Quality",Texas,
30346,Historically high beef prices bringing an increase in cattle rustling in Texas,05/02/2014,05/02/2014, ,"Historically high beef prices are bringing an increase in cattle rustling in Texas, forcing ranchers to invest in new security technology to keep a close eye on the cattle.KXXM-FM (San Antonio, Texas), May 2, 2014","Agriculture, Society & Public Health",Texas,
30274,Roughly 25 percent of Texas water systems have voluntary or mandatory water restrictions,04/16/2014,04/10/2014, ,"In Texas, 1,143 of the state’s 4,642 water suppliers had imposed voluntary or mandatory water restrictions as of April 10 to extend water supplies as the state endures years of drought.  An estimated 31 public water systems have fewer than 90 days’ worth of water left, while seven systems may have less than 45 days’ worth of water remaining.Fort Worth Star-Telegram (Texas), April 13, 2014","Plants & Wildlife, Water Supply & Quality",Texas,
30248,Texans encouraged to conserve water,04/08/2014,04/07/2014, ,"Texas Agriculture Commissioner Todd Staples encouraged Dallas residents to conserve water when he spoke to the Dallas Regional Chamber of Commerce.  The mayor of Frisco and the executive director of the North Texas Municipal Water District also urged people to improve their water habits and avoid wasting water as the state endures drought.  About 25 percent of Texas’ water supply entities have voluntary or mandatory water restrictions, said the state Agriculture Commissioner.  Reservoirs in the state were at 65 percent of capacity.Dallas Morning News, April 7, 2014","Relief, Response & Restrictions, Water Supply & Quality",Texas,
30249,More wildflowers are blooming in Texas this year,04/09/2014,04/07/2014, ,"More wildflowers are blooming in Texas this year as past years of drought have killed some grass, allowing wildflowers to grow and dominate those areas, said the director of the research and landscape design program at Lady Bird Johnson Wildflower Center in Austin.Brownsville Herald (Texas), April 7, 2014",Plants & Wildlife,Texas,
30236,Texas considering sea water desalination,04/07/2014,04/02/2014, ,"Texas Rep. Todd Hunter (R-Corpus Christi) was appointed to lead a new committee to assess whether the state should invest in water desalination as drought persists in the state.  Desalinating sea water is expensive, costing $3 to $6 per thousand gallons, according to the Texas desalination association.  Houston Chronicle (Texas), April 2, 2014","Relief, Response & Restrictions, Water Supply & Quality",Texas,
30077,Persistent drought in Texas has reduced the state’s reservoirs to puddles as water supplies never recovered from intense drought in 2011,02/13/2014,02/13/2014, ,"Persistent drought in Texas has reduced the state’s reservoirs to puddles as water supplies never recovered from intense drought in 2011.  State officials are prioritizing use of the remaining water, seeking new water sources and hastily constructing needed infrastructure before the next drought arrives.Austin American-Statesman (Texas), Feb. 13, 2014",Water Supply & Quality,Texas,
30069,"Some Texas farmers switched to growing sorghum in 2014, due to drought and good grain prices",02/12/2014,02/12/2014, ,"Some Texas farmers switched to growing sorghum in 2014, due to drought and good grain prices, according to a news release from Texas A&M University.  Unfortunately, a sugarcane aphid is devastating grain sorghum crops in the state.Beaumont Enterprise (Texas), Feb. 12, 2014",Agriculture,Texas,
29768,Fewer monarch butterflies passing through Texas this fall,11/14/2013,11/11/2013, ,"Two years of drought and habitat destruction in the Midwest have drastically limited the number of butterflies returning to Mexico to overwinter this year.  A master naturalist and entomology specialist in Victoria, Texas said that of the 300 million monarch butterflies that left Mexico this spring, just 60 million butterflies, or 20 percent of the original butterflies’ progeny, will return to Mexico in the fall.A Texas A&M butterfly expert noted that the number of monarchs leaving Mexico last spring was low, contributing to the small number of butterflies this year.  He heard that there were so few monarchs in Canada that an annual monarch count was cancelled this fall.  Victoria Advocate (Texas), Nov. 11, 2013",Plants & Wildlife,"Texas, Victoria County, TX",
29711,New Texas drought website,10/25/2013,10/23/2013, ,"The Texas Water Development Board rolled out a new drought website to provide water information, including updated resources, links, data and the analysis of drought conditions.  The ongoing stretch of drought began in 2011.  Abilene Reporter-News (Texas), Oct. 24, 2013","Relief, Response & Restrictions, Society & Public Health",Texas,
29585,"Ongoing drought in Texas has kept water supplies low and rangeland and pastures in poor shape, preventing ranchers from restocking",09/18/2013,09/10/2013, ,"Ongoing drought in Texas has kept water supplies low and rangeland and pastures in poor shape, preventing ranchers from restocking.  In January, ranchers expressed intentions to increase the number of female cattle on their ranches, but the dry summer has changed their minds.An agricultural economist at Texas A&M, said, “The drought is going to get some producers to sell those calves earlier to prevent further damage to pastures.  This dry pattern limits what cattle producers can do relative to what they planned to do.”  Washington Post (D.C.), Sept. 10, 2013","Agriculture, Plants & Wildlife",Texas,
29410,Texans urged to share drought pictures on social media platforms,08/20/2013,08/13/2013,09/30/2013,"The Texas Department of Agriculture, Texas Water Development Board and Texas Parks and Wildlife Department invite the public to post their personal drought photos on social media sites, such as Twitter and Flickr, using hashtag #txdrought, and Instagram at texasdrought, through Sept. 30.  “Photos should illustrate how the drought is affecting daily life — whether it is dry creek beds, withered crops, native plants flourishing in the dry climate or the innovative water conservation measures Texans are using to combat drought,” said the agencies in a statement.  Brownsville Herald (Texas), Aug. 13, 2013",Society & Public Health,Texas,
29349,Much of Texas enduring swarms of grasshoppers,07/30/2013,07/28/2013, ,"Much of Texas was enduring swarms of grasshoppers, which often follow a summer of drought, particularly when a dry spring follows, according to an agricultural agent from Collin County.  The dry weather slows the growth of a fungus that can kill the young grasshoppers.  Dallas Morning News (Texas), July 28, 2013",Plants & Wildlife,Texas,
29357,Water supplies short in Texas,07/31/2013,07/24/2013, ,"At least a dozen water districts in Texas are within 45 days of running out of water, while another dozen have about 90 days’ worth of water left.  The 109 Texas lakes that provide drinking water were at their lowest average storage for this time of year at 64 percent.  Rivers and lakes are reaching their lowest levels for this time of year since 1990 after record drought in 2011 dramatically reduced water supplies.  Roughly 22 percent of the 4,660 public water suppliers in Texas have voluntary or mandatory water restrictions in effect.  GO San Angelo/San Angelo Standard Times (Texas), July 24, 2013","Relief, Response & Restrictions, Water Supply & Quality",Texas,
