Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
39088,"Heavy rains, strong winds knocking down California's trees",01/12/2017,01/10/2017, ,"California’s trees, stressed and worn from years of drought, have fallen and killed two people during the past month.  Many of the trees seemed strong and sturdy, but give way amid heavy rains and winds.  A woman was killed on Jan. 7 in Northern California when a tree collapsed on a golf course.“Pay attention to your surroundings and watch those trees.  It is a hazard you need to be aware of,” warned Battalion Chief Scott McLean of the California Department of Forestry and Fire Protection.The heavy rain may also be having the effect of suddenly killing trees rather than reviving them, said William Libby, a retired professor of forestry and genetics at the University of California, Berkeley.  He compared it to a starving person eating too much food too quickly.Orange County Register (Santa Ana, Calif.), Jan. 10, 2017","Plants & Wildlife, Society & Public Health","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
38927,New water conservation plan in California,12/02/2016,12/01/2016, ,"California state water officials worked on a new conservation plan featuring the creation of customized water-use limits for urban water districts and a focus on fixing leaks, which can drain more than 10 percent of processed water.   Towns and cities will also be required to create five-year drought contingency plans rather than three-year plans.  Critics complain that the agricultural sector was not asked to conserve.The Sacramento Bee (Calif.), Dec. 1, 2016","Relief, Response & Restrictions, Water Supply & Quality","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
38668,Californians still conserving,11/10/2016,09/15/2016, ,"More than a third of California’s water agencies were still able to save 20 percent or more water compared to the same month in 2013, the benchmark year.  San Francisco Chronicle (SFGate.com), Nov. 7, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
36267,Many small communities in California still enduring water shortages,09/13/2016,09/12/2016, ,"More than 2,300 homes across California have water supply problems as the state endured a fifth year of drought.  Entire neighborhoods in parts of the Central Valley have run out of water and depend upon trucks to deliver water and refill tanks.USA Today (McLean, Va.), Sept. 12, 2016","Relief, Response & Restrictions, Water Supply & Quality","California, Fresno County, CA, Kern County, CA, Kings County, CA, Madera County, CA, Mariposa County, CA, Merced County, CA, Blue Jay, CA, San Joaquin County, CA, Stanislaus County, CA, Tulare County, CA, Tuolumne County, CA",
36204,New California law on excessive water use amid drought,08/31/2016,08/31/2016, ,"Gov. Jerry Brown signed a new law requiring retail urban water suppliers with more than 3,000 customers to establish rules defining “excessive water use” and impose those rules during drought emergencies.  Those water suppliers must either impose tiered rates charging people more for using more than a certain amount or fine households for using more than a certain amount, which then triggers a requirement in state law mandating that their names be made public.  The new law will be in effect when California is in a drought emergency as declared by the governor and when the state requires mandatory conservation.  The state remained in a drought emergency declared by Gov. Brown in January 2014.San Jose Mercury News (Calif.), Aug. 31, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
36187,"California farmers use drones to monitor crops, water",08/29/2016,08/29/2016, ,"California farmers strive to wisely and efficiently use the water they have for irrigation and have been using drones to monitor crop health or check for broken water lines.  Since the Federal Aviation Administration softened rules so that operators of commercial drones weighing less than 55 pounds no longer must earn an airplane pilot’s license, but only need to take a written test to get a drone license, it will be easier for farmers to get a license to fly a drone and use it to monitor crops and water in their fields.  San Jose Mercury News (Calif.), Aug. 29, 2916","Agriculture, Society & Public Health","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
36154,California’s state fire department slightly understaffed,08/24/2016,08/22/2016, ,"California’s state fire department was slightly understaffed, with vacancy rates exceeding 15 percent for some firefighters and supervisors and more than 10 percent for some fire engine drivers, according to statistics given to The Associated Press.  Since the fire season has become a year-round battle, it was no longer just a summer job as it used to be.  Being slightly understaffed, firefighters must work longer stretches when fighting massive wildfires.  Almost 25 percent of departing employees over the last two years left for better-paying jobs with other firefighting agencies, according to the statistics given to the AP by CalFire.The Sacramento Bee (Calif.), Aug. 22, 2016","Fire, Society & Public Health","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
36142,Homeowner drought-relief bill passed California Senate,08/22/2016,08/19/2016, ,"Assembly Bill 1588, which would allow drought-affected homeowners to seek state grants or low-interest loans for water and wastewater projects, unanimously passed the state Senate and was in the Assembly.  Current law only provides funding for public water systems and communities, but AB 1588, would help homeowners with dry wells.  The bill authorizes up to $15 million for water and wastewater projects for qualifying homeowners, based on income and other factors.The Fresno Bee (Calif.), Aug. 19, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, Sacramento, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
36111,About 85 percent of California's urban water districts certify that they have a 3-year supply of water,08/17/2016,08/16/2016, ,"Roughly 85 percent of California’s 411 urban water districts told the State Water Resources Control Board that they had at least a three-year water supply even if the drought continued.  Districts maintaining that their water supplies were sufficient were not required to adopt state-mandated water restrictions, while districts without enough water set conservation goals that would make up the anticipated shortfall should drought continue another three years.  Most of the water districts that acknowledged inadequate supplies were located in the San Joaquin Valley, the Central Coast and the Los Angeles area.  State officials did not audit stress test results, but depended on the water districts to offer honest assessments of their water supplies.Tracy Quinn, a policy analyst with the Natural Resources Defense Council, said her research showed that water districts were overestimating the depth of their supplies.  She stated that it was unlikely that nearly nine out of ten water districts would have enough water if drought persisted for three additional years.  “The requirements of the regulations allowed water districts to be overly optimistic,” she said. “The zero percent (conservation targets) we are seeing aren’t real numbers.”The Sacramento Bee (Calif.), Aug. 16, 2016","Relief, Response & Restrictions, Water Supply & Quality","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA",
36049,"Pilot fire charred nearly 12 square miles in San Bernardino County, California",08/10/2016,08/07/2016, ,"The Pilot fire in San Bernardino County blackened nearly 12 square miles in the San Bernardino Mountains and was roughly 6 percent contained on Aug. 9, according to the U.S. Forest Service.  About 4,700 homes in Hesperia, Apple Valley and Lake Arrowhead received voluntary and mandatory evacuation orders.  A spokeswoman for the California Department of Forestry and Fire Protection stated that the blaze was burning up vegetation that was as dry as it would typically be in late September.  Redding Record Searchlight (Calif.), Aug. 9, 2016",Fire,"California, San Bernardino County, CA, Apple Valley, CA, Hesperia, CA, Lake Arrowhead, CA",
