Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
30622,Stricter water conservation measures for California,11/14/15,1/17/14,10/31/16,"Gov. Jerry Brown extended the executive order requiring Californians to continue conserving water through October 2016 if drought conditions remain in January 2016.  State water authorities have expanded powers to cope with drought and El Niño-enhanced storms expected this winter.  Some environmental rules remained suspended, and the capture of abundant rainfall was encouraged.The New York Times, Nov. 14, 2015Gov. Jerry Brown ordered new water restrictions requiring urban Californians to curtail water use by 25 percent, compared to 2013 levels.  The announcement came as the state’s April 1 snow measurement revealed the smallest amount of snow for that date since record-keeping began 65 years ago.  From Gov. Jerry Brown’s Ca.gov website, some of the actions in the executive order include:•	A mandatory 25 percent reduction in water use •	Replace 50 million square feet of lawns throughout the state with drought tolerant landscaping in partnership with local governments•	Create a temporary, statewide consumer rebate program to replace old appliances with more water and energy efficient models•	Require campuses, golf courses, cemeteries and other large landscapes to make significant cuts in water use•	Prohibit new homes and developments from irrigating with potable water unless water-efficient drip irrigation systems are used, and ban watering of ornamental grass on public street medians•	Adjust water rate structures to implement conservation pricing at local level•	Agricultural water users must report more water use information to state regulators•	Take action against water agencies in depleted groundwater basins that have not shared data on their groundwater supplies with the state•	Update standards for toilets and faucets and outdoor landscaping in residential communities and take action against communities that ignore these standards•	Make permanent monthly reporting of water usage, conservation and enforcement actions by local water suppliersSan Francisco Chronicle (SFGate.com), April 1, 2015The California State Water Resources Control Board tightened water restrictions to prolong water supplies as the state entered its fourth year of drought.  Local water departments were charged with enforcing the rules.Among the new water-conserving mandates:•	Restaurant patrons must request water, not be served water automatically.•	Hotel guests must be given the option of reusing towels and sheets.  Signs must be placed in the bathroom notifying guests of the choice.•	Local water departments must limit days of permitted lawn watering.  Homeowners may not irrigate yards during or within two days of rainfall.•	Local water departments must alert customers of leaks.•	Water restrictions instituted in July 2014 remain in effect.•	Local water departments must report how they enforce the new rules.The Sacramento Bee (Calif.), March 17, 2015The California Water Resources Control Board considered introducing more restrictions in an effort to increase water conservation.  Last summer, water regulators established statewide water restrictions and allowed water agencies to fine scofflaws $500, an option few water providers, if any, have used.  The board intends to begin tracking compliance with the water restrictions to know how effective the measures are.  An Associated Press investigation found a wide range of enforcement among cities.  In the southern California city of Coachella, homes with lush green lawns had not been warned to use less water, while San Ramon and Dublin water customers had racked up nearly $40,000 in fines after access to a primary water source was lost.The Sacramento Bee (Calif.), March 15, 2015The California State Water Resources Control Board is considering extending current water restrictions and adopting additional limits on water use as the state heads into its fourth year of drought.  Among the possible measures are requiring restaurant customers to request water and hotel guests to ask for new towels and sheets.  Previous mandatory restrictions implemented during the 2014 summer include a ban on car washing without a shutoff nozzle on the hose and limitations on lawn watering.  San Francisco Chronicle (SFGate.com), Feb. 18, 2015Lackluster water conservation efforts led California officials to adopt more severe water conservation measures prohibiting outdoor watering, except for two days per week, car washing without a shutoff nozzle and pavement washing.  Violators may be fined up to $500 per day.  These new measures were needed because the public did not conserve up to 20 percent, as the governor requested, and during May, used 1 percent more water than usual.  Most of the state’s 10 hydraulic regions curbed their water use by 5 percent in May, but residents of the South Coast region, including Los Angeles, San Diego and Orange County, used 8 percent more water than normal.The new water restrictions will take effect sometime around Aug. 1. New York Times, July 15, 2014","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality",California
36252,California Chinook salmon surviving with help,9/9/16,1/1/14,9/4/16,"Most of the existing California Chinook salmon were products of state and federal agencies’ fish hatcheries and were trucked downstream to be released during the past years of drought, and would not have survived otherwise. Salmon grow, spawn and die in three-year cycles, making three consecutive years of drought challenges all the populations can stand before going extinct. During 2014 and 2015, millions of young salmon were raised in hatcheries to keep fall-run Chinook salmon thriving. Winter-run Chinook salmon received a federal listing in 2015 as one of the eight U.S. species most in danger of imminent extinction after drought depleted California’s rivers in 2014 and 2015, leaving river water too warm and low to sustain the fish.  Federal authorities announced intentions to formally review their management of key state waterways and reservoirs concerning the survival of native species.Associated Press (New York), Sept. 4, 2016","Plants & Wildlife, Water Supply & Quality","California, Alameda County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, Glenn County, CA, Humboldt County, CA, Los Angeles County, CA, Marin County, CA, Mendocino County, CA, Monterey County, CA, Napa County, CA, Orange County, CA, Sacramento County, CA, San Diego County, CA, San Francisco County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Cruz County, CA, Shasta County, CA, Solano County, CA, Sonoma County, CA, Sutter County, CA, Tehama County, CA, Ventura County, CA, Yolo County, CA"
51300,California's 2012-16 drought costs utilities $5.5 billion,8/10/20,1/1/12,12/31/16,"The 2012-16 drought in California reduced water supplies, which led to a decrease in hydropower production.  The loss in electricity generation cost PG&E and other California utilities roughly $5.5 billion, according to a study done by researchers at North Carolina State University.  Much of the shortfall in hydropower production was made up by natural gas, a more expensive form of energy production.  The lost hydropower production cost utilities $1.5 billion and the higher demand for electricity amounted to nearly $4 billion.  In 2015 at the height of California’s drought, hydropower met only 6 percent of the Golden State’s electricity needs, whereas it usually covered 15 percent of demand. The Mercury News (San Jose, Calif.), Aug. 10, 2020","Energy, Water Supply & Quality",California
39504,Californians’ electric bills rose  $2.45 billion from 2012 to 2016,4/26/17,1/1/12,12/31/16,"Californians’ electric bills rose a collective $2.45 billion from 2012 to 2016 as drought sharply reduced the availability of cheap hydroelectricity, estimated the Pacific Institute, an Oakland water policy think tank.  In 2016, federal data showed that Californians spent nearly $39 million on electricity Peter Gleick, the study’s author and institute’s president emeritus, noted that the loss of hydropower caused environmental impacts too.  Carbon emissions from the state’s power plants increased 10 percent during the drought as utilities reverted to conventional sources like natural gas.The Fresno Bee (Calif.), April 26, 2017","Energy, Water Supply & Quality","California, Alameda County, CA, Alpine County, CA, Amador County, CA, Butte County, CA, Calaveras County, CA, Colusa County, CA, Contra Costa County, CA, Del Norte County, CA, El Dorado County, CA, Fresno County, CA, Glenn County, CA, Humboldt County, CA, Imperial County, CA, Inyo County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Lassen County, CA, Los Angeles County, CA, Madera County, CA, Marin County, CA, Mariposa County, CA, Mendocino County, CA, Merced County, CA, Modoc County, CA, Mono County, CA, Monterey County, CA, Napa County, CA, Nevada County, CA, Orange County, CA, Placer County, CA, Plumas County, CA, Riverside County, CA, Sacramento County, CA, San Benito County, CA, San Bernardino County, CA, San Diego County, CA, San Francisco County, CA, San Joaquin County, CA, San Luis Obispo County, CA, San Mateo County, CA, Santa Barbara County, CA, Santa Clara County, CA, Santa Cruz County, CA, Shasta County, CA, Sierra County, CA, Siskiyou County, CA, Solano County, CA, Sonoma County, CA, Stanislaus County, CA, Sutter County, CA, Tehama County, CA, Trinity County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yolo County, CA, Yuba County, CA"
3570,Apples slightly smaller in Bethel,9/15/10,9/14/10,10/19/20,"Connecticut’s apple crop was smaller and yields were down this year, due to drought and other factors, but apples were sweeter.  An East Windsor apple grower reported that yields were down 30 percent.  Journal Inquirer (Manchester, Conn.), Oct 19, 2020Apples grew to a diameter of just two to two and a half inches instead of a more typical three inches at an apple orchard in Bethel, but the drought has enhanced the sweetness in sweet apples and the tartness of the tart apples, according to the orchard owner.  Danbury News-Times (CT), Sept. 14",Agriculture,"Connecticut, Bethel, CT"
42917,Millions of trees continued to die in California's Sierra Nevada after end of drought,2/11/19,1/1/10,12/31/18,"California suffered the loss of another 18 million trees since the fall of 2017, a substantial number, but fewer than the 27 million dead trees counted in the fall of 2017 or the 62 million dead trees documented in the fall of 2016.  The return to more rainfall and less drought has helped trees resist the bark beetles that have damaged and killed so many trees.  Since drought began in 2010, more than 147 million trees on 9.7 million acres died.  The slowing rate of tree mortality was encouraging.  Los Angeles Times (Calif.), Feb. 11, 2019Trees continued to die in the Sierra Nevada more than a year after the end of California’s multiyear drought.  The U.S. Forest Service reported that 27 million trees died since November 2016, bringing the total of dead trees to roughly 129 million on about 8.9 million acres of land since 2010.  The trees were stressed and dehydrated by drought, making them more vulnerable to bark beetle infestations and other ills.The density of dead trees was so great in areas that foresters closed roads and campgrounds to protect the public from falling trees.  Views in Yosemite and Sequoia national parks were marred by the spectacle of rust-colored trees, as were some stretches along the coast.  San Francisco Chronicle (SFGate.com) (Calif.), Dec. 11, 2017","Plants & Wildlife, Tourism & Recreation","California, Alpine County, CA, Amador County, CA, Calaveras County, CA, El Dorado County, CA, Fresno County, CA, Kern County, CA, Madera County, CA, Mariposa County, CA, Mono County, CA, Nevada County, CA, Placer County, CA, Plumas County, CA, Sierra County, CA, Tulare County, CA, Tuolumne County, CA"
20322,Drought declaration for Arizona extended,11/13/20,5/28/07,11/12/20,"Arizona’s Drought Interagency Coordinating Group recommended to the governor that the state’s drought-emergency declaration be extended again.  Arizona has had a Drought Emergency Declaration in effect since June 1999 and a Drought Declaration since May 2007.Pinal Central (Casa Grande, Ariz.), Nov. 12, 2020The governor of Arizona signed a Drought Declaration for the state the last week of May to promote drought awareness and to encourage people to conserve water.Impact Source:  Media","Relief, Response & Restrictions, Water Supply & Quality",Arizona
50718,Drought Emergency Declaration in Arizona,11/13/20,6/15/99,11/12/20,"Arizona’s Drought Interagency Coordinating Group recommended to the governor that the state’s drought-emergency declaration be extended again.  Arizona has had a Drought Emergency Declaration in effect since June 1999 and a Drought Declaration since May 2007.Pinal Central (Casa Grande, Ariz.), Nov. 12, 2020The Governor’s Drought Interagency Coordinating Group met on Nov. 12 and recommended that the Governor extend the drought declaration for the state.  Department of Water Resources (Phoenix, Ariz.), Nov. 19, 2019","Relief, Response & Restrictions, Water Supply & Quality",Arizona
47893,Fewer snakebites in California after drought,9/25/18,1/1/97,12/31/17,"An analysis of snakebite data for California revealed that rattlesnakes were less likely to bite after a drought, but more likely to bite after heavy rainfall.  Researchers with Stanford University looked at data from the California Poison Control System, documenting 5,365 snakebites in California between 1997 and 2017.San Jose Mercury News (Calif.), Sept. 24, 2018","Plants & Wildlife, Society & Public Health",California
39055,"Berks County, Pennsylvania, dry wells",12/24/16,12/18/16,12/18/16,"Precipitation last six days totaled 0.65 inch, a little short of normal for the period. Thus, no improvement in long-term drought conditions occurred. Yearly precipitation deficiency remains near 10 inches. Some wells in Berks County have gone dry recently, according to a press report, despite some catch-up rains the last three weeks. CoCoRaHS Report from Station #Reading 3.5 SW on 12/18/2016",Water Supply & Quality,"Berks County, PA"
38994,"Christmas tree grower in Lockwood, New York lost trees",12/13/16,12/9/16, ,"A Christmas tree grower in Lockwood stated that he lost about 75 percent of his new seedlings and many second-year trees during the summer, due to drought.  Buffalo News (N.Y.), Dec. 9, 2016","Agriculture, Plants & Wildlife","Tioga County, NY"
38968,"Drought hurt pasture growth, condition in Washington County, Virginia",12/9/16,12/8/16, ,"Drought led to poor hay and pasture growth and overgrazing in southwestern Virginia, leaving pastures in poor conditions and in need of fertilizing and reseeding before the spring.Southwest Virginia Today (Wytheville, Va.), Dec. 8, 2016","Agriculture, Plants & Wildlife","Washington County, VA"
38948,"Forage, pastures, stock ponds affected by drought in western South Dakota",12/5/16,12/6/16, ,"Reduced forage production and poor to good pasture conditions persisted in western South Dakota, due to months of above normal temperatures and below normal rainfall, reported hydrologist Melissa Smith of the National Weather Service.  Stock ponds and dugouts were low and limiting water supplies for livestock and other animals.  With the ground already frozen, drought could be locked in until spring.  Billings Gazette (Mont.), Dec. 5, 2016","Agriculture, Plants & Wildlife, Water Supply & Quality","Bennett County, SD, Butte County, SD, Corson County, SD, Custer County, SD, Dewey County, SD, Fall River County, SD, Haakon County, SD, Harding County, SD, Jackson County, SD, Jones County, SD, Lawrence County, SD, Meade County, SD, Mellette County, SD, Oglala Lakota County, SD, Pennington County, SD, Perkins County, SD, Stanley County, SD, Todd County, SD, Ziebach County, SD"
38947,New Hampshire legislators met about relief for dairy farmers,12/5/16,12/5/16, ,"New Hampshire legislators on the Dairy Farmers Task Force met on Dec. 5 for the fourth and possibly final meeting of the year on relief for struggling dairy farmers.  The Milk Producers Emergency Relief Fund, created in 2007, was meant to be a safety net for tough times, but was not funded.  The relief board recommended that the fund be kept between $2 million and $6 million.Concord Monitor (N.H.), Dec. 3, 2016","Agriculture, Relief, Response & Restrictions, Society & Public Health","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH"
38973,"Water ban in Newport, New Hampshire put ice skating rink into question",12/9/16,12/5/16, ,"A water ban took effect in Newport on Dec. 5 because the town's water source, Gilman Pond, was about 35 inches low, said P.J. Lovely, Newport recreational director.  The new ban has town officials considering whether to have the ice skating rink during the annual winter carnival as they usually do.  WMUR-TV ABC 9 Manchester (N.H.), Dec. 8, 2016","Relief, Response & Restrictions, Society & Public Health, Tourism & Recreation, Water Supply & Quality","Sullivan County, NH, Newport, NH"
39014,"Macon County, North Carolina, burn ban, large firefighting efforts",12/17/16,12/4/16,12/4/16,"Firefighters finally had a moment to breathe on Monday and Tuesday {28th and 29th} as we finally got a good soaking rain. Before Monday, some parts of the county hadn't seen more than half an inch of rain in more than 100 days. Since last Monday I've recorded 2.37""+. A burning ban, issued by the North Carolina Forest Service on November 7th, remains in effect until further notice for 47 counties in western and Piedmont regions of North Carolina. This ban extends to all private and public lands, including game lands. A countywide burn ban has been lifted for areas within 100 feet of an occupied dwelling. Fires in the Nantahala National Forest have burned 36,466 acres. Through November 26th, the total cost of firefighting in North Carolina's National Forests has been 27.7 million dollars. Visiting in Franklin this week, Governor McCrory noted that the fires alone cost the state approximately $30 million. By the time the damage from Hurricane Matthew reaches a final tally it could reach the $2 billion mark. ""Right now we have 80 counties under a state of emergency out of our 100 counties total. As a state we have never seen anything like these two events at the same time."" CoCoRaHS Report from Station #Franklin 3.4 ESE on 12/4/2016","Fire, Relief, Response & Restrictions","Macon County, NC"
39015,"Yancey County, North Carolina, birds and squirrels drinking a lot of water, fires in area",12/17/16,12/4/16,12/4/16,"We got rain 1.30 inches of rain last week, but it is still very dry.  Gatlinburg is about two hours from here and watching it burn down so quickly and uncontrollably was frightening.  Our wild birds drink from the bird bath as much as they eat from the feeder.  The squirrels also drink from a water bowl on ground level.  It's raining as I type this with more rain on the way.  Hopefully this will help with the fires that still burn around us. CoCoRaHS Report from Station #Burnsville 4.6 N on 12/4/2016","Fire, Plants & Wildlife","Yancey County, NC"
38946,Crops in north central Oklahoma affected by drought,12/5/16,12/4/16, ,"The wheat crop in north central Oklahoma has been hurt by the developing drought.  Some reports have noted blue discoloration of leaves and tillers becoming chlorotic and dying.  Continued dry conditions will limit forage production for the rest of the year as crops go dormant with the advent of winter.  Some canola fields have displayed drought stress, but most of the crop looked alright.Enid News & Eagle (Okla.), Dec. 4, 2016","Agriculture, Plants & Wildlife","Garfield County, OK, Enid, OK, Grant County, OK, Medford, OK, Woodward, OK"
38923,Dry November stressing Oklahoma's wheat crop,12/2/16,12/1/16, ,"Oklahoma’s wheat crops were struggling from lack of moisture, said Dana Bay with the Woodward County OSU Extension Service Horticulture and Landscape.  In the last 30 days, the county and surrounding areas received less than half an inch of rain.  The state’s biggest agricultural commodity is wheat grown for forage, leaving cattle producers anxious about the developing drought.Muskogee Phoenix (Okla.), Dec. 1, 2016","Agriculture, Plants & Wildlife, Society & Public Health","Woodward County, OK"
38924,"Parched Gatlinburg, Tennessee overtaken by wind-driven flames",12/2/16,11/28/16, ,"The wildfire that consumed parts of Gatlinburg took 14 lives, affected more than 17,000 acres, and damaged or destroyed 1,684 structures.  The estimated cost of fighting the fire was $3,820,039, as of Dec. 5.  Knoxville News-Sentinel (Tenn.), Dec. 5, 2016About 14,000 people in the Gatlinburg area fled just ahead of the wind-whipped flames, which consumed hundreds of structures.  The dry fall left the Southeast parched and ready to burn, as evidenced by wildfires burning in the Great Smoky Mountains in past months.  A storm system moving through the region on the evening of Nov. 28 brought strong winds, which brought down trees and power lines and sparked new fires.  The Washington Post (D.C.), Nov. 29, 2016","Fire, Relief, Response & Restrictions, Society & Public Health","Sevier County, TN, Gatlinburg, TN"
39019,"Montgomery County, Pennsylvania, stressed gardens",12/17/16,11/28/16,11/28/16,Our learning gardens have really shown the stress. CoCoRaHS Report from Station #Collegeville 3.0 NE on 11/28/2016,Plants & Wildlife,"Montgomery County, PA"
38902,Parts of eastern Pennsylvania headed toward drought emergency status,11/30/16,11/28/16, ,"As drought reduced the Little Lehigh Creek to puddles, officials were considering a drought emergency, which means mandatory water restrictions.  The level in the U.S. Geological Survey observation well in Upper Macungie Township had dropped to 80 feet below the surface for the first time since 2002, the Lehigh Valley’s last drought emergency.  The water level is typically between 60 and 70 feet at this time of year.  The Little Lehigh creek was flowing at about 40 cubic feet per second at the USGS surface water gauge in the Lehigh Parkway in Allentown.  The median value is about 70 cubic feet per second.  In Bethlehem, the Monocacy Creek was flowing at 12 cubic feet per second within the past week, nearly reaching a 50-year low and pointing toward emergency drought conditions.  The median flow is about 41 cubic feet per second.  Allentown Morning Call (Penn.), Nov. 28, 2016","Relief, Response & Restrictions, Water Supply & Quality","Lehigh County, PA, Allentown, PA, Macungie, PA, Northampton County, PA, Bethlehem, PA"
39020,"Madison County, North Carolina, stream down, pasture brown",12/17/16,11/28/16,11/28/16,"Stream is down to trickle, pasture is brown straw. CoCoRaHS Report from Station #Marshall 4.8 SW on 11/28/2016","Agriculture, Water Supply & Quality","Madison County, NC"
39026,"Yancey County, North Carolina, wildfires burn around us, bad air quality",12/17/16,11/27/16,11/27/16,"We had 0.06"" of rain this week.  The wildfires continue to burn around us.  The good news is that we have what might be a major rain event on the way.  The air quality has been very bad.  Sometimes the air is thick with smoke. CoCoRaHS Report from Station #Burnsville 4.6 N on 11/27/2016","Fire, Society & Public Health","Yancey County, NC"
39029,"Greene County, Tennessee, low ponds, burn ban",12/19/16,11/27/16,11/27/16,"Ponds low, burning prohibited. CoCoRaHS Report from Station #Mosheim 7.5 WSW on 11/27/2016","Fire, Relief, Response & Restrictions, Water Supply & Quality","Greene County, TN"
39024,"Macon County, North Carolina, wildfires closing hiking trails, smoke harming livestock",12/17/16,11/27/16,11/27/16,"As of Wednesday the 16th, nine wildfires in west North Carolina counties west of Asheville were being monitored by the Southern Area Coordination Center. Game lands managed by the North Carolina Wildlife Resources Commission have been closed. Wildfires have forced additional closures of trails, areas and roads in the Nantahala National Forest. Drought conditions are taking their toll on livestock, causing a shortage of hay and increased risk of bovine pulmonary edema and emphysema, or ABPE. Other causes of cattle mortality during drought can include plant toxicity, as the limited pasture may mean animals are more likely to eat plants, buckeyes and acorns that they normally wouldn't. Containment percentages have increased substantially over the past week. The drought though, has resulted in a steady fall of leaf litter that is still continuing. This provides a steady stream of fuel and has posed an ongoing risk to containment lines. A front is expected to come through the area Monday night the 20th through Wednesday, bringing 70-90% chance of showers. 30-40 mph winds on higher ridges possible. One to three inches possible by Wednesday. CoCoRaHS Report from Station #Franklin 3.4 ESE on 11/27/2016","Agriculture, Fire, Tourism & Recreation","Macon County, NC"
38901,"Local emergency, burn ban in Tazewell County, Virginia",11/30/16,11/26/16, ,"Tazewell County officials declared a local emergency and issued a burning ban for the county, due to ongoing drought and the absence of rain in the forecast.  Chief Mike Bennett of the Thompson Volunteer Fire Department noted that duff in the forest was extremely dry and thick, while autumn meant there were plenty of dry leaves on the ground, all increasing the fire danger.Bluefield Daily Telegraph (W. Va.), Nov. 26, 2016","Fire, Relief, Response & Restrictions","Tazewell County, VA"
39041,"Greene County, Tennessee, burn restrictions, farm pond lowering, air pollution",12/20/16,11/26/16,11/26/16,"Burn restrictions, farm pond lowering, air pollution. CoCoRaHS Report from Station #Mosheim 7.5 WSW on 11/26/2016","Agriculture, Fire, Society & Public Health","Greene County, TN"
38904,"Special permit for Delaware River Basin Commission to protect water intakes in Pennsylvania, New Jersey",1/18/17,11/25/16,1/18/17,"The Delaware River Basin Commission lifted its special drought management designation on Jan. 18 because flows in the Delaware River and its tributaries have increased, as has reservoir storage.  Groundwater levels, stream flows, precipitation, soil moisture and smaller reservoir storage have yet to show the same level of improvement.New Jersey Herald (Newton, N.J.), Jan. 19, 2017The Delaware River Basin Commission held a special meeting and issued “a special permit for coordinated operation of regional reservoirs.”  The permit will allow the agency to move quickly to keep the salt line, the interface between brackish saltwater in Delaware Bay and fresh river water, downstream from drinking water and industrial water intakes in Pennsylvania and New Jersey.  Norristown Times Herald (Pa.), Nov. 25, 2016","Relief, Response & Restrictions, Water Supply & Quality","Berks County, PA, Bucks County, PA, Carbon County, PA, Chester County, PA, Delaware County, PA, Lackawanna County, PA, Lancaster County, PA, Lebanon County, PA, Lehigh County, PA, Luzerne County, PA, Monroe County, PA, Montgomery County, PA, Northampton County, PA, Philadelphia County, PA, Pike County, PA, Schuylkill County, PA, Wayne County, PA"
39044,"Yancey County, North Carolina, springs and rivers drying up",12/20/16,11/24/16,11/24/16,"We finally got 0.17"" of rain overnight but are still many inches short. Rivers are very low and springs are starting to dry up. This morning the smoke from the wildfires is the worst it's been. CoCoRaHS Report from Station #Burnsville 6.5 SSW on 11/24/2016","Fire, Water Supply & Quality","Yancey County, NC"
39043,"McNairy County, Tennessee, ponds and creeks dried up",12/20/16,11/24/16,11/24/16,Ponds and creeks are getting very low or have totally dried up. CoCoRaHS Report from Station #Ramer 1.5 S on 11/24/2016,Water Supply & Quality,"McNairy County, TN"
39051,"Avery County, North Carolina, wildfires, smoke in air obscuring sun, reducing solar energy output",12/20/16,11/23/16,11/23/16,"More wildfires in the area with more smoke making it difficult to be outside for long periods.  Creek levels still dropping, but so far none of the smaller creeks are dry. We are conserving water usage, although we do not see any issues from our well thus far. The thicker smoke has impacted our solar system with less energy being generated. CoCoRaHS Report from Station #Linville Falls 0.5 SW on 11/23/2016","Energy, Fire, Society & Public Health, Water Supply & Quality","Avery County, NC"
39046,"McDowell County, North Carolina, dry creeks and streams, poor air quality due to fires",12/20/16,11/23/16,11/23/16,Small creeks and small streams are dry. Yard lost its luster. Fire conditions in the country have created unbreathable air conditions. CoCoRaHS Report from Station #Old Fort 4.5 S on 11/23/2016,"Fire, Plants & Wildlife, Society & Public Health, Water Supply & Quality","McDowell County, NC"
39048,"Yancey County, North Carolina, smoke in air, irritates eyes and breathing, low spring levels",12/20/16,11/23/16,11/23/16,"Sky is obscured by wildfire smoke.  There are 10+ wildfires in western North Carolina, the closest being about 22 miles south of here.  This is the most since I moved here about 10 years ago.  Smoke is sufficient to irritate the eyes in most people and affect breathing in some folks nearby. A creek near my property is flowing a little low, but is flowing.  My landlord (three miles west of here) had two springs dry up but his well is still fine.   I have measured less than one inch of rain in October and no rain in November so far. CoCoRaHS Report from Station #Burnsville 7.0 W on 11/23/2016","Fire, Society & Public Health, Water Supply & Quality","Yancey County, NC"
39049,"Watauga County, North Carolina, ponds dry, wildfire nearby",12/20/16,11/23/16,11/23/16,"Had two inches of rain on October 8th, no rain since them. Very dry, ponds have gone dry & 400 acre wildfire about four miles away. CoCoRaHS Report from Station #Blowing Rock 2.8 ENE on 11/23/2016","Fire, Water Supply & Quality","Watauga County, NC"
38903,Drought watch for Delaware River Basin in Pennsylvania,1/18/17,11/23/16,1/18/17,"The Pennsylvania Department of Environmental Protection issued a drought watch for the entire Delaware River Basin as the lack of rain continued to take a toll on water supplies.  The DEP previously declared drought watches in 26 eastern Pennsylvania counties and drought warnings for six counties.  Rainfall has been 75 percent below normal in eastern Pennsylvania in the last 90 days.Norristown Times Herald (Pa.), Nov. 25, 2016","Relief, Response & Restrictions, Water Supply & Quality","Berks County, PA, Bucks County, PA, Carbon County, PA, Chester County, PA, Delaware County, PA, Lackawanna County, PA, Lancaster County, PA, Lebanon County, PA, Lehigh County, PA, Luzerne County, PA, Monroe County, PA, Montgomery County, PA, Northampton County, PA, Philadelphia County, PA, Pike County, PA, Schuylkill County, PA, Wayne County, PA"
38877,"Stokes County, North Carolina, selling livestock, dead pasture",11/25/16,11/20/16,11/20/16,Have started selling off livestock no pasture left. CoCoRaHS Report from Station #Walnut Cove 1.5 ENE on 11/20/2016,Agriculture,"Stokes County, NC"
38878,"Ashe County, North Carolina, feeding hay, forest fires, dry springs",11/25/16,11/20/16,11/20/16,"Pasture grass running out early, will have to feed hay. Forest very dry, with forest fires in the region. Springs going dry. CoCoRaHS Report from Station #Creston 2.8 SW on 11/20/2016","Agriculture, Water Supply & Quality","Ashe County, NC"
38879,"Chester County, Pennsylvania, farm spring dried up, dry soil",11/25/16,11/20/16,11/20/16,Neighboring farm's spring house has dried up completely. Mud in the bottom is cracked and completely dry. Owners of this farm say this has only occurred once before in the history of their multi-generational ownership. They have cows and the spring house is/was barn water supply. CoCoRaHS Report from Station #Pottstown 5.9 SSW on 11/20/2016,"Agriculture, Water Supply & Quality","Chester County, PA"
38874,"Davidson County, Tennessee, wildfire smoke affecting air quality, animals seeking water leads to more roadkill, fire danger",11/25/16,11/20/16,11/20/16,"With only 0.2 inches of rain this week there has been no improvement in the drought.  The temperature did get down to 31 last night and tonight it will be down in the 20's so I am no longer watering any plants now.  I am putting water out for birds and small critters though.  Smoke from wildfires to our east brought poor air quality the first of the week. The winds moved back westerly though so that has cleared for now.  I have noticed a lot more of roadkill on the roads this week - I guess them out seeking water. Skunks, possums, raccoons, cats and unidentifiable.  We have another chance of rain this week and I just hope it comes.  The area is a tinder box with all the leaves on the ground now.  Kinda scary. CoCoRaHS Report from Station #Hermitage 3.2 SSW on 11/20/2016","Fire, Plants & Wildlife, Society & Public Health","Davidson County, TN"
38876,"Yancey County, North Carolina, wildfires burning, snow resorts making snow",11/25/16,11/20/16,11/20/16,"We got a trace of rain Saturday morning with the approaching cold front.   The birds seem to be drinking as much from the bird bath as they eat seed.   Saturday's front also brought strong winds.  And snow to the top of the Roan - which is on the North Carolina/Tennessee border.   The wildfires are still burning (and are southwest of us) with no end in sight, although our skies are not filled with smoke like last week.  With this severe drought, I'm wondering how much water it takes to make snow at our surrounding ski resorts.  Now that the temps have dropped, they are busy making snow. CoCoRaHS Report from Station #Burnsville 4.6 N on 11/20/2016","Fire, Tourism & Recreation","Yancey County, NC"
38875,"Macon County, North Carolina, Appalachian trail closed, large fires being fought",11/25/16,11/20/16,11/20/16,"No measurable rainfall has occurred since 10/22. Through November 16th, residents of western North Carolina haven't seen a Code Green air quality rating for 12 days. Most of the Appalachian trail here is closed. On Thursday the 17th, Mike Dueitt, Incident Commander [U.S.F.S.], noted that the forest service will have a presence in the region to monitor the 20 active fires likely into the spring. As of Sunday the 13th, all of the fires burning in WNC topped 24,929 acres. There were 20 crews, six helicopters, 50 engines, 10 dozers, four water tenders, and 757 personnel working around the clock to contain the blazes. They have a containment line around the entire fire which equates to about 42 miles. ""This region hasn't seen anything like this since a fire that burned around 10,000 acres in 1952,"" said Dueitt. Crews from 42 states have been fighting the fires. They have worked to protect 500-600 homes, and only one structure, a dilapidated building, had been lost. Only four injuries have been recorded in conjunction with the firefighting effort, and they have been minor. CoCoRaHS Report from Station #Franklin 3.4 ESE on 11/20/2016","Fire, Tourism & Recreation","Macon County, NC"
38887,"Mitchell County, North Carolina, dry streams, brown grass",11/25/16,11/19/16,11/19/16,"Very, very dry.  Springs, streams dry. Deep cover of dried, fallen leaves. Grass brown, desiccated.  Frequent strong winds creating deep drifts of leaves. Have not in 11 years seen this degree of drought. CoCoRaHS Report from Station #Bakersville 2.5 SE on 11/19/2016","Plants & Wildlife, Water Supply & Quality","Mitchell County, NC"
