Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
51648,"Phase II water emergency in St. Helena, California",03/24/2021,10/27/2020,03/24/2021,"New penalties will be imposed on St. Helena water customers who exceed their rations beginning May 1 as the Phase II water emergency continued.  The penalties must be approved at an upcoming April 13 council meeting. The city allocates 65 gallons per person daily, plus 2,500 gallons per month for outdoor use.  St. Helena’s Bell Canyon Reservoir is at 42% of capacity.Napa Valley Register (Calif.), March 24, 2021The Phase II water emergency remained in effect for St. Helena.  Bell Canyon Reservoir had an elevation of 400.11 feet, or about 40% of capacity.  Napa Valley Register (Calif.), March 10, 2021Drought and increased water demand for firefighting led St. Helena authorities to declare a Phase II water emergency and order mandatory rationing.  Bell Canyon Reservoir was at 38.8 percent of capacity after a year of meager rainfall yielding just 20 inches.  An unknown amount of water was also used to fight the LNU Lightning Complex and Glass fires.Napa Valley Register (Calif.), Oct 28, 2020","Relief, Response & Restrictions, Water Supply & Quality","Napa County, CA, Saint Helena, CA",
51647,"Drought, wildfire causes birds to adjust migratory path",11/02/2020,10/26/2020, ,"Drought and wildfires may be driving birds into different migratory routes as birds rarely seen in South Padre Island were making an appearance.  Some of the rare visitors were the painted redstart, Scott’s oriole, hermit warbler, broad-billed and calliope hummingbirds, and the Say’s phoebe, which were hundreds and even more than a thousand miles outside of their normal ranges far to the west.  Brownsville Herald (Texas), Oct 26, 2020",Plants & Wildlife,"Arizona, California, New Mexico, South Padre Island, TX",
51653,"Stage 1 drought restrictions in San Marcos, Texas",04/02/2021,10/25/2020,01/10/2021,"Stage 1 drought restrictions took effect in San Marcos on Oct. 25 as the Edwards Aquifer index well level fell below 660 feet above mean sea level.  San Marcos Corridor News (Texas), Oct 26, 2020","Relief, Response & Restrictions, Water Supply & Quality","San Marcos, TX",
51632,"Ban on outdoor burning in Austin, Texas",10/23/2020,10/22/2020, ,"A temporary ban on outdoor burning took effect for all Austin city parks, greenbelts and preserves, due to drought.  Patch Texas (Austin), Oct 22, 2020","Fire, Relief, Response & Restrictions","Austin, TX",
51635,"Water restrictions in Lebanon, New Hampshire",10/23/2020,10/22/2020, ,"Residents of Lebanon were prohibited from lawn and landscape watering during daytime hours after a level 1 moderate drought was declared.Valley News (West Lebanon, N.H.), Oct 22, 2020","Relief, Response & Restrictions, Water Supply & Quality","Lebanon, NH",
51616,"All outdoor water use banned in Attleboro, Massachusetts",12/16/2020,10/21/2020,12/03/2020,"The mayor of Attleboro lifted the ban on outdoor water use after 3 inches of rain fell, replenishing city reservoirs.The Sun Chronicle (Attleboro, Mass.), Dec. 3, 2020All outdoor water use in Attleboro was banned as of Oct. 21, due to ongoing drought and the Level-3 Critical Drought declaration.The Sun Chronicle (Attleboro, Mass.), Oct 19, 2020","Relief, Response & Restrictions, Water Supply & Quality","Attleboro, MA",
51630,"Construction project ahead of schedule in Bangor, Maine",10/23/2020,10/21/2020, ,"The construction of a new sewage storage tank along Bangor’s waterfront proceeded ahead of schedule, thanks to decreased traffic and a lower water table due to drought.  Bangor Daily News (Maine), Oct 21, 2020",Business & Industry,"Bangor, ME",
51629,Smaller pumpkins in Connecticut,10/23/2020,10/20/2020, ,"Pumpkins were smaller in Connecticut as farmers resorted to irrigation to compensate for the lack of rain.  NBC Connecticut (West Harford), Oct 20, 2020",Agriculture,"Hartford County, CT, Simsbury, CT",
53931,Stage 1 water restrictions for the Edwards Aquifer Authority in Texas,04/20/2021,10/16/2020,04/19/2021,"San Antonio remained in Stage 1 water restrictions, which began Oct. 16, 2020, but the pumping cut of 20% took effect in the latter part of March.  Outdoor watering with sprinklers is permitted once weekly.  Medina Lake, about 30 miles west of San Antonio, was at 36.3% capacity, compared to 72.7% one year ago.  The Edwards Aquifer Authority enacted 20% restrictions on groundwater pumping on March 24 after the 10-day average of the main index well in Bexar County fell below 660 feet above mean sea level.  Bexar, Atascosa, Caldwell, Comal, Guadalupe, Hays and Medina counties were affected by the restrictions.San Antonio Express-News (Texas), April 5, 2021","Relief, Response & Restrictions, Water Supply & Quality","Atascosa County, TX, Bexar County, TX, San Antonio, TX, Caldwell County, TX, Comal County, TX, Guadalupe County, TX, Hays County, TX, Medina County, TX",
53970,"Stage 1 drought restrictions in New Braunfels, Texas",04/22/2021,10/15/2020,04/19/2021,"New Braunfels Utilities officials anticipate a move from stage 1 to stage 2 drought restrictions by the end of April.  The 10-day average of the J-17 well within the Edwards Aquifer was 655.2-feet, which is about five feet above the trigger for Stage 2 drought restrictions.  New Braunfels has been in stage 1 restrictions since October 2020.Community Impact Newspaper (Pflugerville, Texas), April 11, 2021","Relief, Response & Restrictions, Water Supply & Quality","New Braunfels, TX",
51610,"City Utilities in Springfield, Missouri drawing from Stockton Lake",10/16/2020,10/14/2020, ,"Springfield City Utilities intended to begin pumping water from Stockton Lake to Fellows Lake to bolster one of the city’s primary water sources as severe drought affected the area.  Beginning sometime during the week of Oct. 12, 8 million gallons of water daily will be pumped into Fellows Lake, which has been dropping significantly in recent weeks.Springfield News-Leader (Mo.), Oct 10, 2020","Relief, Response & Restrictions, Water Supply & Quality","Springfield, MO",
51603,"Irrigation ban for Aquarion customers in Fairfield County, Connecticut",11/11/2020,10/14/2020,11/11/2020,"A mandatory watering ban remained in effect for Greenwich, Darien, Stamford, New Canaan and Westport as reservoirs remained low for Aquarion Water Co. customers.Greenwich Time (Conn.), Nov. 11, 2020The Aquarion Water Company announced an irrigation ban for its customers in Darien, Greenwich, New Canaan, Stamford and Westport.  Irrigation systems and sprinklers may no longer be used. Greenwich Time (Conn.), Oct. 14, 2020","Relief, Response & Restrictions, Water Supply & Quality","Darien, CT, Greenwich, CT, New Canaan, CT, Stamford, CT, Westport, CT",
51605,"Colorado State University reducing landscape irrigation in Fort Collins, Colorado",10/16/2020,10/12/2020, ,"Colorado State University ended all landscape irrigation using domestic water and voluntarily limited raw water irrigation as the city of Fort Collins urged water conservation.Colorado State University Source (Fort Collins), Oct 12, 2020","Relief, Response & Restrictions, Water Supply & Quality","Fort Collins, CO",
51609,"Eight water main breaks in Topeka, Kansas",10/16/2020,10/08/2020, ,"Topeka officials blamed drought and temperature fluctuations for eight water main breaks on Oct. 8.WIBW-TV 13 (Topeka, Kan.), Oct 9, 2020","Society & Public Health, Water Supply & Quality","Topeka, KS",
51608,"Reservoir unusable in Worcester, Massachusetts",10/16/2020,10/06/2020, ,"The City of Worcester stopped drawing water from the Quinapoxet Reservoir on Oct. 6 as the level was too low to pump water from it.  The reservoir, the city’s second largest, was at 100 percent capacity on June 1.  Worcester also draws from nine other reservoirs, which are also low.WFXT-TV Fox Channel 25 Boston (Mass.), Oct 15, 2020","Relief, Response & Restrictions, Water Supply & Quality","Worcester County, MA, Worcester, MA",
51590,"29 dry wells in York County, Maine",10/15/2020,10/02/2020, ,"Twenty-nine private wells were dry in York County as of Oct. 2, according to the Maine Emergency Management Agency.  Four were in coastal regions, one was in Kennebunk and three were in Wells.  Portland Press Herald (Maine), Oct. 8, 2020","Society & Public Health, Water Supply & Quality","York County, ME, Kennebunk, ME",
51589,"Water conservation urged in Worcester, Massachusetts",10/15/2020,10/02/2020, ,"Worcester residents were urged to conserve water by the mayor as the dry summer reduced reservoir levels to 64 percent of capacity.  Greenwich Time (Conn.), Oct. 2, 2020","Relief, Response & Restrictions, Water Supply & Quality","Worcester, MA",
51484,"Water restrictions in Fort Collins, Colorado",09/17/2020,10/01/2020,11/30/2020,"Water restrictions began in Fort Collins on Oct. 1 as the area faced extreme drought, the Cameron Peak Fire and an infrastructure repair project.  The restrictions were expected to last through about Nov. 30. 9News (Denver, Colo.), Sept 17, 2020","Relief, Response & Restrictions, Water Supply & Quality","Fort Collins, CO",
51554,"Smaller apples in Putnam County, New York",10/02/2020,09/30/2020, ,"A late spring frost and a dry summer led to smaller, more flavorful apples, noted an apple grower in Brewster, New York.AccuWeather (State College, Pa.), Sept 30, 2020",Agriculture,"Putnam County, NY, Brewster, NY",
51546,"High sodium level in water in Poughkeepsie, New York",10/01/2020,09/30/2020, ,"The Poughkeepsie Joint Water Board notified customers on severely restricted sodium diets that drought has resulted in an increase in sodium levels in the municipal water, due to reduced flows in the Hudson River.  Sodium levels have risen to more than 50 mg/L. 101.5 WPDH (Poughkeepsie, N.Y.), Sept 30, 2020","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Poughkeepsie, NY",
51542,"Duck pond nearly dry in Lubbock, Texas",10/01/2020,09/30/2020, ,"A duck pond in Lubbock was nearly dry, prompting residents to take steps to help the ducks, such as bringing kiddie pools, buckets of water and food.  The Llano Estacado Audubon society will capture and relocate the ducks when a suitable location is chosen.KLBK & KAMC-TV EverythingLubbock.com (Texas), Sept 30, 2020","Plants & Wildlife, Water Supply & Quality","Lubbock, TX",
51532,"State of emergency, high demand for well drilling in Copenhagen, New York",10/01/2020,09/29/2020, ,"Copenhagen officials declared a state of emergency with all three of its wells very low.  An area well driller was overwhelmed with calls for service.WWNY-TV 7 FOX 28 (Watertown, N.Y.), Sept. 29, 2020","Business & Industry, Relief, Response & Restrictions, Water Supply & Quality","Copenhagen, NY",
51529,"Last block of water leased to support Rio Grande River through Albuquerque, New Mexico",10/01/2020,09/29/2020, ,"The Rio Grande River through Albuquerque could run dry this fall if heat and drought persist.  The Bureau of Reclamation, along with the Interstate Stream Commission and the Middle Rio Grande Conservancy District leased the last block of water available to keep the river stable before winter.  OA Online (Odessa, Texas), Sept. 29, 2020","Relief, Response & Restrictions, Water Supply & Quality","Bernalillo County, NM, Albuquerque, NM",
51527,"Low corn, hay yields force farmers to purchase feed in Connecticut",09/30/2020,09/28/2020, ,"The Hartford area has received two-thirds of its normal precipitation for the year after a hot, dry summer, leaving 90 percent of pastures in very poor to poor condition.  Dairy farmers were seeking to purchase corn feed for their cattle as yields were down, due to the lack of rain.  Hay production was down also.Harford Courant (Conn.), Sept 28, 2020","Agriculture, Plants & Wildlife","Connecticut, Hartford, CT",
51547,"Outdoor water ban urged in Tiverton, Rhode Island",10/01/2020,09/27/2020, ,"The Stone Bridge Fire District in Tiverton urged a complete outdoor water ban since drought depleted the water supply.  Stafford Pond was 20 inches low.  WJAR-TV NBC 10 (Cranston, R.I.), Sept 27, 2020","Relief, Response & Restrictions, Water Supply & Quality","Tiverton, RI",
51550,Maine's oak trees stressed by drought produced many acorns,10/01/2020,09/27/2020, ,"Maine’s oak trees had a second consecutive heavy mast year, something that does not typically occur.  Experts say that drought is likely to blame for the abundance of acorns.  Some of the acorns were green and undeveloped, also indicating drought stress.Portland Press Herald (Maine), Sept 27, 2020",Plants & Wildlife,"Maine, Brunswick, ME, Scarborough, ME, Biddeford, ME",
53700,"Drought emergency in Lock Haven, Pennsylvania",12/02/2020,09/25/2020,02/28/2021,"Lock Haven has been in drought emergency for two months as its reservoirs declined.  The city entered stage three emergency as Ohl Reservoir fell 11.5 feet.  Keller Dam and Reservoir also had no water going over the spillway.By the state’s calculations, Lock Haven should have enough water to get through February 28, but the city engineers forecast a shortfall of 18 days.  The city requested that the Department of Environmental Protection reduce the conservation flow from the Keller Reservoir into McElhattan Creek by 45 percent to conserve water.Lock Haven Express (Pa.), Nov. 25, 2020","Relief, Response & Restrictions, Water Supply & Quality","Clinton County, PA, Lock Haven, PA",
51521,"More water hauling in Lewis County, New York",09/29/2020,09/24/2020, ,"With a precipitation deficit of 6 inches in Lewis County, many people were hauling water to keep water flowing from their faucets as wells run dry.WWNY-TV 7 FOX 28 (Watertown, N.Y.), Sept 24, 2020","Society & Public Health, Water Supply & Quality","Lewis County, NY, Boonville, NY",
51510,"Christmas trees lost to drought in Cape Elizabeth, Maine",09/24/2020,09/23/2020, ,"A Christmas tree grower near Cape Elizabeth lost dozens of trees planted in the spring as irrigation was not sufficient to keep the trees alive.WCSH-TV NBC 6 Portland (Maine), Sept 23, 2020","Agriculture, Plants & Wildlife","Cumberland County, ME, Cape Elizabeth, ME",
51517,"Water conservation advisories for Tompkins County, Ithaca, New York",09/24/2020,09/22/2020, ,"Tompkins County Health Department and the City of Ithaca issued water conservation advisories on Sept. 22 in response to moderate drought conditions.  Ithaca’s water source, Six Mile Creek, was flowing at roughly five cubic feet per second, slower than the typical flows for this time of year of 10 to 15 cfs.  Flow below four cfs is critical and would draw down the reservoir level.On Sept. 17, Cornell University issued a water use advisory as the flow of Fall Creek was low.Ithaca Journal (N.Y.), Sept 22, 2020","Relief, Response & Restrictions, Water Supply & Quality","Tompkins County, NY, Ithaca, NY",
51515,"Mandatory water restrictions in Bristol, Connecticut",10/08/2020,09/22/2020,10/07/2020,"Water conservation in Bristol slowed the decline in the city’s reservoirs, which were at about 53 percent of capacity on Oct. 7.  Voluntary restrictions began in August, and mandatory restrictions began on Sept. 22. The Bristol Press (Conn.), Oct 7, 2020Mandatory water restrictions took effect in Bristol as reservoirs fell below 60 percent of capacity.  Voluntary restrictions were not effective enough to avoid the mandatory restrictions, according to the superintendent of the Water and Sewer Department.NBC Connecticut (West Hartford, Conn.), Sept 22, 2020","Relief, Response & Restrictions, Water Supply & Quality","Bristol, CT",
51502,Connecticut Water asked customers to conserve,09/24/2020,09/22/2020, ,"Connecticut Water asked customers in Clinton, Guilford, Madison, Old Saybrook and Westbrook to curb water use by 10 percent, due to drought.  The water provider issued a drought advisory for its Connecticut shoreline customers in response to dry weather and increased demand.  NHRegister (New Haven, Conn.), Sept. 22, 2020","Relief, Response & Restrictions, Water Supply & Quality","Middlesex County, CT, Clinton, CT, New Haven County, CT",
51518,"Penn State community asked to conserve in State College, Pennsylvania",09/24/2020,09/22/2020, ,"The Penn State community was urged to limit shower times, report leaks and take other measures to reduce water use as Centre County was in a drought watch.  The Daily Collegian Online (State College, Penn.), Sept 22, 2020","Relief, Response & Restrictions, Water Supply & Quality","State College, PA",
51505,"Restrictions on outdoor water use in Attleboro, Massachusetts",09/24/2020,09/21/2020,10/20/2020,"Restrictions on outdoor water use began in Attleboro on Sept. 18.  Sprinklers may not be used between 8 a.m. and 6 p.m.The Sun Chronicle (Attleboro, Mass.), Sept. 21, 2020","Relief, Response & Restrictions, Water Supply & Quality","Attleboro, MA",
51514,"Insufficient water for fighting fires near New Boston, New Hampshire",09/24/2020,09/20/2020, ,"Some southern New Hampshire fire departments were having trouble with water access for firefighting.  New Boston firefighters had to get water from a nearby town for firefighting as New Boston’s 32 cisterns were not refilling quickly enough to offer enough water.  Rivers were too low to be of any use, and sometimes fire departments have had to purchase water from swimming pool companies to refill tanks.In addition, the drought meant that fires were burning deeper into the ground, making them more difficult to extinguish.WMUR-TV ABC 9 Manchester (N.H.), Sept 20, 2020","Fire, Water Supply & Quality","Hillsborough County, NH, New Boston, NH",
51513,"Corn lost to drought in Hampshire County, Massachusetts",09/24/2020,09/18/2020, ,"A Hampshire County farmer invested in new irrigation equipment, costing around $30,000, to cope with the summer drought.  A farm near Hadley lost nearly a quarter of its corn crop, due to drought.  The corn did not get very tall or produce ears, forcing the farmer to purchase 53 acres of corn from neighbors to feed his cattle.  The peach harvest began at a peach orchard near Whatley, but ended after two days as birds flocked to the peaches and pecked at them.Daily Hampshire Gazette (Northampton, Mass.), Sept 18, 2020","Agriculture, Plants & Wildlife, Water Supply & Quality","Hampshire County, MA, Granby, MA",
51474,"Not enough apples to donate near Presque Isle, Maine",09/17/2020,09/16/2020, ,"An apple grower near Presque Isle did not have enough apples to donate to a local food pantry this year as drought hindered production.WAGM (Presque Isle, Maine), Sept. 16, 2020","Agriculture, Society & Public Health","Aroostook County, ME, Presque Isle, ME",
51476,Hay production down in southern New Hampshire,09/17/2020,09/15/2020, ,"Hay production at a farm near the southern border of New Hampshire was down by 50 percent, leaving the livestock producer wondering where he will find hay to sustain his herd through the winter.  He anticipated having to cull more heavily than normal.  Apples grown on the farm were smaller than usual.   Just a few miles to the north, a hay grower reported that production was down by a third.  He found hay for sale in northern Vermont, adding transport costs to get the hay to his livestock, bringing the price to $14,000.Monadnock Ledger-Transcript (Peterborough, N.H.), Sept 15, 2020","Agriculture, Plants & Wildlife","Hillsborough County, NH, Wilton, NH",
51490,"Smaller apples, peaches in Hillsborough County, New Hampshire",09/18/2020,09/14/2020, ,"Apple growers in southern New Hampshire noted that fruit was smaller than usual after a dry summer.  Peaches were similarly small.Monadnock Ledger-Transcript (Peterborough, N.H.), Sept 14, 2020",Agriculture,"Hillsborough County, NH, Greenville, NH",
51478,Dry weather hurts pasture condition in Hawaii,09/17/2020,09/14/2020, ,"Pastures were dry on the Big Island near Waikii and Mana, with degraded conditions over the eastern slopes of Mauna Kea and lower slopes in parts of the Kau District.  Sections of a ranch in southwest Maui were unusable, due to a lack of rain for the past six weeks.Hawaii News Now KHNL/KGMB (Honolulu), Sept 14, 2020","Agriculture, Plants & Wildlife","Hawaii, Hawaii County, HI, Waikii, HI, Maui County, HI",
51479,"Drought devastated pumpkin patch in Andover, New York",09/17/2020,09/14/2020, ,"Drought devastated the pumpkin crop in Andover, leaving no pumpkins to sell.  The farm has no irrigation capability, and blossoms fell off the plants due to hot, dry weather.  Deer also consumed the pumpkins that survived the heat. The Steuben Courier Advocate (Corning, N.Y.), Sept 14, 2020","Agriculture, Relief, Response & Restrictions","Allegany County, NY, Andover, NY",
51485,Increased well drilling in Vermont,09/17/2020,09/14/2020, ,"Moderate drought in Vermont caused springs to stop running, wells were going dry and the public was warned to limit water use.  A well driller in Stockbridge reported that call volume was three times normal.  Another driller in Ascutney stated that his company had been busy drilling deeper wells.Valley News (West Lebanon, N.H.), Sept 14, 2020","Business & Industry, Relief, Response & Restrictions, Water Supply & Quality","Vermont, Windsor County, VT, Ascutney, VT",
51486,"Mandatory restrictions on outdoor watering in Enfield, New Hampshire",09/17/2020,09/14/2020, ,"Mandatory restrictions on outdoor watering began in Enfield on Sept. 14.Valley News (West Lebanon, N.H.), Sept 14, 2020","Relief, Response & Restrictions, Water Supply & Quality","Enfield, NH",
51493,Higher bear activity in northern Colorado,09/18/2020,09/12/2020, ,"Bear activity in Larimer, Weld, Broomfield and Boulder counties has increased significantly as the bruins prepare for winter hibernation by eating excessively.  Drought reduced the usual abundance of berries, leaving the bears to search for food in residential areas.New Country 99.1 (Windsor, Colo.), Sept 12, 2020",Plants & Wildlife,"Boulder County, CO, Broomfield County, CO, Larimer County, CO, Fort Collins, CO, Weld County, CO",
51470,"Water conservation advisory in Manchester, Connecticut",09/16/2020,09/11/2020, ,"A water conservation advisory was issued in Manchester as reservoirs fell to 69 percent of capacity.  Hartford Courant (Conn.), Sept. 11, 2020","Relief, Response & Restrictions, Water Supply & Quality","Manchester, CT",
51466,"Water restrictions in Rowley, Massachusetts",09/15/2020,09/10/2020, ,"The Rowley Water Department issued level 2 drought restrictions as a significant drought continued statewide, according to the Massachusetts Drought Management Task Force.  The Local News (Ipswich, Mass.), Sept 10, 2020","Relief, Response & Restrictions, Water Supply & Quality","Rowley, MA",
51465,"Water restrictions in Portsmouth, New Hampshire",09/15/2020,09/10/2020, ,"The Portsmouth Department of Public Works Water Division announced water use restrictions on Sept 10.  Lawn watering is only allowed on odd-numbered days.Seacoast Online (Portsmouth, N.H.), Sept 10, 2020","Relief, Response & Restrictions, Water Supply & Quality","Portsmouth, NH",
51459,"Reduction of 10 percent water use asked of residents of Farmington, New Mexico",12/17/2020,09/08/2020,12/09/2020,"Farmington officials opted to end the water shortage advisory, despite continued drought and low streamflow as the area was in exceptional drought.  The advisory began in early September, was lifted Dec. 8 and could be reintroduced in the spring if needed.Farmington Daily Times (N.M.), Dec. 9, 2020Residents in Farmington were asked to voluntarily curb their water use by 10 percent as drought persisted in the region.  The Farmington City Council approved the resolution implementing a stage one water shortage advisory unanimously.  Lake Farmington was 98 percent of capacity, but was falling by 0.15 to 0.3 percent daily.  The Animas River was flowing at 7 percent of normal.A fire ban remained in effect for Farmington.Farmington Daily Times (N.M.), Sept 9, 2020","Fire, Relief, Response & Restrictions, Water Supply & Quality","Farmington, NM",
51468,"Water conservation strongly encouraged in Panora, Iowa",09/15/2020,09/08/2020, ,"The low level of the Raccoon River was a concern for residents of Panora as the city operates a surface water plant that draws from the river, which was near a critical level.  While no water conservation order had been issued, the water plant superintendent strongly recommended water conservation.Raccoon Valley Radio (Perry, Iowa), Sept 8, 2020","Relief, Response & Restrictions, Water Supply & Quality","Panora, IA",
51464,"Stage 2 water restrictions in Pittsfield, Massachusetts",09/15/2020,09/04/2020, ,"Pittsfield entered stage 2 of its drought management plan, and officials warned that mandatory restrictions will be enacted in the next two weeks.News10 ABC (New Scotland, N.Y.), Sept 7, 2020","Relief, Response & Restrictions, Water Supply & Quality","Pittsfield, MA",
51471,"Burn ban in Marion County, Oregon",09/16/2020,09/04/2020, ,"Dry conditions and heat led Marion County fire officials to enact a city and countywide burn ban starting Sept. 4. All open burning and agricultural burning was prohibited.Salem Statesman-Journal (Ore.), Sept. 2, 2020","Fire, Relief, Response & Restrictions","Marion County, OR, Salem, OR",
51442,"Fruit, corn smaller in Harvard, Massachusetts",09/03/2020,09/03/2020, ,"Fruits, such as peaches and apples, were smaller in Harvard.  Corn was also smaller, due to drought.The Harvard Press (Mass.), Sept 3, 2020","Agriculture, Plants & Wildlife","Harvard, MA",
51435,"Extremely low water supply prompting calls for conservation in Winter Harbor, Maine",09/03/2020,09/02/2020, ,"Winter Harbor’s water supply was extremely low, prompting the water district to request that the public stop watering lawns and conserve as much as possible. WCSH-TV NBC 6 Portland (Maine), Sept 2, 2020","Relief, Response & Restrictions, Water Supply & Quality","Winter Harbor, ME",
51433,"Voluntary water conservation requested in New Britain, Connecticut",09/03/2020,09/02/2020, ,"Low reservoir levels prompted the mayor of New Britain to announce a water supply advisory, urging residents to voluntarily curb their water use.  Reservoirs were at 67 percent of capacity after a hot, dry summer.New Britain Herald (Conn.), Sept 2, 2020","Relief, Response & Restrictions, Water Supply & Quality","New Britain, CT",
51436,"Drought watch in Cohasset, Massachusetts",09/03/2020,09/01/2020, ,"A drought watch began in Cohasset on Sept. 1 as surface water supplies were affected.  A drought advisory for the town was originally issued on Aug. 11.John Guilfoil Public Relations (Georgetown, Mass.), Sept 1, 2020","Relief, Response & Restrictions, Water Supply & Quality","Cohasset, MA",
