Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
38878,"Ashe County, North Carolina, feeding hay, forest fires, dry springs",11/25/2016,11/20/2016,11/20/2016,"Pasture grass running out early, will have to feed hay. Forest very dry, with forest fires in the region. Springs going dry. CoCoRaHS Report from Station #Creston 2.8 SW on 11/20/2016","Agriculture, Water Supply & Quality","Ashe County, NC",
38879,"Chester County, Pennsylvania, farm spring dried up, dry soil",11/25/2016,11/20/2016,11/20/2016,Neighboring farm's spring house has dried up completely. Mud in the bottom is cracked and completely dry. Owners of this farm say this has only occurred once before in the history of their multi-generational ownership. They have cows and the spring house is/was barn water supply. CoCoRaHS Report from Station #Pottstown 5.9 SSW on 11/20/2016,"Agriculture, Water Supply & Quality","Chester County, PA",
38874,"Davidson County, Tennessee, wildfire smoke affecting air quality, animals seeking water leads to more roadkill, fire danger",11/25/2016,11/20/2016,11/20/2016,"With only 0.2 inches of rain this week there has been no improvement in the drought.  The temperature did get down to 31 last night and tonight it will be down in the 20's so I am no longer watering any plants now.  I am putting water out for birds and small critters though.  Smoke from wildfires to our east brought poor air quality the first of the week. The winds moved back westerly though so that has cleared for now.  I have noticed a lot more of roadkill on the roads this week - I guess them out seeking water. Skunks, possums, raccoons, cats and unidentifiable.  We have another chance of rain this week and I just hope it comes.  The area is a tinder box with all the leaves on the ground now.  Kinda scary. CoCoRaHS Report from Station #Hermitage 3.2 SSW on 11/20/2016","Fire, Plants & Wildlife, Society & Public Health","Davidson County, TN",
38876,"Yancey County, North Carolina, wildfires burning, snow resorts making snow",11/25/2016,11/20/2016,11/20/2016,"We got a trace of rain Saturday morning with the approaching cold front.   The birds seem to be drinking as much from the bird bath as they eat seed.   Saturday's front also brought strong winds.  And snow to the top of the Roan - which is on the North Carolina/Tennessee border.   The wildfires are still burning (and are southwest of us) with no end in sight, although our skies are not filled with smoke like last week.  With this severe drought, I'm wondering how much water it takes to make snow at our surrounding ski resorts.  Now that the temps have dropped, they are busy making snow. CoCoRaHS Report from Station #Burnsville 4.6 N on 11/20/2016","Fire, Tourism & Recreation","Yancey County, NC",
38875,"Macon County, North Carolina, Appalachian trail closed, large fires being fought",11/25/2016,11/20/2016,11/20/2016,"No measurable rainfall has occurred since 10/22. Through November 16th, residents of western North Carolina haven't seen a Code Green air quality rating for 12 days. Most of the Appalachian trail here is closed. On Thursday the 17th, Mike Dueitt, Incident Commander [U.S.F.S.], noted that the forest service will have a presence in the region to monitor the 20 active fires likely into the spring. As of Sunday the 13th, all of the fires burning in WNC topped 24,929 acres. There were 20 crews, six helicopters, 50 engines, 10 dozers, four water tenders, and 757 personnel working around the clock to contain the blazes. They have a containment line around the entire fire which equates to about 42 miles. ""This region hasn't seen anything like this since a fire that burned around 10,000 acres in 1952,"" said Dueitt. Crews from 42 states have been fighting the fires. They have worked to protect 500-600 homes, and only one structure, a dilapidated building, had been lost. Only four injuries have been recorded in conjunction with the firefighting effort, and they have been minor. CoCoRaHS Report from Station #Franklin 3.4 ESE on 11/20/2016","Fire, Tourism & Recreation","Macon County, NC",
38887,"Mitchell County, North Carolina, dry streams, brown grass",11/25/2016,11/19/2016,11/19/2016,"Very, very dry.  Springs, streams dry. Deep cover of dried, fallen leaves. Grass brown, desiccated.  Frequent strong winds creating deep drifts of leaves. Have not in 11 years seen this degree of drought. CoCoRaHS Report from Station #Bakersville 2.5 SE on 11/19/2016","Plants & Wildlife, Water Supply & Quality","Mitchell County, NC",
38834,Water conservation urged in northern New Jersey,11/18/2016,11/17/2016, ,"Twelve reservoirs in northern New Jersey were collectively hovering around 52 percent of capacity, although their typical storage is about 68 percent in mid-November.  A spokesman for the Department of Environmental Protection recommended that the public conserve.  South Jersey Times (Mullica Hill, N.J.), Nov. 17, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bergen County, NJ, Essex County, NJ, Hudson County, NJ, Hunterdon County, NJ, Mercer County, NJ, Middlesex County, NJ, Morris County, NJ, Passaic County, NJ, Somerset County, NJ, Sussex County, NJ, Union County, NJ, Warren County, NJ",
38832,"Hay, pasture land in northeastern Virginia stressed from lack of rain",11/18/2016,11/17/2016, ,"County agricultural officials in Virginia reported that while the dry weather was beneficial for the harvest, hay and pasture lands were stressed by the lack of rain.Washington Post (D.C.), Nov. 17, 2016","Agriculture, Plants & Wildlife","District of Columbia, DC, Arlington County, VA, Fairfax County, VA, Fauquier County, VA, Loudoun County, VA, Prince William County, VA",
38933,"Greene County, Tennessee, air quality poor",12/03/2016,11/16/2016,11/16/2016,Code red air quality for today. CoCoRaHS Report from Station #Mosheim 7.5 WSW on 11/16/2016,Society & Public Health,"Greene County, TN",
38824,"Fire danger, poor air quality hazards to citizens in Newton, North Carolina",11/17/2016,11/16/2016, ,"The Newton Fire Department warned citizens to exercise caution outdoors, due to poor air quality from area wildfires and the elevated fire danger.  Burn bans also remained in effect from the N.C. Forest Service and Catawba County.Hickory Daily Record (N.C.), Nov. 16, 2016","Fire, Relief, Response & Restrictions, Society & Public Health","Catawba County, NC, Newton, NC",
38823,"Water conservation requested in, around Hickory, North Carolina",11/17/2016,11/16/2016, ,"Water conservation was requested in and around Hickory because the community was in a Stage 1 Low Inflow Protocol, due to decreasing stream flows, lower ground water table and decreased lake storage level.  During Stage 1 LIP, water conservation was intended to range between three to five percent.  Towns affected by the conservation call include Conover, Claremont, Brookford, Catawba, Long View, parts of Alexander and Catawba counties, Icard Township Water Corporation and customers receiving water bills from Hickory.  Hickory Daily Record (N.C.), Nov. 16, 2016","Relief, Response & Restrictions, Water Supply & Quality","Alexander County, NC, Icard, NC, Catawba County, NC, Brookford, NC, Catawba, NC, Claremont, NC, Conover, NC, Hickory, NC, Longview, NC, Maiden, NC",
38822,Water conservation requested as Quabbin Reservoir in Massachusetts dipped below normal,11/17/2016,11/15/2016, ,"Below normal water levels in the Quabbin Reservoir prompted Massachusetts officials to urge residents of greater Boston to conserve water.  On Nov. 15, the Massachusetts Water Resources Authority announced that the Quabbin Reservoir held less than 80 percent of capacity.  The 39-square mile Quabbin holds 412 billion gallons of water when at capacity.Greenwich Time (Conn.), Nov. 16, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bristol County, MA, Essex County, MA, Middlesex County, MA, Cambridge, MA, Lowell, MA, Norfolk County, MA, Quincy, MA, Plymouth County, MA, Suffolk County, MA, Boston, MA, Worcester County, MA, Worcester, MA, Providence County, RI, Providence, RI",
38833,"Low waters leading to boat ramp closures at lakes Wylie, Norman in North Carolina",11/18/2016,11/15/2016, ,"Drought has lowered water levels on lakes Wylie and Norman, causing Duke Energy to close boat ramps as they become unusable.  Some ramp closures were announced on Nov. 15, with the possibility of remaining ramps being closed by the week’s end.  On Lake Wylie, most ramps were closed, but the ramps at Nivens Creek Access Area were still open.Seven boat ramps at Lake Norman were also closed.WFAE-FM 90.7 (Charlotte, N.C.), Nov. 15, 2016","Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Catawba County, NC, Iredell County, NC, Lincoln County, NC, Mecklenburg County, NC, York County, SC",
38797,Fire ban in George Washington and Jefferson National forests in Virginia,12/07/2016,11/15/2016,12/07/2016,"Recent rainfall led the U.S. Forest Service to lift the burn ban.Roanoke Times (Va.), Dec. 7, 2016A fire ban for George Washington and Jefferson National Forests means that visitors may not build, maintain or use fire outside of campgrounds and day use areas, due to ongoing drought.Roanoke Times (Va.), Nov. 15, 2016","Fire, Relief, Response & Restrictions","Letcher County, KY, Pike County, KY, Alleghany County, VA, Amherst County, VA, Augusta County, VA, Bath County, VA, Bedford County, VA, Bland County, VA, Botetourt County, VA, Carroll County, VA, Craig County, VA, Dickenson County, VA, Giles County, VA, Grayson County, VA, Highland County, VA, Montgomery County, VA, Nelson County, VA, Page County, VA, Pulaski County, VA, Roanoke County, VA, Rockbridge County, VA, Rockingham County, VA, Scott County, VA, Shenandoah County, VA, Smyth County, VA, Tazewell County, VA, Washington County, VA, Wise County, VA, Wythe County, VA, Hampshire County, WV, Hardy County, WV, Monroe County, WV, Pendleton County, WV",
38934,"Dyer County, Tennessee, dusty, burn ban in place",12/03/2016,11/15/2016,11/15/2016,"Very dry, very dusty, needing rain bad. Burn ban in place. CoCoRaHS Report from Station #Newbern 6.5 SE on 11/15/2016",Fire,"Dyer County, TN",
38821,"Smoke hung in air in Parsippany, New Jersey",11/17/2016,11/15/2016, ,"Dry conditions fueled fires in Wawayanda State Park in Sussex and Passaic counties and Harriman State Park in Rockland County, New York.  The strong smell of smoke permeated the air, alarming Parsippany residents.  Morris County Daily Record (N.J.), Nov. 15, 2016","Fire, Society & Public Health","Passaic County, NJ, Sussex County, NJ, Rockland County, NY",
38936,"Wayne County, Pennsylvania, swamp completely dry",12/03/2016,11/15/2016,11/15/2016,On the weekend I walked through a swamp that is always wet.  You normally need hip boots to walk in it but this time you could not find any water even if you used sandals on your feet.  There was no mast crop this year in this swamp.  No squirrels or no signs of deer were found. CoCoRaHS Report from Station #Canaan - 11 on 11/15/2016,"Plants & Wildlife, Water Supply & Quality","Wayne County, PA",
38943,"Jackson County, North Carolina, water use restrictions, feeding hay to sheep, burning bans in effect",12/03/2016,11/14/2016,11/14/2016,"For a month, am having to feed hay to my sheep. State and local burning bans in effect, several uncontrolled wildfires in the county. Water use restrictions in effect in nearby municipalities. I use a private spring which is still doing OK. CoCoRaHS Report from Station #Tuckasegee 4.2 E on 11/14/2016","Agriculture, Fire, Relief, Response & Restrictions, Water Supply & Quality","Jackson County, NC",
50931,"Burn ban in middle, eastern Tennessee",04/30/2020,11/14/2016,12/15/2016,"Gov. Bill Haslam announced a burn ban for 51 counties in Middle and Eastern Tennessee, due to ongoing drought and wildfires. The Tennessean (Nashville, Tenn.), Nov. 14, 2020","Fire, Relief, Response & Restrictions","Tennessee, Anderson County, TN, Bedford County, TN, Bledsoe County, TN, Blount County, TN, Bradley County, TN, Campbell County, TN, Cannon County, TN, Carter County, TN, Cheatham County, TN, Claiborne County, TN, Clay County, TN, Cocke County, TN, Coffee County, TN, Cumberland County, TN, Davidson County, TN, DeKalb County, TN, Dickson County, TN, Fentress County, TN, Franklin County, TN, Giles County, TN, Grainger County, TN, Greene County, TN, Grundy County, TN, Hamblen County, TN, Hamilton County, TN, Hancock County, TN, Hawkins County, TN, Hickman County, TN, Houston County, TN, Humphreys County, TN, Jackson County, TN, Jefferson County, TN, Johnson County, TN, Knox County, TN, Lawrence County, TN, Lewis County, TN, Lincoln County, TN, Loudon County, TN, Macon County, TN, Marion County, TN, Marshall County, TN, Maury County, TN, McMinn County, TN, Meigs County, TN, Monroe County, TN, Montgomery County, TN, Moore County, TN, Morgan County, TN, Overton County, TN, Perry County, TN, Pickett County, TN, Polk County, TN, Putnam County, TN, Rhea County, TN, Roane County, TN, Robertson County, TN, Rutherford County, TN, Scott County, TN, Sequatchie County, TN, Sevier County, TN, Smith County, TN, Stewart County, TN, Sullivan County, TN, Sumner County, TN, Trousdale County, TN, Unicoi County, TN, Union County, TN, Van Buren County, TN, Warren County, TN, Washington County, TN, Wayne County, TN, White County, TN, Williamson County, TN, Wilson County, TN",
38942,"Dyer County, Tennessee, dusty, low pond levels, fire ban in place",12/03/2016,11/14/2016,11/14/2016,"Very dusty, farm ponds well below normal, fire bans in place. CoCoRaHS Report from Station #Newbern 6.5 SE on 11/14/2016","Agriculture, Fire, Relief, Response & Restrictions","Dyer County, TN",
38940,"Lee County, Virginia, low water levels, forest fires",12/03/2016,11/14/2016,11/14/2016,"Streams, rivers running low. Just 0.29"" rainfall so far this month following just 0.56"" last month. Numerous forest fires in area as well. CoCoRaHS Report from Station #Jonesville 3.1 WSW on 11/14/2016","Plants & Wildlife, Water Supply & Quality","Lee County, VA",
38954,"Madison County, North Carolina, Christmas trees, fields, pastures dry, low water levels, burn ban",12/06/2016,11/14/2016,11/14/2016,"We continue to be very dry with only 0.03 inches of rain this month.  Pastures and Christmas tree fields on our farm are very dry.  Water levels in creeks and springs are continuing to drop.  There is a burn ban in effect, a red air quality alert due to smoke drifting over from fires in other areas of western North Carolina. CoCoRaHS Report from Station #Marshall 15.1 NNE on 11/14/2016","Agriculture, Fire, Relief, Response & Restrictions","Madison County, NC",
38956,"Greene County, Tennessee, forest fires",12/06/2016,11/14/2016,11/14/2016,Many forest fires in neighboring counties. CoCoRaHS Report from Station #Mosheim 7.5 WSW on 11/14/2016,Fire,"Greene County, TN",
38965,"Henderson County, North Carolina, poor air quality, fires raging",12/08/2016,11/13/2016,11/13/2016,"Twenty fires covering about 20,000 acres are burning in the extremely dry forest within 40 miles of our home. Twelve hundred men and women are fighting those fires. Air quality over the past week has been very poor. CoCoRaHS Report from Station #Hendersonville 4.6 WSW on 11/13/2016","Fire, Society & Public Health","Henderson County, NC",
38960,"Chester County, Pennsylvania, dying vegetation, low water levels",12/08/2016,11/13/2016,11/13/2016,"My many mature hydrangeas are dying from lack of water. Leaves stay wilted now all the time. Watering helps for only a day or two. It appears as though at least one of them will not make it through this winter. My 500 gallon koi pond needs to be filled every two weeks. This was not the case in previous fall months. The pond is supplied by rain water only and is shaded from the hot afternoon sun. we had only 1.4 inches in October.  The ground is very hard making planting fall bulbs difficult if not impossible. By the end of August the hostas had died back completely, they normally stay around into the fall season becoming yellow then finally dying off by first frost. CoCoRaHS Report from Station #Pottstown 5.9 SSW on 11/13/2016","Plants & Wildlife, Water Supply & Quality","Chester County, PA",
