field_1,id_str,from_user,text,user_locat,date,lat_o,lon_o
"10524",822665504754110464.000000000000000,UnsolvedRHYME,"*
beauty and majesty return
after a 50 year #drought!
thank you:
trumps
pences
oh, and thank you, #god! https://t.co/xva1bjfeq2",republic of texas,2017-01-21,29.727061200000001,-94.961594000000005
"10525",822671803759869952.000000000000000,LeBlossommm,@carljohnn imagine eating a pack of ritz crackers with dry mouth and no drank. #drought,"san antonio, tx",2017-01-21,29.424121899999999,-98.493628200000003
"10526",822672577579585536.000000000000000,LeBlossommm,@carljohnn look in between the crack of your thumb. #drought,"san antonio, tx",2017-01-21,29.424121899999999,-98.493628200000003
"10527",823966557277548544.000000000000000,KingsWater,@countyoftulare @selfhelpent secure state money to start a new water system in #cadrought-stricken monson https://t.co/ogw61v5ywg #cawater,greater fresno area,2017-01-24,29.570273400000001,-95.428233700000007
"10528",823905473095155712.000000000000000,UTRWD,"native plants are able to thrive in #drought &amp; need far less water &amp; fertilization than non-natives!� https://t.co/7hkgatfkn0","lewisville, tx",2017-01-24,33.046233000000001,-96.994174000000001
"10529",824391195400957952.000000000000000,BroseJose,"foliage is green &amp; potholes are numerous....  #la?? #whenitrains #itsbeenawhile #drought",sa/atx/san marcos,2017-01-25,29.883274900000000,-97.941394099999997
"10530",824747474434789376.000000000000000,poppistol,#tbt forest fire woods shooting music video with @danielazaazaa #same #animalprisms #drought� https://t.co/l1wo4iwjkt,san antonio tx,2017-01-26,29.424121899999999,-98.493628200000003
"10531",824664099283951616.000000000000000,wxmanvic,a new #usdm released today. the country is free of d4/exceptional drought for first time since 3/29/2011. #drought https://t.co/xcgsolabup,"fort worth, tx",2017-01-26,32.755488300000003,-97.330765799999995
"10532",825025843416141824.000000000000000,keithneisler,the latest the keith neisler daily! https://t.co/7wseryc9pu thanks to @tprcinema @annieshreff @mediafunders #travel #cadrought,"san antonio, texas",2017-01-27,29.424121899999999,-98.493628200000003
"10533",826243264235855872.000000000000000,hayden_pittman,#drought,"burleson, tx",2017-01-31,32.542082100000002,-97.320849199999998
"10534",827215344204816384.000000000000000,KingsWater,local kings river basin officials - #drought isn't over https://t.co/eoqrdvgecf via @hanfordsentinel #kingsriver #groundwater,greater fresno area,2017-02-02,29.570273400000001,-95.428233700000007
"10535",827635026984574976.000000000000000,TexasFarmBureau,"#drought increases in valley, lower coastal bend (via @twdb): https://t.co/7krupyzzin. #txdrought #txwater https://t.co/hi634rg176","waco, tx",2017-02-03,31.549333000000001,-97.146669500000002
"10536",828492427791056896.000000000000000,heralddemocrat,"recent rains spell relief to #drought conditions, #waterboard says https://t.co/qhs5isdknp https://t.co/ivpcbhgdit","sherman, tx",2017-02-06,33.635661800000001,-96.608880499999998
"10537",829082315812904960.000000000000000,SteveLaNore,another county now under a burn ban: fannin county added today. #texomawx #txdrought https://t.co/c9mxkksg60,"sherman, tx",2017-02-07,33.635661800000001,-96.608880499999998
"10538",829082211450236928.000000000000000,SteveLaNore,another county now under a burn ban: fannin county added today. #texomawx #txdrought https://t.co/uzzxmlvm3o,"sherman, tx",2017-02-07,33.635661800000001,-96.608880499999998
"10539",829726645514797056.000000000000000,SpiveyWeather,"after 21 days w/o rainfall, the area of extreme #drought has been expanded into fannin co. we should see rain soon! https://t.co/j3ucdaadrq","denison, tx",2017-02-09,33.755659299999998,-96.536658000000003
"10540",830155583382708224.000000000000000,ConstantiaUSA,"wow, just wow! lake #berryessa is almost full in 2017! feb 10 drone video report for the... https://t.co/0etdphe3sw #cadrought #weather ??","davis, ca aka the magic bubble",2017-02-10,33.140127000000000,-96.105014999999995
"10541",830108103018414080.000000000000000,PioneerTanks_NA,what does @countyofsonoma require for fire protection? https://t.co/1tfveppnoh #water #fireprevention #drought #firesafety #firewatch #safe,"san marcos, tx",2017-02-10,29.883274900000000,-97.941394099999997
"10542",830235024481988608.000000000000000,MySAWS,"""sinking land causes #cali #water chokepoint"" https://t.co/yah9ukqnua @circleofblue #drought #aqueduct https://t.co/tsauugbzq3","san antonio, texas",2017-02-11,29.424121899999999,-98.493628200000003
"10543",830465809143177216.000000000000000,JohnHonore,just like texas. feast or famine. #drought #floods #cawx #txwx #climate https://t.co/w43uqu1kl2,"san antonio, tx",2017-02-11,29.424121899999999,-98.493628200000003
"10544",831099808882503680.000000000000000,JohnKAUZweather,"by the time rain comes to an end #tuesday evening, much of texoma could land nearly two inches of rain. that helps keep #drought away.","wichita falls, tx",2017-02-13,33.913708499999998,-98.493387299999995
"10545",831596161286877184.000000000000000,WCoffeeResearch,"robusta�it's ""robust"" but not invincible. why we are breeding #coffee plants for #drought tolerance. #climatechange https://t.co/k6mhd6vmba","college station, tx",2017-02-14,30.627977000000001,-96.334406799999996
"10546",831617719074119680.000000000000000,ClimateNewsCA,"let's compare #drought!
left: january 2017, co2 @ 406ppm
right: january 1934, co2 @ 310ppm
#climate #climatechange� https://t.co/nlsdd4nqvw",earth,2017-02-14,34.233137300000003,-102.410749300000006
"10547",831417708117778432.000000000000000,balloon_wanted,"waitingroom live: #jangjoon x #youngtaek - #drought (#??) (#wproject) @woollim_ent
https://t.co/kvwq5pstfh",thin air,2017-02-14,29.498697900000000,-98.554425300000005
"10548",831962578935042048.000000000000000,inhouseplumbing,"texas lake levels are critical! conserve water so we can continue to enjoy these lakes!
#texas #texaswater� https://t.co/ecssf3ajra","garland, tx",2017-02-15,32.912624000000001,-96.638883300000003
"10549",831967571758886912.000000000000000,CorridorNews,#update : @cityofbudatx lifts stage 1 #drought restrictions https://t.co/n9l1iywvfy,"hays county, tx",2017-02-15,30.053760700000002,-98.002889199999998
"10550",832331349876891648.000000000000000,LifeOnThinIce,"low reservoir level due to lengthy #drought, followed by rapid filling -&gt; #orovilledam faces seismic risk. https://t.co/7duyg6zmih @temblor",earth,2017-02-16,34.233137300000003,-102.410749300000006
"10551",832107624665583616.000000000000000,ClimateNewsCA,"u.s % area in #drought
exceptional drought = 0%
extreme drought = 0.34%
severe drought = 3.40%
not in drought = 70%� https://t.co/jjpotgbb5i",earth,2017-02-16,34.233137300000003,-102.410749300000006
"10552",832745200682426368.000000000000000,jamesdecker2006,"lake stamford filled up completely, from historic lows, thanks in large part to #cloudseeding. #westtexas #drought https://t.co/nlj9m6bv2e","stamford, texas",2017-02-18,32.945387400000001,-99.802870900000002
"10553",833293843428757504.000000000000000,carinainsd,"@weatherzach yuck, it's cooler and rainier back home in #sandiego. we brought the #drought w/us!????",#heavenonearth,2017-02-19,29.617325000000001,-95.538234000000003
"10554",833679541268774912.000000000000000,liza_lymayoung,#lakeberryesa #cadrought / they pay for so many reports in #calufornia...how about the fricking #weatherreport ?� https://t.co/vurett8ssb,earth,2017-02-20,34.233137300000003,-102.410749300000006
"10555",833772515969208320.000000000000000,garshlick,@wayfaringsarahh right? but how? lol #college #drought,pale blue dot,2017-02-20,29.760108200000001,-95.365610700000005
"10556",833708356414144512.000000000000000,heralddemocrat,#drought conditions worsen in #fannincounty #waterboard says https://t.co/xbb8lgm4uy https://t.co/a60pegzb5o,"sherman, tx",2017-02-20,33.635661800000001,-96.608880499999998
"10557",834034203922571264.000000000000000,ConstantiaUSA,"@invincible1555 i know, what can i say... but this climate change is possibly causing the #cadrought, and now we too were getting in ??mode.","davis, ca aka the magic bubble",2017-02-21,33.140127000000000,-96.105014999999995
"10558",834112570806169600.000000000000000,Diva_Polly,@jcburrows_ i know #drought,earth,2017-02-21,34.233137300000003,-102.410749300000006
"10559",834405865268662272.000000000000000,NorthPlainsGCD,"@isgpforum talking about #water &amp; #drought. follow them to see and hear about #waterconservation. let's all work to� https://t.co/fuxqttjmt2",northern texas panhandle,2017-02-22,35.661445999999998,-101.387715000000000
"10560",835142902347104256.000000000000000,gratrlandscapes,looking for a little spring revival? ? via @archdigest ?? #texas #norainnogain #drought #seasons #thirsty� https://t.co/djtrapibmg,"san antonio, tx",2017-02-24,29.424121899999999,-98.493628200000003
"10561",835868348017672192.000000000000000,NitaLowrey,tell your members of congress to help birds survive devastating #drought. take action with the @audubonsociety: https://t.co/t9nprfeytb,"denton, tx",2017-02-26,33.214841200000002,-97.133068300000005
"10562",836009974312677376.000000000000000,Situation_JB,need. rn ?? #drought brazy https://t.co/3vfg7zyfy8,"the land, 302",2017-02-27,29.306020300000000,-95.266664399999996
"10563",837344001585999872.000000000000000,julietomascik,usda designates 14 #texas counties as natural disaster areas: https://t.co/w5tojqw90k. #txwx #drought,central texas,2017-03-02,31.427404400000000,-94.808543499999999
"10564",837328904079753216.000000000000000,TexasFarmBureau,usda designates 14 #texas counties as natural disaster areas: https://t.co/jjimp4h6hh. #txwx #drought,"waco, tx",2017-03-02,31.549333000000001,-97.146669500000002
"10565",837761324474052608.000000000000000,KBTXShel,categories and correlating impacts of the #drought monitor. #txwx2017 https://t.co/ykdl856lvn,"bryan/college station, tx",2017-03-03,30.825147000000001,-96.492979700000006
"10566",837762902539001856.000000000000000,KBTXShel,"experimental, hi-res texas #drought map https://t.co/v2easwfkth #txwx2017","bryan/college station, tx",2017-03-03,30.825147000000001,-96.492979700000006
"10567",837762133140078592.000000000000000,KBTXShel,"latest texas #drought monitor -- abnormally dry conditions creeping near parts of milam, robertson, :leon, &amp; san ja� https://t.co/bwsphmu0ib","bryan/college station, tx",2017-03-03,30.825147000000001,-96.492979700000006
"10568",837760305853841408.000000000000000,KBTXShel,"texas state climatologist &amp; @tamu professor dr. n-g takes the stage to talk texas #drought monitor #txwx2017 https://t.co/ffisxyqtar","bryan/college station, tx",2017-03-03,30.825147000000001,-96.492979700000006
"10569",837499848312107008.000000000000000,JesseWFAA,"despite rain we've had...#drought still there. not a drastic change from last week, but we can't afford a dry spell! https://t.co/c7qemy2yfk","dallas, texas",2017-03-03,32.776664199999999,-96.796987900000005
"10570",837499755156684800.000000000000000,wfaaweathertoo,"despite rain we've had...#drought still there. not a drastic change from last week, but we can't afford a dry spell! https://t.co/i9hbag1uom","dallas, tx",2017-03-03,32.776664199999999,-96.796987900000005
"10571",837499733925117952.000000000000000,wfaaweather,"despite rain we've had...#drought still there. not a drastic change from last week, but we can't afford a dry spell! https://t.co/jxjdppmhqq","dallas, tx",2017-03-03,32.776664199999999,-96.796987900000005
"10572",837499824010330112.000000000000000,ColleenWeather,"despite rain we've had...#drought still there. not a drastic change from last week, but we can't afford a dry spell! https://t.co/sitlljrgcc","dallas, tx",2017-03-03,32.776664199999999,-96.796987900000005
"10573",838144226596700160.000000000000000,WesleyAPEX,lake corpus christi and choke canyon lake should rise nicely #txwx #weather #drought https://t.co/nhepsrenxq https://t.co/j66xw3rioh,"dallas, tx",2017-03-04,32.776664199999999,-96.796987900000005
"10574",838061155956424704.000000000000000,danielkpearson,conditions very different today at the top end of the walker river basin... as compared to this image from 2015.� https://t.co/hef69omnps,"martindale, tx",2017-03-04,29.845499400000001,-97.840836400000001
"10575",838496858452393984.000000000000000,heralddemocrat,#drought conditions #improve in #fannincounty water board says https://t.co/nmy4efywp3 https://t.co/s6tgebzgis,"sherman, tx",2017-03-05,33.635661800000001,-96.608880499999998
"10576",838837206819143680.000000000000000,Geostrophic,these are drought monitor maps for ca since january 2016. the rate of #drought relief since december 2016 has been� https://t.co/qkozojyqb6,"fort worth, tx",2017-03-06,32.755488300000003,-97.330765799999995
"10577",838646833069060096.000000000000000,WeatherNation,the oroville spillway after the flood gates were closed.  #drought #cawx #water #power https://t.co/5xqs9z4llk,watch live:,2017-03-06,30.270250999999998,-97.740253999999993
"10578",838913144282054656.000000000000000,daibyday,for more: wayuu calamity shines a light on #colombia's forgotten rural poor https://t.co/yzwo8sx2pw #drought #climatechange,earth,2017-03-07,34.233137300000003,-102.410749300000006
"10579",839162593939972096.000000000000000,_AGROECOLOGIA,the agroecology daily j� saiu! https://t.co/x6hatlfjug gra�as a @gardenkimbourne @brillianto_biz @adutke #drought #food,earth,2017-03-07,34.233137300000003,-102.410749300000006
"10580",839280869324042240.000000000000000,peledror,#drought #usa @marcorubio #trump did you hear about climate change? https://t.co/kwcqlxjfrt,holiday,2017-03-08,29.464202600000000,-94.606502500000005
"10581",839276710830956544.000000000000000,peledror,"#trump needs to think about what he lives behind for his grandkids
#floods
#drought
#racism
#antisemitism https://t.co/wo2e21eltm",holiday,2017-03-08,29.464202600000000,-94.606502500000005
"10582",839856755932868608.000000000000000,SpiveyWeather,"it's been a relatively dry two weeks. unfortunately, #drought has worsened over texoma. but we should see rain soon! https://t.co/cgcn0v1gjz","denison, tx",2017-03-09,33.755659299999998,-96.536658000000003
"10583",839868408212541440.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-03-09,33.577863100000002,-101.855166499999996
"10584",840279907045367808.000000000000000,ChristianAidIrl,today's #countyourblessings reflection invites us to think about #drought. download your lent resource here: https://t.co/zbq41u2xu6,belfast and dublin,2017-03-10,32.093160300000001,-98.349690300000006
"10585",840030505210912768.000000000000000,KBTXShel,"weekend rain may dampen plans, but could be used for rim counties. abnormally dry conditions spreading via latest� https://t.co/dqpgciffhn","bryan/college station, tx",2017-03-10,30.825147000000001,-96.492979700000006
"10586",841127292554399744.000000000000000,F3nws,"https://t.co/qlxe4gb8xy  #drought declared in more southern queensland regions after hot, dry summer - abc online #news",earth,2017-03-13,34.233137300000003,-102.410749300000006
"10587",841309181739180032.000000000000000,NorthPlainsGCD,"""the same forces causing la paz�s #drought are taking their toll on the planet, including america"" #water #conserve. https://t.co/vcxybjfw2p",northern texas panhandle,2017-03-13,35.661445999999998,-101.387715000000000
"10588",841440889792786432.000000000000000,PatrickH20scape,@vintagetexas drought #today flood #yesterday. #drought is a guarantee just when and where,"dallas, tx",2017-03-14,32.776664199999999,-96.796987900000005
"10589",841654148575576064.000000000000000,TexasFarmBureau,#drought conditions have expanded in parts of #texas. #txdrought https://t.co/1sli2mbrk4,"waco, tx",2017-03-14,31.549333000000001,-97.146669500000002
"10590",842371768291622912.000000000000000,UTRWD,and just like that moderate #drought conditions are back in #denton county! lakes are still full - - be #water wise� https://t.co/c0at9q8nku,"lewisville, tx",2017-03-16,33.046233000000001,-96.994174000000001
"10591",842464692983463936.000000000000000,UTRWD,preparing for the next #drought means being wise and efficient with what we have now. #txwater #conservation https://t.co/xgo5xph9k3,"lewisville, tx",2017-03-16,33.046233000000001,-96.994174000000001
"10592",842354855947735040.000000000000000,SneakerWonk,saving lives by predicting #globaldrought by @bberwyn https://t.co/imtlnyssbi #climatechange #environment #news #drought #disasters #climate,"longview, tx",2017-03-16,32.500703700000003,-94.740489100000005
"10593",842389996300460032.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-03-16,33.577863100000002,-101.855166499999996
"10594",842398829974556672.000000000000000,MySAWS,"""tx #wildfire damages estimated to be at least $21 million"" https://t.co/oqe1b5tqp3 @mysa #panhandle #drought� https://t.co/6gek6xhhu5","san antonio, texas",2017-03-16,29.424121899999999,-98.493628200000003
"10595",842472459077140480.000000000000000,lovejacobswell,"@twdb water weekly for the week of 03/13/17
find out #water conditions #drought and #forecast for your area!� https://t.co/f6xhvcahy8","wimberley, tx",2017-03-16,29.997436199999999,-98.098620400000001
"10596",843697618098290688.000000000000000,heralddemocrat,#drought conditions spread in #redrivervalley https://t.co/mmowapejpv https://t.co/ibcvu2bylf,"sherman, tx",2017-03-20,33.635661800000001,-96.608880499999998
"10597",844898074602455040.000000000000000,KBTXShel,"#drought monitor: abnormally dry conditions spreading ne-&gt;sw across brazos valley. now in place for #bcstx. moderat� https://t.co/ojkduqgdtw","bryan/college station, tx",2017-03-23,30.825147000000001,-96.492979700000006
"10598",844898305121406976.000000000000000,KBTXShel,"for comparison, last week vs this week #drought monitor shows dry conditions moving into robertson, brazos, &amp; san j� https://t.co/2wwmsswgby","bryan/college station, tx",2017-03-23,30.825147000000001,-96.492979700000006
"10599",844911136202018816.000000000000000,UTRWD,#denton county completely overtaken in moderate #drought conditions - sign up to receive weekly lawn watering advic� https://t.co/ruiv69eqgr,"lewisville, tx",2017-03-23,33.046233000000001,-96.994174000000001
"10600",844926725347688448.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-03-23,33.577863100000002,-101.855166499999996
"10601",845668001412255744.000000000000000,MySAWS,"#damianita: a #drought-mocking native that brings bright color &amp; #butterflies!
https://t.co/arro4i3yw5� https://t.co/csib9s1cep","san antonio, texas",2017-03-25,29.424121899999999,-98.493628200000003
"10602",846454279540015104.000000000000000,heralddemocrat,#drought conditions persist in #texoma https://t.co/hmlgzwstbi https://t.co/2lnx3omou0,"sherman, tx",2017-03-27,33.635661800000001,-96.608880499999998
"10603",846829862379651072.000000000000000,MasterMeterInc,"here's what to expect when #water leaves town. hint: it's not very promsing.
#waterconservation
#drought https://t.co/gkyk1xr7rr","mansfield, texas",2017-03-28,32.563192399999998,-97.141676799999999
"10604",846716758870441984.000000000000000,TexasFarmBureau,"dry conditions are creeping back in. 38% of #texas is abnormally dry &amp; 8% is officially in #drought. #txdrought https://t.co/2sh3knmqh0","waco, tx",2017-03-28,31.549333000000001,-97.146669500000002
"10605",847170172607717376.000000000000000,marissa08xo,it has been 2 weeks ?? 2. #drought,"san marcos, tx",2017-03-29,29.883274900000000,-97.941394099999997
"10606",847094359447154688.000000000000000,IntersectionsTX,"#famine #drought #war
regrann from unicef - time is running out for children in northeast� https://t.co/xibhskbkq5","sherman, tx",2017-03-29,33.635661800000001,-96.608880499999998
"10607",847463431615598592.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-03-30,33.577863100000002,-101.855166499999996
"10608",848526602510123008.000000000000000,DisguiseDevilin,#drought * https://t.co/srwhrzw5qj,terre/earth,2017-04-02,31.790977900000001,-106.283350799999994
"10609",849007498480816128.000000000000000,NorthPlainsGCD,"in 1week (3.28-4.3.17) we recorded 2.06"" of #rain at #npgcd's wcc! #txwx #txpanhandle #cps #water #conservation #drought",northern texas panhandle,2017-04-03,35.661445999999998,-101.387715000000000
"10610",849291225328955392.000000000000000,TexasFarmBureau,9 percent of #texas is in #drought. #txdrought https://t.co/lo4flbrjid,"waco, tx",2017-04-04,31.549333000000001,-97.146669500000002
"10611",850090694668673024.000000000000000,KBTXShel,"updated #drought monitor released today -- recent rounds of rain &amp; storms has helped knock back drought / dry condi� https://t.co/kb7rdnphex","bryan/college station, tx",2017-04-06,30.636683999999999,-96.321387000000001
"10612",849985936905707520.000000000000000,UTRWD,this past week's rains have eased #drought conditions across north texas - sign up for https://t.co/p7c50bnhwm to s� https://t.co/oq2ve4agre,"lewisville, tx",2017-04-06,33.046233000000001,-96.994174000000001
"10613",850000141389922304.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-04-06,33.577863100000002,-101.855166499999996
"10614",850419306261303296.000000000000000,KIKGAB17,"jerry brown declares #cadrought over
translation: trump sent the epa to investigate his strangulation of water to farmers by designed runoff",dallas texas,2017-04-07,32.776664199999999,-96.796987900000005
"10615",850642736793440256.000000000000000,troyduncan,the latest self storage news chronicle! https://t.co/jzenyqzhty thanks to @sparefoot @skyviewadvisors @cmsa1 #cadrought #economy,"san antonio, tx",2017-04-08,29.424121899999999,-98.493628200000003
"10616",851129397147041792.000000000000000,NWSMidland,"we aren't in a #drought now, but take a look back a few years! let's hope the rain keeps coming! https://t.co/b3xocqemdq","midland, texas",2017-04-09,31.997345599999999,-102.077914600000000
"10617",851426047367294976.000000000000000,RieOfLetters,"heart-rending choices made amidst #drought, war, and #famine. https://t.co/8gsbsi8xfb",boston-ish via texas,2017-04-10,29.425290400000002,-98.494993800000003
"10618",852515362713325568.000000000000000,UTRWD,rains continue to push back #drought conditions in north texas.....for now. https://t.co/jlchzisms6,"lewisville, tx",2017-04-13,33.046233000000001,-96.994174000000001
"10619",852536881413795840.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjygnai #txwx #drought,"lubbock, texas",2017-04-13,33.577863100000002,-101.855166499999996
"10620",852828689083518976.000000000000000,KCENWeather,latest #drought monitor shows slight improvement since last week. less abnormally dry drought over our se counties. https://t.co/la21vnxtce,central texas,2017-04-14,32.787459900000002,-96.791464000000005
"10621",853482093153845248.000000000000000,heralddemocrat,leonard�s #drought almost over https://t.co/lbtl4qst1x https://t.co/g95keky6ph,"sherman, tx",2017-04-16,33.635661800000001,-96.608880499999998
"10622",854471859651391488.000000000000000,_leslielee,this is awesome. #water #drought #science #cadrought https://t.co/aqg9hcfjwb,"bryan - college station, texas",2017-04-19,30.636683999999999,-96.321387000000001
"10623",854530323593474048.000000000000000,wxmanvic,"#careservoir storage levels the highest in april since 2011. 113% of normal, even after water releases in march.� https://t.co/zinw2meukj","fort worth, tx",2017-04-19,32.755488300000003,-97.330765799999995
"10624",854532818059317248.000000000000000,wxmanvic,only 0.1% of the conus in extreme (d3) drought at this time.  smallest area since may 2010.  only d3 nationally is in ga. #gawx #drought,"fort worth, tx",2017-04-19,32.755488300000003,-97.330765799999995
"10625",855073576969318400.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-04-20,33.577863100000002,-101.855166499999996
"10626",855163782099808256.000000000000000,NorthPlainsGCD,"with all of this #rain, #texas' #drought map is looking good, but never stop #conservingwater. #savethewater https://t.co/77wkrdktin",northern texas panhandle,2017-04-20,35.661445999999998,-101.387715000000000
"10627",855767961315028992.000000000000000,bryansnaylor,"#earthday #marchforscience #tx #texas #drought #project #sanantonio #spraypaint #art @ bulverde,� https://t.co/3v6lvwqub0","bulverde, tx",2017-04-22,29.743833200000001,-98.453072899999995
"10628",856168334483697664.000000000000000,lavanyadeepak,#water #leakage in #sembakkam during #drought times. is this a responsible gesture of #tamilnadu government? https://t.co/x6pwhk1mru,"irving, tx",2017-04-23,32.814017700000001,-96.948894499999994
"10629",856160839325364224.000000000000000,livingwaysa,many people are under a self imposed word drought. - bishop @steve_fender #whathappenedtoelijah #word #drought,"san antonio, tx",2017-04-23,29.424121899999999,-98.493628200000003
"10630",856599960657289216.000000000000000,NorthPlainsGCD,cuba's #drought allows residents running #water 1 out of 5 days for only a few hrs at a time. pics are daunting: https://t.co/sg33ynwnx1,northern texas panhandle,2017-04-24,35.661445999999998,-101.387715000000000
"10631",856918316589486080.000000000000000,NorthPlainsGCD,"connecting the biblical story of joseph to current #drought &amp; #waterconservation needs. #conserve #savewater #water https://t.co/2geunr8oit",northern texas panhandle,2017-04-25,35.661445999999998,-101.387715000000000
"10632",856878716302970880.000000000000000,TexasFarmBureau,drought conditions receded a bit after much of the eastern part of #texas received rain last week (via @twdb).� https://t.co/uxdqrjvp7u,"waco, tx",2017-04-25,31.549333000000001,-97.146669500000002
"10633",857638828143775744.000000000000000,NWSFortWorth,"in 18-year history of #droughtmonitor, this week sets records for least #drought coverage in #usa (5.16%) and lower� https://t.co/uoi5hu0q4m","fort worth, texas",2017-04-27,32.755488300000003,-97.330765799999995
"10634",857605599206539264.000000000000000,UTRWD,"dear #drought,

we're glad to see you go.

sincerely,
everyone in #denton county https://t.co/q40pkm6g1a","lewisville, tx",2017-04-27,33.046233000000001,-96.994174000000001
"10635",857610294624796672.000000000000000,severewxchaser,here is the weekly drought update for the state of texas as reported by the u.s. drought monitor: https://t.co/fbtfjyyo1q #txwx #drought,"lubbock, texas",2017-04-27,33.577863100000002,-101.855166499999996
"10636",857670204490489856.000000000000000,MySAWS,"""u.s. #drought reaches record low as #rain reigns"" @usatoday https://t.co/7na8etun6l #weather @adamcaskey� https://t.co/qxj896gjjb","san antonio, texas",2017-04-27,29.424121899999999,-98.493628200000003
"10637",858319747204730880.000000000000000,ChairezGee92,"bitch i'm prolly better off with no woman
#drought","waxahachie, tx",2017-04-29,32.386531200000000,-96.848331099999996
"10638",859393572390531072.000000000000000,TxWRI,check out the latest dry horizons newsletter from @droughtcenter: https://t.co/rjxooe0vgj #ag #water #txwater� https://t.co/colweflt5k,"college station, tx",2017-05-02,30.627977000000001,-96.334406799999996
