field_1,id_str,from_user,text,user_locat,date,lat_o,lon_o
"11",818524698078121984.000000000000000,denise_kruger_,proud of my alma mater for taking on the challenge of designing a #drought-friendly house for the @solar_decathlon https://t.co/pnl2r73mwh,"san dimas, ca",2017-01-09,34.106675600000003,-117.806725700000001
"12",818347041118007296.000000000000000,DollyUSofA,"i know what really is ""life-threatening"", it's #cadrought, so mind you, this heavy rainfall is *good news*
#flooding
https://t.co/svit9folpm","davis, ca aka the magic bubble",2017-01-09,38.544906500000003,-121.740516700000001
"13",818331384246697984.000000000000000,DougNorCal,sac river flood stage: either now or in forecast @ map's red dots #norcal #caflood #castor #cawx #cadrought go2 cde� https://t.co/pcuotwujus,"sacramento, ca",2017-01-09,38.581571900000000,-121.494399599999994
"14",818255656910102528.000000000000000,heidiismighty,nice to see the creek flowing! #drought #waterislife #water #shareslo #climatechange slotribune� https://t.co/woz6nvbdzh,san luis obispo,2017-01-09,35.282752400000000,-120.659615599999995
"15",818511566106570752.000000000000000,hillcosfhomes,"is the drought finally over?
https://t.co/5tqrmgjyef #sf #sanfrancisco #rain #drought",san francisco,2017-01-09,37.774929499999999,-122.419415499999999
"16",818343403784052736.000000000000000,IBatBerkeley,888 weeks of #cadrought data turned into a gif! @noaa https://t.co/qkxuwqaaed,"berkeley, ca",2017-01-09,37.871592600000000,-122.272746999999995
"17",818516606389133312.000000000000000,jbrosenbaum,water from the #lagoonvalley reservoir in #vacaville flows over the spillway. @vacareporter #rain #januaryrain� https://t.co/tqjbs8gqy1,"martinez, california",2017-01-09,38.019365700000002,-122.134132100000002
"18",818561696214216704.000000000000000,JCS_UCS,"@sfchronicle points out that the #cadrought is not over, but forgets to mention #climatechange https://t.co/5xzwyibfu4 via @sfchronicle",sf bay area,2017-01-09,37.774929499999999,-122.419415499999999
"19",818572778295021568.000000000000000,JeffDanielsCA,california storms offer some relief to the state's drought-stricken areas https://t.co/myl6iah7u6 #drought #storms,"los angeles, ca",2017-01-09,34.052234200000001,-118.243684900000005
"20",818462795129757696.000000000000000,jkabrahamson,"let it rain, let it rain, let it rain rain rain #cadrought #californiastorm","valencia, ca",2017-01-09,34.456150999999998,-118.571382299999996
"21",818554363614359552.000000000000000,kmkaczynski,preview of our poster at #norcal botanist symposium @chicostate jan 9-11 #sagebrush #drought #gdpealums https://t.co/8amwndh90s,"chico, ca",2017-01-09,39.728494400000002,-121.837477699999994
"22",818337197812129792.000000000000000,kylebuis,"""wow, this one day of #castorm rain is totally more than enough to end five years of drought!"" #cadrought #notreally","sacramento, ca",2017-01-09,38.581571900000000,-121.494399599999994
"23",818280828186820608.000000000000000,l_gabe_l,"storm watch 2017 continues keep the cameras dry ???
.
.
.
.
#norcalwx #cadrought #cawx #cal� https://t.co/ibmepkjnr2 https://t.co/eosje0vhc9",sacramento ca,2017-01-09,38.581571900000000,-121.494399599999994
"24",818503473549324288.000000000000000,LaCosechaPaso,wonderful news. #centralcoast #pasorobles #drought https://t.co/emlaccy4iv,"paso robles, ca",2017-01-09,35.636875900000000,-120.654502199999996
"25",818338290654818304.000000000000000,LivelyLiz,"happiness: kids asleep, husband out, all laundry folded, wine, shower so long &amp; so hot it uses the whole water heater tank #drought #momlife",orange county,2017-01-09,33.717470800000001,-117.831142799999995
"26",818581919247912960.000000000000000,magdaZINE,"keep 'em coming&gt;'atmospheric rivers' to continue bringing biblical rain through the week https://t.co/d6i2sel9xy #drought #socal #rain","los angeles, ca",2017-01-09,34.052234200000001,-118.243684900000005
"27",818600907210457088.000000000000000,MavensNotebook,what's inside the black box that delivers #cawater to your faucet? find out here: https://t.co/cxghircrr7 #cadrought https://t.co/fx2h8ssqe5,"santa clarita, california",2017-01-09,34.391664100000000,-118.542586000000000
"28",818576001827385344.000000000000000,MikeNiccoABC7,new #cadrought numbers issued thursday. i'll post them as soon as i see them. https://t.co/ddypdms24p,san francisco,2017-01-09,37.774929499999999,-122.419415499999999
"29",818420898914975744.000000000000000,MkirbyE,"for the first time in 16 yrs in socal, thunder and lightning woke me up! awesome weather! #cadrought #atmosphericriver",cal state fullerton,2017-01-09,33.865209999999998,-117.889359999999996
"30",818577090077487104.000000000000000,mustcharities,the rain has caused some problems but we need it so badly. #pasorobles #cadrought #slocounty https://t.co/dnhcyldvuf,"templeton, ca",2017-01-09,35.549693900000001,-120.706004899999996
"31",818599991421779968.000000000000000,mustcharities,"wow, that's a lot of rain for must! charities supporter, @tablascreek . #givingback #rain #drought #winecountry https://t.co/n3enwwk8sm","templeton, ca",2017-01-09,35.549693900000001,-120.706004899999996
"32",818310308221440000.000000000000000,NWRAT,"important article by @nickkristof on #climate, #drought &amp; #socialjustice. lives at risk. #actonclimate @zachvertin  https://t.co/y9qljlwjgy","stanford, rff, apogee ep",2017-01-09,37.424106000000002,-122.166075599999999
"33",818513126496702464.000000000000000,PacificInstitut,new report examines california #drought�s effects on low-income families. https://t.co/6orqybq7rt  #cadrought� https://t.co/xkcj3bpwed,"oakland, ca",2017-01-09,37.804363700000003,-122.271113700000001
"34",818553866828455936.000000000000000,PacificInstitut,people burdened by multiple sources of pollution more vulnerable to water shortages during #cadrought. https://t.co/6orqybq7rt,"oakland, ca",2017-01-09,37.804363700000003,-122.271113700000001
"35",818580444618723328.000000000000000,PacificInstitut,people dependent on #salmon for livelihood and traditions especially vulnerable during #cadrought.� https://t.co/e1afi4dazm,"oakland, ca",2017-01-09,37.804363700000003,-122.271113700000001
"36",818249773723463680.000000000000000,PacificInstitut,seven significant #water milestones in 2016 that may help shape the year ahead. https://t.co/9opk42fckk #cadrought #climatechange @taralohan,"oakland, ca",2017-01-09,37.804363700000003,-122.271113700000001
"37",818519855393480704.000000000000000,PeterGleick,"major @pacificinstitut study: #drought and equity in california. 480,000 people in affected #cawater districts.� https://t.co/dkvo5qvuyf","bay area, california",2017-01-09,37.827178400000001,-122.291307799999998
"38",818252450100453376.000000000000000,pomarjunction,it's been a very rainy few days. badly needed. #drought #winecountry #slocounty https://t.co/tt730xs30b,"templeton, ca.",2017-01-09,35.549693900000001,-120.706004899999996
"39",818569215527383040.000000000000000,PPICWater,too soon to call an end to #cadrought - can�t relax until groundwater levels are restored https://t.co/gcfkgtgji1 via @sfchronicle,"san francisco & sacramento, ca",2017-01-09,38.940292200000002,-119.983137799999994
"40",818538183520456704.000000000000000,RADiFranco,too soon to call an end to #cadrought https://t.co/tj1je8bxip via @sfchronicle,"fremont, ca",2017-01-09,37.548269699999999,-121.988571899999997
"41",818355985748066304.000000000000000,RuthlessRadio,"i'm hoping the people complaining about the rain spend the rest of their days haunted by the ghosts of thousands of dead trees.
#cadrought",central california,2017-01-09,38.392780000000002,-121.571939999999998
"42",818346604604231680.000000000000000,ScottLoenhorst,how california went from drought to dangerous rain and snow https://t.co/td1sfvmowy #drought,san francisco,2017-01-09,37.774929499999999,-122.419415499999999
"43",818575864182865920.000000000000000,SF_JordiO,great graphic to put things into perspective. #rain #drought https://t.co/5mybhltuhr,"los angeles, ca",2017-01-09,34.052234200000001,-118.243684900000005
"44",818344056128274432.000000000000000,sfchronicle,editorial: too soon to call an end to #cadrought https://t.co/doazg5gd63 https://t.co/eumdlbixw8,"san francisco, ca",2017-01-09,37.774929499999999,-122.419415499999999
"45",818268555971919872.000000000000000,sfchronicle,editorial: too soon to call an end to #cadrought https://t.co/doazg5gd63 https://t.co/m9x5jhevu0,"san francisco, ca",2017-01-09,37.774929499999999,-122.419415499999999
"46",818412007590416384.000000000000000,sfchronicle,editorial: too soon to call an end to #california #drought  https://t.co/doazg5ocev https://t.co/3pstiea988,"san francisco, ca",2017-01-09,37.774929499999999,-122.419415499999999
"47",818598909819789312.000000000000000,spdeveer,"rain today but water supply in ca is about snow pack. how much &amp; how fast it melts determines what we have come summer
#ca #drought #notover","los angeles, ca",2017-01-09,34.052234200000001,-118.243684900000005
"48",818509187432869888.000000000000000,thebeckybird,"unprecedented #drought followed by worst flooding in decades = #climatechange, yo. https://t.co/1yknybslhs #globalwarming #california","oakland, ca",2017-01-09,37.804363700000003,-122.271113700000001
"49",818478714509934592.000000000000000,TheDirtMag,"raindrops.
??????
...
...
...
#rain #wateringthegarden #drought #weather #urbangardening� https://t.co/valfwouutb",pasadena,2017-01-09,34.147784899999998,-118.144515499999997
"50",818581892522004480.000000000000000,UCLAIoES,"rain is back in california, and it seems to be coming all at once. but will it mean #drought relief?� https://t.co/iykeajcoky","los angeles, california",2017-01-09,34.052234200000001,-118.243684900000005
"51",818523304226979840.000000000000000,unimike958,i think #cadrought is over. https://t.co/887yhg31jo,"whittier, ca",2017-01-09,33.979179299999998,-118.032843999999997
"52",818555306183536640.000000000000000,voxterra,2016 clocks in as california's 3rd warmest year on record. good thing precip was above-avg.  #cadrought https://t.co/qdkaiyeba8,sf bay area,2017-01-09,37.774929499999999,-122.419415499999999
"53",818510213342957568.000000000000000,WaterDeeply,ca #dam proposed to combat #climatechange #cawater #cadrought @yubariverpeople @matt_weiser https://t.co/xxz1ovhls9 https://t.co/5g3wmchfvl,san francisco,2017-01-09,37.774929499999999,-122.419415499999999
"54",818568486427324416.000000000000000,WaterDeeply,new report from @pacificinstitut on #drought and equity https://t.co/vlxbnnd5j7,san francisco,2017-01-09,37.774929499999999,-122.419415499999999
"55",818516694729564160.000000000000000,wgr49er1,"@kristinascall impresssive flows into  oroville and folsom over 100,000 cfs= about 750,000 gallons/sec!!! #cadrought about over in norcal??","sacramento, ca",2017-01-09,38.581571900000000,-121.494399599999994
"56",818288099897667584.000000000000000,WhiteyHolmes,cant have a permanent man-made #cadrought unless the water nazis drain all the storm runoff out into the ocean! bui� https://t.co/4ofmhzo88x,palos verdes estates - so. cal,2017-01-09,33.786789800000001,-118.411188699999997
"57",818252109149663232.000000000000000,zmorton,is the drought over now? ?????? #castorm #cadrought,"san jose, ca (burbank)",2017-01-09,37.321558899999999,-121.928822600000004
"58",818889736697757696.000000000000000,CWaterC,"""you can't enjoy water if you can't afford to have it in your home"" - britton schwartz #drought and #equity @ejcw� https://t.co/y7qtndoluf","visalia, ca",2017-01-10,36.330228400000003,-119.292058499999996
"59",818901671078076416.000000000000000,CapRadioQuinton,#cabudget proposes $178m for continued #drought response #cawater,"sacramento, ca",2017-01-10,38.581571900000000,-121.494399599999994
"60",818864836062740480.000000000000000,RobertDolezal,"#cadrought: ""we certainly don�t have a statewide drought right now"" https://t.co/x62w00xqzd @cawateralliance",greater san francisco bay area,2017-01-10,37.774929499999999,-122.419415499999999
"61",818808829357871104.000000000000000,mikeyyMackk,#california #drought or #rain living up to the adage #feastorfamine as #storm after storm pummel the state from� https://t.co/chrgirc2bg,"bakersfield, ca",2017-01-10,35.373292100000000,-119.018712500000007
"62",818944318429761536.000000000000000,CredibleLA,"#california #rain drop in the bucket, or maybe a good start on ending #drought https://t.co/sjo12lpdlx","los angeles, ca",2017-01-10,34.052234200000001,-118.243684900000005
"63",818894778762809344.000000000000000,DrowningSupport,"#california #storm as terrible as forecast. too much of a good thing, after long #drought! be careful out there! https://t.co/mxc9absazf",southern california,2017-01-10,34.959208300000000,-116.419388999999995
"64",818921371208060928.000000000000000,MatthewLiberty,"#goodnews - with the recent rains, lake nacimiento has risen 23 feet. #pasorobles #drought","paso robles, ca.",2017-01-10,35.636875900000000,-120.654502199999996
"65",818841086093246464.000000000000000,AlessandraRC4,#heavyrain continues in #northerncalifornia. what a blessing! the #drought of previous years has taken its toll.,"sacramento, ca",2017-01-10,38.581571900000000,-121.494399599999994
"66",818875321038446592.000000000000000,RobertDolezal,"#noaa: winter so far wettest ever recorded, but...
""too early to declare #cadrought over"" 1982-83 https://t.co/9jxpkelstl @cawateralliance",greater san francisco bay area,2017-01-10,37.774929499999999,-122.419415499999999
"67",818684757458325504.000000000000000,CallMichele,#rain is back in #northerncalifornia #drought #stormwatch #winter #lookforsunshine #grateful� https://t.co/cadnxsyqm9,"roseville, ca",2017-01-10,38.752123500000003,-121.288005900000002
"68",818878253901312000.000000000000000,sewrighter,#rainisgood |  #laketahoe has gained about 33.6 billion gallons of water since jan. 1 � and the lake has risen about one foot. @nws #drought,silicon valley,2017-01-10,37.387473999999997,-122.057543400000000
"69",818619699936247808.000000000000000,jbrosenbaum,"#solanocounty got drenched over the last 3 days, nearly 4 inches of #rainfall. #vacaville #fairfield #cadrought... https://t.co/gdptqx7euu","martinez, california",2017-01-10,38.019365700000002,-122.134132100000002
"70",818619665878380544.000000000000000,jbrosenbaum,"#solanocounty got drenched over the last 3 days, nearly 4 inches of #rainfall. #vacaville #fairfield #cadrought� https://t.co/s5gossq4cl","martinez, california",2017-01-10,38.019365700000002,-122.134132100000002
"71",818913091538796544.000000000000000,SYV_News,#solvang to consider moratorium on new #water hookups until supply improves https://t.co/klhnlag8pz #drought� https://t.co/vm0pp8cxyf,"solvang, ca",2017-01-10,34.595820099999997,-120.137648100000007
"72",818852131755069440.000000000000000,debbyloduca,#todayisgoingtobegreatbecause it's raining and snowing in california!! #cadrought ??????,nothern california,2017-01-10,38.837521500000001,-120.895824200000007
"73",818694020142694400.000000000000000,GreenMedia82,.@eastvalleywater district revamps demonstration #garden w/ #drought tolerant #nativeplants and #recycled landscape. https://t.co/gw4pjhyhdm,"san bernardino, ca",2017-01-10,34.108344899999999,-117.289765200000005
"74",818888933912248320.000000000000000,MooreFound,.@ucsantacruz #sustainability project manages storm runoff to replenish groundwater. #californiastorm #cadrought https://t.co/rznlt4beze,"palo alto, ca",2017-01-10,37.441883400000002,-122.143019499999994
"75",818715260991381504.000000000000000,RuthlessRadio,"@bsalsanchez word.
rain = some of your things will get wet.
drought = you &amp; your loved ones will die!
#stopcomplaining #caflood #cadrought",central california,2017-01-10,38.392780000000002,-121.571939999999998
"76",818851379594797056.000000000000000,wgr49er1,@ca_dwr @nwssacramento after this round of storms will it be announced that #cadrought is over in norcal? @fox40news @sacbee_news @kcranews,"sacramento, ca",2017-01-10,38.581571900000000,-121.494399599999994
"77",818875676316995584.000000000000000,RobertDolezal,"@jaylund113 �for most of #california, we�re not in a surface-water storage #cadrought� https://t.co/9jxpkelstl @cawateralliance",greater san francisco bay area,2017-01-10,37.774929499999999,-122.419415499999999
"78",818913341355618304.000000000000000,alfencl,"@saraminzadeh : all of ca rivers are systemically overallocated; #cadrought exacerbated existing problems @ #cadroughtequity","95618",2017-01-10,38.518892999999998,-121.651125800000003
"79",818944987677147136.000000000000000,jbrownie2218,"alleged drought is over, but now state is wasting excess water.  ridiculous. #drought  https://t.co/0pz8fwkxtu via @woodlandnews",palo alto,2017-01-10,37.441883400000002,-122.143019499999994
"80",818681011793842176.000000000000000,Visit_SanSimeon,be safe out there. #centralcoast #drought #rain https://t.co/jzuluaepuu,"san simeon, ca",2017-01-10,35.644014300000002,-121.189321100000001
"81",818961577869066240.000000000000000,PPICWater,blog: from drought to deluge https://t.co/mcu5urollf #cawater #cadrought https://t.co/tshxfs7i6v,"san francisco & sacramento, ca",2017-01-10,38.940292200000002,-119.983137799999994
"82",818808417816956928.000000000000000,JulioFrank83,california has been in a #drought since summer 2015. the news mentions #bayareastorm #californiastorm but #droughtisnotover i don't get it!,"san francisco, ca",2017-01-10,37.774929499999999,-122.419415499999999
"83",818929335725735936.000000000000000,Wandizzymo,california has no idea how to act when it rains. everyone bunkering down like there's be a hurricane. but drink up cali u need it #drought,"union city, ca",2017-01-10,37.593391799999999,-122.043829799999997
"84",818646855206612992.000000000000000,PaulRogersSJMN,california storms add 350 billion gallons to drought-parched reservoirs https://t.co/a3zgbyzr0v #castorm #cadrought� https://t.co/dro3rcpqba,san francisco bay area,2017-01-10,37.774929499999999,-122.419415499999999
"85",818884926065950720.000000000000000,PacificInstitut,"california's giant sequoias known for their resilience, but researchers find they are vulnerable to #cadrought. https://t.co/koxsaanh5r","oakland, ca",2017-01-10,37.804363700000003,-122.271113700000001
"86",818609289711366144.000000000000000,RobMayeda,"can't say i'm surprised (esp uvas) a few south bay reservoirs &gt; 100% capacity. lexington at 93% #cawx #cadrought https://t.co/v1nqqhbbnv","san jose, ca",2017-01-10,37.338208199999997,-121.886328599999999
"87",818893335066595328.000000000000000,CWaterC,cwc is excited to be at the #drought and #equity summit today! https://t.co/8hj95a8vvl,"visalia, ca",2017-01-10,36.330228400000003,-119.292058499999996
"88",818901986619703296.000000000000000,CWaterC,cwc's program associate kelsey hinton speaks on #cadroughtequity summit on water supply shortages. #waterjustice� https://t.co/dwzccmh5dh,"visalia, ca",2017-01-10,36.330228400000003,-119.292058499999996
"89",818885777723625472.000000000000000,sjwaterco,"despite all of the rain, it is too soon to declare the drought being over. #cadrought https://t.co/9yi5qndsbb","san jose, ca",2017-01-10,37.338208199999997,-121.886328599999999
"90",818924693864333312.000000000000000,Lisa_FM,downpour at  #ucsb #santabarbara hello mother nature #cadrought https://t.co/tbzy7vsnlm,"santa barbara, ca",2017-01-10,34.420830500000001,-119.698190100000005
"91",818867934789566464.000000000000000,HornPhotoFresno,"drought looks over from the russian river at the sea. #drought #hornphoto #california @ jenner,� https://t.co/vvdjqhn3xw","fresno, california",2017-01-10,36.746842200000003,-119.772586799999999
"92",818870709132767232.000000000000000,ByMattStevens,excellent summation of where we stand after this major storm. #cadrought https://t.co/mfhh4mbpoa,los angeles,2017-01-10,34.052234200000001,-118.243684900000005
"93",818945726109519872.000000000000000,kams1086,"finally getting out of the drought. almonds for everyone!!! #cadrought #thirstyalmonds

https://t.co/tm8sefmott via @mercnews","sunnyvale, ca",2017-01-10,37.368830000000003,-122.036349599999994
"94",818682873955745792.000000000000000,emiliecole,"first time i've seen such a dramatic difference in the #cadrought map in what feels like forever (jan 5, 2016 v jan� https://t.co/tgk3dlvcrw","san francisco, ca",2017-01-10,37.774929499999999,-122.419415499999999
"95",818940846032633856.000000000000000,PPICWater,"from drought to deluge: jeff mount explains what the latest storms mean for #cawater policy &amp; management https://t.co/mcu5urollf #cadrought","san francisco & sacramento, ca",2017-01-10,38.940292200000002,-119.983137799999994
"96",818811563305889792.000000000000000,NBCJodi,"good morning! tracking more rain on the way, for tomorrow! #happy #cadrought #nbc7 @ nbc 7 san� https://t.co/tt14dmw39s","san diego, ca",2017-01-10,32.715738000000002,-117.161083800000000
"97",818965562134925312.000000000000000,wrki,"good news, #ca! with the recent #rain we're nudging ourselves into a less serious #drought situation: https://t.co/6i5moxoi3c #weather","oakland, ca",2017-01-10,37.804363700000003,-122.271113700000001
"98",818933916530659328.000000000000000,4yoinfopeeps,"great #weather manipulation videos, #socal #drought on purpose! / https://t.co/v306eqsotf via @youtube","oakhurst, ca",2017-01-10,37.327999699999999,-119.649315400000006
"99",818641140249333760.000000000000000,ClimateResolve,great to see small local actions addressing big issues. #cadrought #sustainability #larain https://t.co/ltg7xvvyad,los angeles,2017-01-10,34.052234200000001,-118.243684900000005
"100",818653844452372480.000000000000000,brokenearthwine,great! #rain #drought #winecountry https://t.co/atvx8hjhhj,paso robles ca,2017-01-10,35.636875900000000,-120.654502199999996
"101",818954736787288064.000000000000000,WaterEdFdn,"hear the latest from #cawater experts on #cadrought,
#groundwater &amp; #watersupply on our annual central valley tour.� https://t.co/5pl9kqtxr1","sacramento, california",2017-01-10,38.581571900000000,-121.494399599999994
"102",818696551883108352.000000000000000,ReidMilburn,here comes round two.... images courtesy the @weatherchannel 's future radar: 2145 pst mon - 0145 pst tues #cawx� https://t.co/xfxf3kaqim,"sacramento, ca",2017-01-10,38.581571900000000,-121.494399599999994
"103",818910169891360768.000000000000000,SanJoseBioCube,https://t.co/vccuexex9y @mercnews #californiastorms #california #rain #drought #winterstorms #350billiongallonsofwater #parchedreservoirs,"silicon valley, ca",2017-01-10,37.387473999999997,-122.057543400000000
"104",818906680125571072.000000000000000,MikeNiccoABC7,i would think so.  we will know for sure when the next #cadrought update is issued thursday. https://t.co/sxdxio8csj,san francisco,2017-01-10,37.774929499999999,-122.419415499999999
"105",818862948990914560.000000000000000,jeffkendrick,i'll take this rainstorm in los angeles #drought,"santa monica, ca",2017-01-10,34.019454300000000,-118.491191200000003
"106",818921443987554304.000000000000000,MarinaCoastH2O,many of our stakeholders want to know: how much rain has fallen? @mercnews #cadrought https://t.co/t2rzr8cgwx,"marina, ca",2017-01-10,36.684402900000002,-121.802172999999996
"107",818881759597080576.000000000000000,gmoylan,more free water for southern california #drought #rain,los angeles,2017-01-10,34.052234200000001,-118.243684900000005
"108",818827229371121664.000000000000000,MikeNiccoABC7,newest #cadrought numbers issued thursday. i'll post them here. more of the #bayarea should be removed! https://t.co/42y1zabuma,san francisco,2017-01-10,37.774929499999999,-122.419415499999999
"109",818705018224197632.000000000000000,MkirbyE,"nice to see the ppt on the rise. reservoirs on the rise, too. #cadrought #atmosphericriver https://t.co/eo2apk5pfp",cal state fullerton,2017-01-10,33.865209999999998,-117.889359999999996
"110",818913146857340928.000000000000000,DollyUSofA,"no need to buy swimmingpool for backyard! ???????????@rcarlmark
#flooding #flood #rain #weather #cadrought #davisca� https://t.co/uiqnwzfxit","davis, ca aka the magic bubble",2017-01-10,38.544906500000003,-121.740516700000001
"111",818656368273952768.000000000000000,devans00,northern california almost out of #drought https://t.co/51thfxs4ax,"silicon valley, ca",2017-01-10,37.387473999999997,-122.057543400000000
"112",818608302682755072.000000000000000,PartnershipSJV,out with the old #drought and in with the new? learn more via @publicceo https://t.co/eyryh0olzu #cadrought #sjvdrought,"san joaquin valley, ca",2017-01-10,37.917593500000002,-121.171038899999999
"113",818855243391733760.000000000000000,ScottLoenhorst,powerful storms head for u.s. west after thousands flee floods https://t.co/4ecqa9lpij #pineappleexpress #drought,san francisco,2017-01-10,37.774929499999999,-122.419415499999999
"114",818921445912760320.000000000000000,PacificInstitut,"prof. jean moran on #cadrought: depleted groundwater, below avg. yearly precipitation in central &amp; southern ca. https://t.co/p849ytvlzc","oakland, ca",2017-01-10,37.804363700000003,-122.271113700000001
"115",818858356441890816.000000000000000,benlubbon,"proposed federal water bill would streamline new dam projects https://t.co/hscbcbxzv5 via @kpcc

#cawater
#cadrought
more $$$ needed...","rancho santa margarita, ca",2017-01-10,33.640855000000002,-117.603104000000002
"116",818896893128253440.000000000000000,TimKirbyLA,raining again in southern california ? good thing is my vehicle is looking good save money on a car wash. we sure can use the rain #drought,los angeles,2017-01-10,34.052234200000001,-118.243684900000005
"117",818887409756618752.000000000000000,alfencl,rainy day reading: new #cadrought  and equity report (+data) highlights persistent issues even as drought lessens  https://t.co/h8nejtugwn,"95618",2017-01-10,38.518892999999998,-121.651125800000003
"118",818661646419763200.000000000000000,pomarjunction,so cool! #cadrought #templeton #pasorobles https://t.co/s00letjfq0,"templeton, ca.",2017-01-10,35.549693900000001,-120.706004899999996
"119",818840325808492544.000000000000000,WhatsUpCa,"storms are making a dent in #cadrought; 7 feet of snow expected in some areas - la times https://t.co/nq5vmagqqy","los angeles, ca",2017-01-10,34.052234200000001,-118.243684900000005
"120",818916474316144640.000000000000000,sanbornteam,storms are making a dent in california's drought #cadrought #larain https://t.co/ltubnuokal,los angeles california,2017-01-10,34.052234200000001,-118.243684900000005
"121",818672728710385664.000000000000000,RRJG1,"that's what happens when we have a moron for a governor.
#cadrought https://t.co/h7ljmwni1x","orange county, ca.",2017-01-10,33.717470800000001,-117.831142799999995
"122",818905011191058432.000000000000000,ronnie_cohen,the dreaded #kingtides -- when #cadrought turns to #caflood.,"san francisco, california",2017-01-10,37.774929499999999,-122.419415499999999
"123",818910270269571072.000000000000000,MavensNotebook,"this just in ... gov brown proposes 2017-18 state budget; $178.7 million for #cadrought response #cawater https://t.co/bufudusq9c","santa clarita, california",2017-01-10,34.391664100000000,-118.542586000000000
"124",818909922779918336.000000000000000,MavensNotebook,"this just in ... gov brown proposes 2017-18 state budget; $178.7 million for #cadrought� https://t.co/o4e9xkx4bq https://t.co/2o5iaauoye","santa clarita, california",2017-01-10,34.391664100000000,-118.542586000000000
"125",818933149220515840.000000000000000,MayorsFundLA,this rain is refreshing (annoying too!) but it won't last. we need to think about #savingthedrop.� https://t.co/z29bbvuer1,"los angeles, california",2017-01-10,34.052234200000001,-118.243684900000005
"126",818864046598287360.000000000000000,WaterNowOrg,today we're headed to a summit about #drought and #equity in ca with the @pacificinstitut and @ejcw learn more: https://t.co/cogtahhweq,san francisco,2017-01-10,37.774929499999999,-122.419415499999999
"127",818915735367925760.000000000000000,EJCW,"today's #drought&amp;equity summit examines drought's impacts on salmon and the tribal and fishing communities who rely� https://t.co/2uea4jgdbn","sacramento, california",2017-01-10,38.581571900000000,-121.494399599999994
"128",818699141744365568.000000000000000,brokenearthwine,we love seeing this. #rain #drought #pasorobles https://t.co/ucnvyau3im,paso robles ca,2017-01-10,35.636875900000000,-120.654502199999996
"129",818928139921395712.000000000000000,RestoretheDelta,"we're at the #droughtequity summit @pacificinstitut @ejcw with our wonderful #cawater advocates &amp; friends today� https://t.co/lprfczzudy","stockton, ca",2017-01-10,37.957701600000000,-121.290779599999993
"130",818847582109593600.000000000000000,nwintroub,wet friends of northern california - worry not - i am finishing up the boat and will pick u all up soon - noah #cadrought #rain #noahsarc,san francisco,2017-01-10,37.774929499999999,-122.419415499999999
"131",818715990162739200.000000000000000,breezender,"while some parts of the central coast are flooded and covered in mud, reservoirs recover from #cadrought https://t.co/r3aunvnpvb","san luis obispo, ca",2017-01-10,35.282752400000000,-120.659615599999995
"132",818877062614089728.000000000000000,ZLabe,woohoo! - about all i want to say for this map of our current water year. active weather pattern continues ahead!� https://t.co/kby5bdxx14,"irvine, ca",2017-01-10,33.683947300000000,-117.794694199999995
